N EXPEDIENTE,FECHA,AUX-FECHA,HORA,AUX-HORA,DATE,URI-DATE,HORA INTERVALO,CALLE 1,AUX-CALLE 1,CALLE 2,AUX-CALLE 2,NUMERO,URI-CRUCE,DISTRITO,URI-DISTRITO,TIPO ACCIDENTE,ESTADO METEREOLÓGICO,TIPO VEHÍCULO,AUX-TIPO VEHÍCULO,TIPO PERSONA,AUX-TIPO PERSONA,RANGO DE EDAD,SEXO,AUX-SEXO,LESIVIDAD,URI-PERSONA
2020S000240,05/01/2020,05012020,23:45,2345,2020-05-01T23:45:00Z,05012020-2345,23:00-23:59,CALL. CARRIL DEL CONDE,call-carril-del-conde,,,102,call-carril-del-conde%102,HORTALEZA,hortaleza,Colisión lateral,Despejado,Turismo,turismo,Conductor,conductor,,,,,conductor%turismo
2020S000992,05/01/2020,05012020,23:24,2324,2020-05-01T23:24:00Z,05012020-2324,23:00-23:59,CALL. CARAMUEL,call-caramuel,,,66,call-caramuel%66,LATINA,latina,Colisión fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,60-64,Hombre,hombre,14,hombre%60-64%conductor%turismo%14
2020S000992,05/01/2020,05012020,23:24,2324,2020-05-01T23:24:00Z,05012020-2324,23:00-23:59,CALL. CARAMUEL,call-caramuel,,,66,call-caramuel%66,LATINA,latina,Colisión fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,21-24,Hombre,hombre,5,hombre%21-24%conductor%turismo%5
2020S000992,05/01/2020,05012020,23:24,2324,2020-05-01T23:24:00Z,05012020-2324,23:00-23:59,CALL. CARAMUEL,call-caramuel,,,66,call-caramuel%66,LATINA,latina,Colisión fronto-lateral,Despejado,Turismo,turismo,Pasajero,pasajero,21-24,Mujer,mujer,2,mujer%21-24%pasajero%turismo%2
2020S000992,05/01/2020,05012020,23:24,2324,2020-05-01T23:24:00Z,05012020-2324,23:00-23:59,CALL. CARAMUEL,call-caramuel,,,66,call-caramuel%66,LATINA,latina,Colisión fronto-lateral,Despejado,Turismo,turismo,Pasajero,pasajero,18-20,Mujer,mujer,2,mujer%18-20%pasajero%turismo%2
2020S000239,05/01/2020,05012020,23:00,2300,2020-05-01T23:00:00Z,05012020-2300,23:00-23:59,AVDA DE LOS ROSALES-M301,avda-de-los-rosales-m301,,,,avda-de-los-rosales-m301,VILLAVERDE,villaverde,Colisión fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,25-29,Hombre,hombre,3,hombre%25-29%conductor%turismo%3
2020S000239,05/01/2020,05012020,23:00,2300,2020-05-01T23:00:00Z,05012020-2300,23:00-23:59,AVDA DE LOS ROSALES-M301,avda-de-los-rosales-m301,,,,avda-de-los-rosales-m301,VILLAVERDE,villaverde,Colisión fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,21-24,Mujer,mujer,2,mujer%21-24%conductor%turismo%2
2020S000239,05/01/2020,05012020,23:00,2300,2020-05-01T23:00:00Z,05012020-2300,23:00-23:59,AVDA DE LOS ROSALES-M301,avda-de-los-rosales-m301,,,,avda-de-los-rosales-m301,VILLAVERDE,villaverde,Colisión fronto-lateral,Despejado,Turismo,turismo,Pasajero,pasajero,21-24,Mujer,mujer,2,mujer%21-24%pasajero%turismo%2
2020S000239,05/01/2020,05012020,23:00,2300,2020-05-01T23:00:00Z,05012020-2300,23:00-23:59,AVDA DE LOS ROSALES-M301,avda-de-los-rosales-m301,,,,avda-de-los-rosales-m301,VILLAVERDE,villaverde,Colisión fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,18-20,Hombre,hombre,7,hombre%18-20%conductor%turismo%7
2020S000239,05/01/2020,05012020,23:00,2300,2020-05-01T23:00:00Z,05012020-2300,23:00-23:59,AVDA DE LOS ROSALES-M301,avda-de-los-rosales-m301,,,,avda-de-los-rosales-m301,VILLAVERDE,villaverde,Colisión fronto-lateral,Despejado,Turismo,turismo,Pasajero,pasajero,18-20,Hombre,hombre,7,hombre%18-20%pasajero%turismo%7
2020S000239,05/01/2020,05012020,23:00,2300,2020-05-01T23:00:00Z,05012020-2300,23:00-23:59,AVDA DE LOS ROSALES-M301,avda-de-los-rosales-m301,,,,avda-de-los-rosales-m301,VILLAVERDE,villaverde,Colisión fronto-lateral,Despejado,Turismo,turismo,Pasajero,pasajero,15-17,Hombre,hombre,7,hombre%15-17%pasajero%turismo%7
2020S000239,05/01/2020,05012020,23:00,2300,2020-05-01T23:00:00Z,05012020-2300,23:00-23:59,AVDA DE LOS ROSALES-M301,avda-de-los-rosales-m301,,,,avda-de-los-rosales-m301,VILLAVERDE,villaverde,Colisión fronto-lateral,Despejado,Turismo,turismo,Pasajero,pasajero,18-20,Hombre,hombre,7,hombre%18-20%pasajero%turismo%7
2020S000374,05/01/2020,05012020,22:45,2245,2020-05-01T22:45:00Z,05012020-2245,22:00-22:59,CALL. ALERCE,call-alerce,CALL. CONIFERAS,call-coniferas,,call-alerce%call-coniferas,USERA,usera,Colisión fronto-lateral,,Turismo,turismo,Conductor,conductor,21-24,Mujer,mujer,14,mujer%21-24%conductor%turismo%14
2020S000374,05/01/2020,05012020,22:45,2245,2020-05-01T22:45:00Z,05012020-2245,22:00-22:59,CALL. ALERCE,call-alerce,CALL. CONIFERAS,call-coniferas,,call-alerce%call-coniferas,USERA,usera,Colisión fronto-lateral,,Turismo,turismo,Conductor,conductor,35-39,Hombre,hombre,14,hombre%35-39%conductor%turismo%14
2020S000322,05/01/2020,05012020,22:30,2230,2020-05-01T22:30:00Z,05012020-2230,22:00-22:59,AVDA. DOCTOR GARCIA TAPIA,avda-doctor-garcia-tapia,,,84,avda-doctor-garcia-tapia%84,MORATALAZ,moratalaz,Alcance,Despejado,Turismo,turismo,Conductor,conductor,MAYOR 74,Hombre,hombre,,hombre%MAYOR 74%conductor%turismo
2020S000322,05/01/2020,05012020,22:30,2230,2020-05-01T22:30:00Z,05012020-2230,22:00-22:59,AVDA. DOCTOR GARCIA TAPIA,avda-doctor-garcia-tapia,,,84,avda-doctor-garcia-tapia%84,MORATALAZ,moratalaz,Alcance,Despejado,Turismo,turismo,Conductor,conductor,50-54,Hombre,hombre,,hombre%50-54%conductor%turismo
2020S000237,05/01/2020,05012020,22:30,2230,2020-05-01T22:30:00Z,05012020-2230,22:00-22:59,CALL. PIO FELIPE,call-pio-felipe,AVDA. ALBUFERA,avda-albufera,,call-pio-felipe%avda-albufera,PUENTE DE VALLECAS,puente-de-vallecas,Atropello a persona,Despejado,Turismo,turismo,Conductor,conductor,35-39,Hombre,hombre,,hombre%35-39%conductor%turismo
2020S000237,05/01/2020,05012020,22:30,2230,2020-05-01T22:30:00Z,05012020-2230,22:00-22:59,CALL. PIO FELIPE,call-pio-felipe,AVDA. ALBUFERA,avda-albufera,,call-pio-felipe%avda-albufera,PUENTE DE VALLECAS,puente-de-vallecas,Atropello a persona,Despejado,Turismo,turismo,Peatón,peaton,,Mujer,mujer,,mujer%peaton%turismo
2020S000268,05/01/2020,05012020,22:30,2230,2020-05-01T22:30:00Z,05012020-2230,22:00-22:59,AVDA. DOCTOR GARCIA TAPIA,avda-doctor-garcia-tapia,CALL. ARROYO BELINCOSO,call-arroyo-belincoso,,avda-doctor-garcia-tapia%call-arroyo-belincoso,MORATALAZ,moratalaz,Alcance,Despejado,Turismo,turismo,Conductor,conductor,MAYOR 74,Hombre,hombre,,hombre%MAYOR 74%conductor%turismo
2020S000268,05/01/2020,05012020,22:30,2230,2020-05-01T22:30:00Z,05012020-2230,22:00-22:59,AVDA. DOCTOR GARCIA TAPIA,avda-doctor-garcia-tapia,CALL. ARROYO BELINCOSO,call-arroyo-belincoso,,avda-doctor-garcia-tapia%call-arroyo-belincoso,MORATALAZ,moratalaz,Alcance,Despejado,Turismo,turismo,Conductor,conductor,21-24,Hombre,hombre,,hombre%21-24%conductor%turismo
2020S000301,05/01/2020,05012020,22:26,2226,2020-05-01T22:26:00Z,05012020-2226,22:00-22:59,CALL. GENERAL LOPEZ POZAS,call-general-lopez-pozas,,,10,call-general-lopez-pozas%10,CHAMARTÍN,chamartin,Colisión lateral,,Turismo,turismo,Conductor,conductor,21-24,Mujer,mujer,,mujer%21-24%conductor%turismo
2020S000301,05/01/2020,05012020,22:26,2226,2020-05-01T22:26:00Z,05012020-2226,22:00-22:59,CALL. GENERAL LOPEZ POZAS,call-general-lopez-pozas,,,10,call-general-lopez-pozas%10,CHAMARTÍN,chamartin,Colisión lateral,,Turismo,turismo,Conductor,conductor,,,,,conductor%turismo
2020S000238,05/01/2020,05012020,22:25,2225,2020-05-01T22:25:00Z,05012020-2225,22:00-22:59,CALL. RIOS ROSAS,call-rios-rosas,CALL. PONZANO,call-ponzano,,call-rios-rosas%call-ponzano,CHAMBERÍ,chamberi,Colisión lateral,Despejado,Turismo,turismo,Conductor,conductor,50-54,Hombre,hombre,,hombre%50-54%conductor%turismo
2020S000238,05/01/2020,05012020,22:25,2225,2020-05-01T22:25:00Z,05012020-2225,22:00-22:59,CALL. RIOS ROSAS,call-rios-rosas,CALL. PONZANO,call-ponzano,,call-rios-rosas%call-ponzano,CHAMBERÍ,chamberi,Colisión lateral,Despejado,Turismo,turismo,Conductor,conductor,35-39,Mujer,mujer,,mujer%35-39%conductor%turismo
2020S000238,05/01/2020,05012020,22:25,2225,2020-05-01T22:25:00Z,05012020-2225,22:00-22:59,CALL. RIOS ROSAS,call-rios-rosas,CALL. PONZANO,call-ponzano,,call-rios-rosas%call-ponzano,CHAMBERÍ,chamberi,Colisión lateral,Despejado,Turismo,turismo,Pasajero,pasajero,30-34,Mujer,mujer,14,mujer%30-34%pasajero%turismo%14
2020S000255,05/01/2020,05012020,22:20,2220,2020-05-01T22:20:00Z,05012020-2220,22:00-22:59,CALL. PEÑARANDA DE BRACAMONTE AVENIDA DE LAS SUERT,call-peñaranda-de-bracamonte-avenida-de-las-suert,,,,call-peñaranda-de-bracamonte-avenida-de-las-suert,VILLA DE VALLECAS,villa-de-vallecas,Colisión lateral,,Turismo,turismo,Conductor,conductor,40-44,Hombre,hombre,,hombre%40-44%conductor%turismo
2020S000255,05/01/2020,05012020,22:20,2220,2020-05-01T22:20:00Z,05012020-2220,22:00-22:59,CALL. PEÑARANDA DE BRACAMONTE AVENIDA DE LAS SUERT,call-peñaranda-de-bracamonte-avenida-de-las-suert,,,,call-peñaranda-de-bracamonte-avenida-de-las-suert,VILLA DE VALLECAS,villa-de-vallecas,Colisión lateral,,Turismo,turismo,Conductor,conductor,18-20,Mujer,mujer,,mujer%18-20%conductor%turismo
2020S000258,05/01/2020,05012020,22:20,2220,2020-05-01T22:20:00Z,05012020-2220,22:00-22:59,PASEO. TALLERES,paseo-talleres,,,13,paseo-talleres%13,VILLAVERDE,villaverde,Colisión fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,35-39,Hombre,hombre,14,hombre%35-39%conductor%turismo%14
2020S000258,05/01/2020,05012020,22:20,2220,2020-05-01T22:20:00Z,05012020-2220,22:00-22:59,PASEO. TALLERES,paseo-talleres,,,13,paseo-talleres%13,VILLAVERDE,villaverde,Colisión fronto-lateral,Despejado,Ciclomotor,ciclomotor,Conductor,conductor,25-29,Hombre,hombre,2,hombre%25-29%conductor%ciclomotor%2
2020S000236,05/01/2020,05012020,22:10,2210,2020-05-01T22:10:00Z,05012020-2210,22:00-22:59,"AUTOV. A-3, +00400S","autov-a-3,-+00400s",,,,"autov-a-3,-+00400s",PUENTE DE VALLECAS,puente-de-vallecas,Alcance,,Turismo,turismo,Conductor,conductor,55-59,Hombre,hombre,,hombre%55-59%conductor%turismo
2020S000236,05/01/2020,05012020,22:10,2210,2020-05-01T22:10:00Z,05012020-2210,22:00-22:59,"AUTOV. A-3, +00400S","autov-a-3,-+00400s",,,,"autov-a-3,-+00400s",PUENTE DE VALLECAS,puente-de-vallecas,Alcance,,Turismo,turismo,Conductor,conductor,25-29,Hombre,hombre,,hombre%25-29%conductor%turismo
2020S000291,05/01/2020,05012020,21:50,2150,2020-05-01T21:50:00Z,05012020-2150,21:00-21:59,"AUTOV. M-30, +01000E","autov-m-30,-+01000e",,,,"autov-m-30,-+01000e",PUENTE DE VALLECAS,puente-de-vallecas,Colisión múltiple,Despejado,Turismo,turismo,Conductor,conductor,30-34,Hombre,hombre,,hombre%30-34%conductor%turismo
2020S000291,05/01/2020,05012020,21:50,2150,2020-05-01T21:50:00Z,05012020-2150,21:00-21:59,"AUTOV. M-30, +01000E","autov-m-30,-+01000e",,,,"autov-m-30,-+01000e",PUENTE DE VALLECAS,puente-de-vallecas,Colisión múltiple,Despejado,Turismo,turismo,Conductor,conductor,35-39,Hombre,hombre,,hombre%35-39%conductor%turismo
2020S000291,05/01/2020,05012020,21:50,2150,2020-05-01T21:50:00Z,05012020-2150,21:00-21:59,"AUTOV. M-30, +01000E","autov-m-30,-+01000e",,,,"autov-m-30,-+01000e",PUENTE DE VALLECAS,puente-de-vallecas,Colisión múltiple,Despejado,Turismo,turismo,Conductor,conductor,50-54,Hombre,hombre,,hombre%50-54%conductor%turismo
2020S000325,05/01/2020,05012020,21:50,2150,2020-05-01T21:50:00Z,05012020-2150,21:00-21:59,CALL. GENERAL RICARDOS,call-general-ricardos,PASEO. MARCELINO CAMACHO,paseo-marcelino-camacho,,call-general-ricardos%paseo-marcelino-camacho,CARABANCHEL,carabanchel,Alcance,Despejado,Turismo,turismo,Conductor,conductor,40-44,Hombre,hombre,7,hombre%40-44%conductor%turismo%7
2020S000325,05/01/2020,05012020,21:50,2150,2020-05-01T21:50:00Z,05012020-2150,21:00-21:59,CALL. GENERAL RICARDOS,call-general-ricardos,PASEO. MARCELINO CAMACHO,paseo-marcelino-camacho,,call-general-ricardos%paseo-marcelino-camacho,CARABANCHEL,carabanchel,Alcance,Despejado,Turismo,turismo,Pasajero,pasajero,50-54,Mujer,mujer,7,mujer%50-54%pasajero%turismo%7
2020S000325,05/01/2020,05012020,21:50,2150,2020-05-01T21:50:00Z,05012020-2150,21:00-21:59,CALL. GENERAL RICARDOS,call-general-ricardos,PASEO. MARCELINO CAMACHO,paseo-marcelino-camacho,,call-general-ricardos%paseo-marcelino-camacho,CARABANCHEL,carabanchel,Alcance,Despejado,Turismo,turismo,Conductor,conductor,21-24,Hombre,hombre,14,hombre%21-24%conductor%turismo%14
2020S000242,05/01/2020,05012020,21:40,2140,2020-05-01T21:40:00Z,05012020-2140,21:00-21:59,CALL. BRAVO MURILLO,call-bravo-murillo,,,49,call-bravo-murillo%49,CHAMBERÍ,chamberi,Choque contra obstáculo fijo,Despejado,Motocicleta hasta 125cc,motocicleta-hasta-125cc,Conductor,conductor,65-69,Hombre,hombre,3,hombre%65-69%conductor%motocicleta-hasta-125cc%3
2020S000242,05/01/2020,05012020,21:40,2140,2020-05-01T21:40:00Z,05012020-2140,21:00-21:59,CALL. BRAVO MURILLO,call-bravo-murillo,,,49,call-bravo-murillo%49,CHAMBERÍ,chamberi,Choque contra obstáculo fijo,Despejado,Turismo,turismo,Conductor,conductor,,,,,conductor%turismo
2020S000242,05/01/2020,05012020,21:40,2140,2020-05-01T21:40:00Z,05012020-2140,21:00-21:59,CALL. BRAVO MURILLO,call-bravo-murillo,,,49,call-bravo-murillo%49,CHAMBERÍ,chamberi,Choque contra obstáculo fijo,Despejado,Turismo,turismo,Conductor,conductor,,,,,conductor%turismo
2020S000234,05/01/2020,05012020,21:30,2130,2020-05-01T21:30:00Z,05012020-2130,21:00-21:59,CALL. HERMANOS DE PABLO,call-hermanos-de-pablo,,,35,call-hermanos-de-pablo%35,CIUDAD LINEAL,ciudad-lineal,Colisión lateral,Despejado,Todo terreno,todo-terreno,Conductor,conductor,30-34,Mujer,mujer,,mujer%30-34%conductor%todo-terreno
2020S000234,05/01/2020,05012020,21:30,2130,2020-05-01T21:30:00Z,05012020-2130,21:00-21:59,CALL. HERMANOS DE PABLO,call-hermanos-de-pablo,,,35,call-hermanos-de-pablo%35,CIUDAD LINEAL,ciudad-lineal,Colisión lateral,Despejado,Todo terreno,todo-terreno,Pasajero,pasajero,25-29,Hombre,hombre,,hombre%25-29%pasajero%todo-terreno
2020S000234,05/01/2020,05012020,21:30,2130,2020-05-01T21:30:00Z,05012020-2130,21:00-21:59,CALL. HERMANOS DE PABLO,call-hermanos-de-pablo,,,35,call-hermanos-de-pablo%35,CIUDAD LINEAL,ciudad-lineal,Colisión lateral,Despejado,Todo terreno,todo-terreno,Pasajero,pasajero,25-29,Hombre,hombre,,hombre%25-29%pasajero%todo-terreno
2020S000234,05/01/2020,05012020,21:30,2130,2020-05-01T21:30:00Z,05012020-2130,21:00-21:59,CALL. HERMANOS DE PABLO,call-hermanos-de-pablo,,,35,call-hermanos-de-pablo%35,CIUDAD LINEAL,ciudad-lineal,Colisión lateral,Despejado,Furgoneta,furgoneta,Conductor,conductor,30-34,Hombre,hombre,,hombre%30-34%conductor%furgoneta
2020S000331,05/01/2020,05012020,21:30,2130,2020-05-01T21:30:00Z,05012020-2130,21:00-21:59,"AUTOV. A-42, +00500S","autov-a-42,-+00500s",,,,"autov-a-42,-+00500s",CARABANCHEL,carabanchel,Alcance,Despejado,Turismo,turismo,Conductor,conductor,45-49,Mujer,mujer,,mujer%45-49%conductor%turismo
2020S000331,05/01/2020,05012020,21:30,2130,2020-05-01T21:30:00Z,05012020-2130,21:00-21:59,"AUTOV. A-42, +00500S","autov-a-42,-+00500s",,,,"autov-a-42,-+00500s",CARABANCHEL,carabanchel,Alcance,Despejado,Turismo,turismo,Conductor,conductor,25-29,Hombre,hombre,,hombre%25-29%conductor%turismo
2020S000233,05/01/2020,05012020,21:00,2100,2020-05-01T21:00:00Z,05012020-2100,21:00-21:59,AVDA. RAFAEL ALBERTI,avda-rafael-alberti,,,53,avda-rafael-alberti%53,PUENTE DE VALLECAS,puente-de-vallecas,Choque contra obstáculo fijo,Se desconoce,Turismo,turismo,Conductor,conductor,25-29,Hombre,hombre,14,hombre%25-29%conductor%turismo%14
2020S000233,05/01/2020,05012020,21:00,2100,2020-05-01T21:00:00Z,05012020-2100,21:00-21:59,AVDA. RAFAEL ALBERTI,avda-rafael-alberti,,,53,avda-rafael-alberti%53,PUENTE DE VALLECAS,puente-de-vallecas,Choque contra obstáculo fijo,Se desconoce,Turismo,turismo,Conductor,conductor,50-54,Hombre,hombre,1,hombre%50-54%conductor%turismo%1
2020S000245,05/01/2020,05012020,20:50,2050,2020-05-01T20:50:00Z,05012020-2050,20:00-20:59,PASEO. VIRGEN DEL PUERTO,paseo-virgen-del-puerto,,,S/N,paseo-virgen-del-puerto%S/N,CENTRO,centro,Colisión fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,25-29,Mujer,mujer,,mujer%25-29%conductor%turismo
2020S000245,05/01/2020,05012020,20:50,2050,2020-05-01T20:50:00Z,05012020-2050,20:00-20:59,PASEO. VIRGEN DEL PUERTO,paseo-virgen-del-puerto,,,S/N,paseo-virgen-del-puerto%S/N,CENTRO,centro,Colisión fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,40-44,Hombre,hombre,,hombre%40-44%conductor%turismo
2020S000378,05/01/2020,05012020,20:35,2035,2020-05-01T20:35:00Z,05012020-2035,20:00-20:59,CALL. VIRGEN DEL VAL,call-virgen-del-val,,,16,call-virgen-del-val%16,CIUDAD LINEAL,ciudad-lineal,Atropello a persona,Despejado,Motocicleta hasta 125cc,motocicleta-hasta-125cc,Conductor,conductor,35-39,Hombre,hombre,14,hombre%35-39%conductor%motocicleta-hasta-125cc%14
2020S000378,05/01/2020,05012020,20:35,2035,2020-05-01T20:35:00Z,05012020-2035,20:00-20:59,CALL. VIRGEN DEL VAL,call-virgen-del-val,,,16,call-virgen-del-val%16,CIUDAD LINEAL,ciudad-lineal,Atropello a persona,Despejado,Motocicleta hasta 125cc,motocicleta-hasta-125cc,Peatón,peaton,55-59,Hombre,hombre,1,hombre%55-59%peaton%motocicleta-hasta-125cc%1
2020S000232,05/01/2020,05012020,20:25,2025,2020-05-01T20:25:00Z,05012020-2025,20:00-20:59,CALL. HALCONERO DEL REY,call-halconero-del-rey,CALL. VIA LUSITANA,call-via-lusitana,,call-halconero-del-rey%call-via-lusitana,CARABANCHEL,carabanchel,Alcance,Despejado,Turismo,turismo,Conductor,conductor,45-49,Hombre,hombre,14,hombre%45-49%conductor%turismo%14
2020S000232,05/01/2020,05012020,20:25,2025,2020-05-01T20:25:00Z,05012020-2025,20:00-20:59,CALL. HALCONERO DEL REY,call-halconero-del-rey,CALL. VIA LUSITANA,call-via-lusitana,,call-halconero-del-rey%call-via-lusitana,CARABANCHEL,carabanchel,Alcance,Despejado,Turismo,turismo,Pasajero,pasajero,35-39,Mujer,mujer,14,mujer%35-39%pasajero%turismo%14
2020S000232,05/01/2020,05012020,20:25,2025,2020-05-01T20:25:00Z,05012020-2025,20:00-20:59,CALL. HALCONERO DEL REY,call-halconero-del-rey,CALL. VIA LUSITANA,call-via-lusitana,,call-halconero-del-rey%call-via-lusitana,CARABANCHEL,carabanchel,Alcance,Despejado,Turismo,turismo,Pasajero,pasajero,0-5,Hombre,hombre,14,hombre%0-5%pasajero%turismo%14
2020S000232,05/01/2020,05012020,20:25,2025,2020-05-01T20:25:00Z,05012020-2025,20:00-20:59,CALL. HALCONERO DEL REY,call-halconero-del-rey,CALL. VIA LUSITANA,call-via-lusitana,,call-halconero-del-rey%call-via-lusitana,CARABANCHEL,carabanchel,Alcance,Despejado,Turismo,turismo,Conductor,conductor,45-49,Hombre,hombre,7,hombre%45-49%conductor%turismo%7
2020S000232,05/01/2020,05012020,20:25,2025,2020-05-01T20:25:00Z,05012020-2025,20:00-20:59,CALL. HALCONERO DEL REY,call-halconero-del-rey,CALL. VIA LUSITANA,call-via-lusitana,,call-halconero-del-rey%call-via-lusitana,CARABANCHEL,carabanchel,Alcance,Despejado,Turismo,turismo,Pasajero,pasajero,40-44,Mujer,mujer,7,mujer%40-44%pasajero%turismo%7
2020S000232,05/01/2020,05012020,20:25,2025,2020-05-01T20:25:00Z,05012020-2025,20:00-20:59,CALL. HALCONERO DEL REY,call-halconero-del-rey,CALL. VIA LUSITANA,call-via-lusitana,,call-halconero-del-rey%call-via-lusitana,CARABANCHEL,carabanchel,Alcance,Despejado,Turismo,turismo,Pasajero,pasajero,18-20,Hombre,hombre,7,hombre%18-20%pasajero%turismo%7
2020S000232,05/01/2020,05012020,20:25,2025,2020-05-01T20:25:00Z,05012020-2025,20:00-20:59,CALL. HALCONERO DEL REY,call-halconero-del-rey,CALL. VIA LUSITANA,call-via-lusitana,,call-halconero-del-rey%call-via-lusitana,CARABANCHEL,carabanchel,Alcance,Despejado,Turismo,turismo,Pasajero,pasajero,21-24,Mujer,mujer,7,mujer%21-24%pasajero%turismo%7
2020S000273,05/01/2020,05012020,20:20,2020,2020-05-01T20:20:00Z,05012020-2020,20:00-20:59,AVDA. CIUDAD DE BARCELONA,avda-ciudad-de-barcelona,,,2,avda-ciudad-de-barcelona%2,RETIRO,retiro,Alcance,Despejado,Turismo,turismo,Conductor,conductor,MAYOR 74,Mujer,mujer,,mujer%MAYOR 74%conductor%turismo
2020S000273,05/01/2020,05012020,20:20,2020,2020-05-01T20:20:00Z,05012020-2020,20:00-20:59,AVDA. CIUDAD DE BARCELONA,avda-ciudad-de-barcelona,,,2,avda-ciudad-de-barcelona%2,RETIRO,retiro,Alcance,Despejado,Turismo,turismo,Conductor,conductor,40-44,Hombre,hombre,,hombre%40-44%conductor%turismo
2020S000290,05/01/2020,05012020,18:30,1830,2020-05-01T18:30:00Z,05012020-1830,18:00-18:59,"AUTOV. M-30, 16NC08 ( DESVIO OBRAS V. CALDERON)","autov-m-30,-16nc08-(-desvio-obras-v-calderon)",,,,"autov-m-30,-16nc08-(-desvio-obras-v-calderon)",ARGANZUELA,arganzuela,Choque contra obstáculo fijo,Despejado,Turismo,turismo,Conductor,conductor,25-29,Hombre,hombre,,hombre%25-29%conductor%turismo
2020S000292,05/01/2020,05012020,18:15,1815,2020-05-01T18:15:00Z,05012020-1815,18:00-18:59,PLAZA. EMPERADOR CARLOS V,plaza-emperador-carlos-v,,,8,plaza-emperador-carlos-v%8,CENTRO,centro,Colisión fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,55-59,Hombre,hombre,,hombre%55-59%conductor%turismo
2020S000292,05/01/2020,05012020,18:15,1815,2020-05-01T18:15:00Z,05012020-1815,18:00-18:59,PLAZA. EMPERADOR CARLOS V,plaza-emperador-carlos-v,,,8,plaza-emperador-carlos-v%8,CENTRO,centro,Colisión fronto-lateral,Despejado,Autobús,autobus,Conductor,conductor,50-54,Hombre,hombre,,hombre%50-54%conductor%autobus
2020S001073,05/01/2020,05012020,17:50,1750,2020-05-01T17:50:00Z,05012020-1750,17:00-17:59,CALL. ALEJANDRO CHACON,call-alejandro-chacon,CALL. EUSEBIO MARTINEZ BARONA,call-eusebio-martinez-barona,,call-alejandro-chacon%call-eusebio-martinez-barona,CIUDAD LINEAL,ciudad-lineal,Colisión frontal,Despejado,Turismo,turismo,Conductor,conductor,50-54,Hombre,hombre,14,hombre%50-54%conductor%turismo%14
2020S001073,05/01/2020,05012020,17:50,1750,2020-05-01T17:50:00Z,05012020-1750,17:00-17:59,CALL. ALEJANDRO CHACON,call-alejandro-chacon,CALL. EUSEBIO MARTINEZ BARONA,call-eusebio-martinez-barona,,call-alejandro-chacon%call-eusebio-martinez-barona,CIUDAD LINEAL,ciudad-lineal,Colisión frontal,Despejado,Motocicleta hasta 125cc,motocicleta-hasta-125cc,Conductor,conductor,65-69,Hombre,hombre,3,hombre%65-69%conductor%motocicleta-hasta-125cc%3
2020S000226,05/01/2020,05012020,17:25,1725,2020-05-01T17:25:00Z,05012020-1725,17:00-17:59,AVDA. ENSANCHE DE VALLECAS,avda-ensanche-de-vallecas,CALL. JOSE GUTIERREZ MAROTO,call-jose-gutierrez-maroto,,avda-ensanche-de-vallecas%call-jose-gutierrez-maroto,VILLA DE VALLECAS,villa-de-vallecas,Colisión fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,35-39,Mujer,mujer,,mujer%35-39%conductor%turismo
2020S000226,05/01/2020,05012020,17:25,1725,2020-05-01T17:25:00Z,05012020-1725,17:00-17:59,AVDA. ENSANCHE DE VALLECAS,avda-ensanche-de-vallecas,CALL. JOSE GUTIERREZ MAROTO,call-jose-gutierrez-maroto,,avda-ensanche-de-vallecas%call-jose-gutierrez-maroto,VILLA DE VALLECAS,villa-de-vallecas,Colisión fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,25-29,Mujer,mujer,,mujer%25-29%conductor%turismo
2020S000225,05/01/2020,05012020,17:10,1710,2020-05-01T17:10:00Z,05012020-1710,17:00-17:59,CALL. NICOLASA GOMEZ,call-nicolasa-gomez,CALL. AQUILES,call-aquiles,,call-nicolasa-gomez%call-aquiles,SAN BLAS-CANILLEJAS,san-blas-canillejas,Colisión fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,30-34,Mujer,mujer,2,mujer%30-34%conductor%turismo%2
2020S000225,05/01/2020,05012020,17:10,1710,2020-05-01T17:10:00Z,05012020-1710,17:00-17:59,CALL. NICOLASA GOMEZ,call-nicolasa-gomez,CALL. AQUILES,call-aquiles,,call-nicolasa-gomez%call-aquiles,SAN BLAS-CANILLEJAS,san-blas-canillejas,Colisión fronto-lateral,Despejado,Turismo,turismo,Pasajero,pasajero,55-59,Mujer,mujer,2,mujer%55-59%pasajero%turismo%2
