Nombre_distrito,NombreDistritoURI,dbpedia:Distrito,Num_Distrito,NOMBRE_ESPECIE,NombreEspecieURI,dbpedia:Especie,Num_Unidades
MORATALAZ,Moratalaz,http://dbpedia.org/resource/Moratalaz,14,Celtis australis,Celtis australis,http://dbpedia.org/resource/Celtis_australis,1493
MORATALAZ,Moratalaz,http://dbpedia.org/resource/Moratalaz,14,Pinus pinea,Pinus pinea,http://dbpedia.org/resource/Pinus_pinea,2029
MORATALAZ,Moratalaz,http://dbpedia.org/resource/Moratalaz,14,Platanus x hybrida,Platanus hybrida,http://dbpedia.org/resource/Platanus_hybrida,2037
MORATALAZ,Moratalaz,http://dbpedia.org/resource/Moratalaz,14,Ulmus pumila,Ulmus pumila,http://dbpedia.org/resource/Ulmus_pumila,5925
CIUDAD LINEAL,Ciudad Lineal,http://dbpedia.org/resource/Ciudad_Lineal,15,Pinus halepensis,Pinus halepensis,http://dbpedia.org/resource/Pinus_halepensis,967
CIUDAD LINEAL,Ciudad Lineal,http://dbpedia.org/resource/Ciudad_Lineal,15,Cupressus sempervirens,Cupressus sempervirens,http://dbpedia.org/resource/Cupressus_sempervirens,1005
CIUDAD LINEAL,Ciudad Lineal,http://dbpedia.org/resource/Ciudad_Lineal,15,Celtis australis,Celtis australis,http://dbpedia.org/resource/Celtis_australis,1112
CIUDAD LINEAL,Ciudad Lineal,http://dbpedia.org/resource/Ciudad_Lineal,15,Acer negundo,Acer negundo,http://dbpedia.org/resource/Acer_negundo,1390
CIUDAD LINEAL,Ciudad Lineal,http://dbpedia.org/resource/Ciudad_Lineal,15,Robinia pseudoacacia,Robinia pseudoacacia,http://dbpedia.org/resource/Robinia_pseudoacacia,1448
CIUDAD LINEAL,Ciudad Lineal,http://dbpedia.org/resource/Ciudad_Lineal,15,Prunus cerasifera pisardii,Prunus cerasifera,http://dbpedia.org/resource/Cherry_plum,1504
CIUDAD LINEAL,Ciudad Lineal,http://dbpedia.org/resource/Ciudad_Lineal,15,Sophora japonica,Sophora japonica,http://dbpedia.org/resource/Sophora_japonica,1667
CIUDAD LINEAL,Ciudad Lineal,http://dbpedia.org/resource/Ciudad_Lineal,15,Ulmus pumila,Ulmus pumila,http://dbpedia.org/resource/Ulmus_pumila,3963
CIUDAD LINEAL,Ciudad Lineal,http://dbpedia.org/resource/Ciudad_Lineal,15,Pinus pinea,Pinus pinea,http://dbpedia.org/resource/Pinus_pinea,4243
CIUDAD LINEAL,Ciudad Lineal,http://dbpedia.org/resource/Ciudad_Lineal,15,Platanus x hybrida,Platanus hybrida,http://dbpedia.org/resource/Platanus_hybrida,4702
HORTALEZA,Hortaleza (distrito),http://dbpedia.org/resource/Hortaleza,16,Melia azedarach,Melia azedarach,http://dbpedia.org/resource/Melia_azedarach,1099
HORTALEZA,Hortaleza (distrito),http://dbpedia.org/resource/Hortaleza,16,Ulmus minor,Ulmus minor,http://dbpedia.org/resource/Ulmus_minor,1197
HORTALEZA,Hortaleza (distrito),http://dbpedia.org/resource/Hortaleza,16,Aesculus hippocastanum,Aesculus hippocastanum,http://dbpedia.org/resource/Aesculus_hippocastanum,1226
HORTALEZA,Hortaleza (distrito),http://dbpedia.org/resource/Hortaleza,16,Populus alba,Populus alba,http://dbpedia.org/resource/Populus_alba,1257
HORTALEZA,Hortaleza (distrito),http://dbpedia.org/resource/Hortaleza,16,Ligustrum japonicum,Ligustrum japonicum,http://dbpedia.org/resource/Ligustrum_japonicum,1395
HORTALEZA,Hortaleza (distrito),http://dbpedia.org/resource/Hortaleza,16,Ulmus pumila,Ulmus pumila,http://dbpedia.org/resource/Ulmus_pumila,1488
HORTALEZA,Hortaleza (distrito),http://dbpedia.org/resource/Hortaleza,16,Prunus cerasifera pisardii,Prunus cerasifera,http://dbpedia.org/resource/Cherry_plum,1662
HORTALEZA,Hortaleza (distrito),http://dbpedia.org/resource/Hortaleza,16,Robinia pseudoacacia,Robinia pseudoacacia,http://dbpedia.org/resource/Robinia_pseudoacacia,2024
HORTALEZA,Hortaleza (distrito),http://dbpedia.org/resource/Hortaleza,16,Cupressus sempervirens,Cupressus sempervirens,http://dbpedia.org/resource/Cupressus_sempervirens,2066
HORTALEZA,Hortaleza (distrito),http://dbpedia.org/resource/Hortaleza,16,Acer negundo,Acer negundo,http://dbpedia.org/resource/Acer_negundo,2155
HORTALEZA,Hortaleza (distrito),http://dbpedia.org/resource/Hortaleza,16,Sophora japonica,Sophora japonica,http://dbpedia.org/resource/Sophora_japonica,2239
HORTALEZA,Hortaleza (distrito),http://dbpedia.org/resource/Hortaleza,16,Celtis australis,Celtis australis,http://dbpedia.org/resource/Celtis_australis,2945
HORTALEZA,Hortaleza (distrito),http://dbpedia.org/resource/Hortaleza,16,Pinus pinea,Pinus pinea,http://dbpedia.org/resource/Pinus_pinea,4440
HORTALEZA,Hortaleza (distrito),http://dbpedia.org/resource/Hortaleza,16,Platanus x hybrida,Platanus hybrida,http://dbpedia.org/resource/Platanus_hybrida,4485
VILLAVERDE,Villaverde (Madrid),http://dbpedia.org/resource/Villaverde_(Madrid),17,Catalpa bignonioides,Catalpa bignonioides,http://dbpedia.org/resource/Catalpa_bignonioides,1114
VILLAVERDE,Villaverde (Madrid),http://dbpedia.org/resource/Villaverde_(Madrid),17,Acer negundo,Acer negundo,http://dbpedia.org/resource/Acer_negundo,1287
VILLAVERDE,Villaverde (Madrid),http://dbpedia.org/resource/Villaverde_(Madrid),17,Melia azedarach,Melia azedarach,http://dbpedia.org/resource/Melia_azedarach,1604
VILLAVERDE,Villaverde (Madrid),http://dbpedia.org/resource/Villaverde_(Madrid),17,Aesculus hippocastanum,Aesculus hippocastanum,http://dbpedia.org/resource/Aesculus_hippocastanum,1610
VILLAVERDE,Villaverde (Madrid),http://dbpedia.org/resource/Villaverde_(Madrid),17,Pinus halepensis,Pinus halepensis,http://dbpedia.org/resource/Pinus_halepensis,1764
VILLAVERDE,Villaverde (Madrid),http://dbpedia.org/resource/Villaverde_(Madrid),17,Robinia pseudoacacia,Robinia pseudoacacia,http://dbpedia.org/resource/Robinia_pseudoacacia,1776
VILLAVERDE,Villaverde (Madrid),http://dbpedia.org/resource/Villaverde_(Madrid),17,Prunus cerasifera subsp. Pissartii,Prunus cerasifera,http://dbpedia.org/resource/Prunus_cerasifera,1798
VILLAVERDE,Villaverde (Madrid),http://dbpedia.org/resource/Villaverde_(Madrid),17,Pinus pinea,Pinus pinea,http://dbpedia.org/resource/Pinus_pinea,2020
VILLAVERDE,Villaverde (Madrid),http://dbpedia.org/resource/Villaverde_(Madrid),17,Ligustrum japonicum,Ligustrum japonicum,http://dbpedia.org/resource/Ligustrum_japonicum,2352
VILLAVERDE,Villaverde (Madrid),http://dbpedia.org/resource/Villaverde_(Madrid),17,Platanus x hybrida,Platanus hybrida,http://dbpedia.org/resource/Platanus_hybrida,3064
VILLAVERDE,Villaverde (Madrid),http://dbpedia.org/resource/Villaverde_(Madrid),17,Celtis australis,Celtis australis,http://dbpedia.org/resource/Celtis_australis,3324
VILLAVERDE,Villaverde (Madrid),http://dbpedia.org/resource/Villaverde_(Madrid),17,Ulmus pumila,Ulmus pumila,http://dbpedia.org/resource/Ulmus_pumila,5525
VILLA DE VALLECAS,Villa de Vallecas,http://dbpedia.org/resource/Villa_de_Vallecas,18,Prunus cerasifera subsp. Pissartii,Prunus cerasifera,http://dbpedia.org/resource/Prunus_cerasifera,1163
VILLA DE VALLECAS,Villa de Vallecas,http://dbpedia.org/resource/Villa_de_Vallecas,18,Aesculus hippocastanum,Aesculus hippocastanum,http://dbpedia.org/resource/Aesculus_hippocastanum,1223
VILLA DE VALLECAS,Villa de Vallecas,http://dbpedia.org/resource/Villa_de_Vallecas,18,Cupressus sempervirens,Cupressus sempervirens,http://dbpedia.org/resource/Cupressus_sempervirens,1254
VILLA DE VALLECAS,Villa de Vallecas,http://dbpedia.org/resource/Villa_de_Vallecas,18,Robinia pseudoacacia,Robinia pseudoacacia,http://dbpedia.org/resource/Robinia_pseudoacacia,1932
VILLA DE VALLECAS,Villa de Vallecas,http://dbpedia.org/resource/Villa_de_Vallecas,18,Ulmus pumila,Ulmus pumila,http://dbpedia.org/resource/Ulmus_pumila,2029
VILLA DE VALLECAS,Villa de Vallecas,http://dbpedia.org/resource/Villa_de_Vallecas,18,Acer negundo,Acer negundo,http://dbpedia.org/resource/Acer_negundo,2333
VILLA DE VALLECAS,Villa de Vallecas,http://dbpedia.org/resource/Villa_de_Vallecas,18,Celtis australis,Celtis australis,http://dbpedia.org/resource/Celtis_australis,2433
VILLA DE VALLECAS,Villa de Vallecas,http://dbpedia.org/resource/Villa_de_Vallecas,18,Pinus halepensis,Pinus halepensis,http://dbpedia.org/resource/Pinus_halepensis,2894
VILLA DE VALLECAS,Villa de Vallecas,http://dbpedia.org/resource/Villa_de_Vallecas,18,Platanus x hybrida,Platanus hybrida,http://dbpedia.org/resource/Platanus_hybrida,5241
VICALVARO,Vicálvaro,http://dbpedia.org/resource/Vicálvaro,19,Ulmus pumila,Ulmus pumila,http://dbpedia.org/resource/Ulmus_pumila,805
VICALVARO,Vicálvaro,http://dbpedia.org/resource/Vicálvaro,19,Acer negundo,Acer negundo,http://dbpedia.org/resource/Acer_negundo,1179
VICALVARO,Vicálvaro,http://dbpedia.org/resource/Vicálvaro,19,Celtis australis,Celtis australis,http://dbpedia.org/resource/Celtis_australis,1206
VICALVARO,Vicálvaro,http://dbpedia.org/resource/Vicálvaro,19,Aesculus hippocastanum,Aesculus hippocastanum,http://dbpedia.org/resource/Aesculus_hippocastanum,1308
VICALVARO,Vicálvaro,http://dbpedia.org/resource/Vicálvaro,19,Sophora japonica,Sophora japonica,http://dbpedia.org/resource/Sophora_japonica,1431
VICALVARO,Vicálvaro,http://dbpedia.org/resource/Vicálvaro,19,Pinus pinea,Pinus pinea,http://dbpedia.org/resource/Pinus_pinea,1488
VICALVARO,Vicálvaro,http://dbpedia.org/resource/Vicálvaro,19,Robinia pseudoacacia,Robinia pseudoacacia,http://dbpedia.org/resource/Robinia_pseudoacacia,1513
VICALVARO,Vicálvaro,http://dbpedia.org/resource/Vicálvaro,19,Ligustrum japonicum,Ligustrum japonicum,http://dbpedia.org/resource/Ligustrum_japonicum,1655
VICALVARO,Vicálvaro,http://dbpedia.org/resource/Vicálvaro,19,Platanus orientalis,Platanus orientalis,http://dbpedia.org/resource/Platanus_orientalis,1802
VICALVARO,Vicálvaro,http://dbpedia.org/resource/Vicálvaro,19,Platanus x hybrida,Platanus hybrida,http://dbpedia.org/resource/Platanus_hybrida,1890
SAN BLAS - CANILLEJAS,San Blas-Canillejas,http://dbpedia.org/resource/San_Blas-Canillejas,20,Prunus cerasifera pisardii,Prunus cerasifera,http://dbpedia.org/resource/Cherry_plum,959
SAN BLAS - CANILLEJAS,San Blas-Canillejas,http://dbpedia.org/resource/San_Blas-Canillejas,20,Ligustrum japonicum,Ligustrum japonicum,http://dbpedia.org/resource/Ligustrum_japonicum,1109
SAN BLAS - CANILLEJAS,San Blas-Canillejas,http://dbpedia.org/resource/San_Blas-Canillejas,20,Ulmus pumila,Ulmus pumila,http://dbpedia.org/resource/Ulmus_pumila,1171
SAN BLAS - CANILLEJAS,San Blas-Canillejas,http://dbpedia.org/resource/San_Blas-Canillejas,20,Ulmus sp,Ulmus minor subsp. minor,http://dbpedia.org/resource/Ulmus_minor_subsp._minor,1197
SAN BLAS - CANILLEJAS,San Blas-Canillejas,http://dbpedia.org/resource/San_Blas-Canillejas,20,Aesculus hippocastanum,Aesculus hippocastanum,http://dbpedia.org/resource/Aesculus_hippocastanum,1516
SAN BLAS - CANILLEJAS,San Blas-Canillejas,http://dbpedia.org/resource/San_Blas-Canillejas,20,Pinus halepensis,Pinus halepensis,http://dbpedia.org/resource/Pinus_halepensis,1654
SAN BLAS - CANILLEJAS,San Blas-Canillejas,http://dbpedia.org/resource/San_Blas-Canillejas,20,Robinia pseudoacacia,Robinia pseudoacacia,http://dbpedia.org/resource/Robinia_pseudoacacia,1941
SAN BLAS - CANILLEJAS,San Blas-Canillejas,http://dbpedia.org/resource/San_Blas-Canillejas,20,Acer negundo,Acer negundo,http://dbpedia.org/resource/Acer_negundo,2042
SAN BLAS - CANILLEJAS,San Blas-Canillejas,http://dbpedia.org/resource/San_Blas-Canillejas,20,Celtis australis,Celtis australis,http://dbpedia.org/resource/Celtis_australis,2162
SAN BLAS - CANILLEJAS,San Blas-Canillejas,http://dbpedia.org/resource/San_Blas-Canillejas,20,Pinus pinea,Pinus pinea,http://dbpedia.org/resource/Pinus_pinea,2910
SAN BLAS - CANILLEJAS,San Blas-Canillejas,http://dbpedia.org/resource/San_Blas-Canillejas,20,Platanus x hybrida,Platanus hybrida,http://dbpedia.org/resource/Platanus_hybrida,7489
BARAJAS,Barajas (Madrid),http://dbpedia.org/resource/Barajas_(Madrid),21,Ulmus pumila,Ulmus pumila,http://dbpedia.org/resource/Ulmus_pumila,359
BARAJAS,Barajas (Madrid),http://dbpedia.org/resource/Barajas_(Madrid),21,Acer negundo,Acer negundo,http://dbpedia.org/resource/Acer_negundo,399
BARAJAS,Barajas (Madrid),http://dbpedia.org/resource/Barajas_(Madrid),21,Pinus halepensis,Pinus halepensis,http://dbpedia.org/resource/Pinus_halepensis,462
BARAJAS,Barajas (Madrid),http://dbpedia.org/resource/Barajas_(Madrid),21,Pinus pinea,Pinus pinea,http://dbpedia.org/resource/Pinus_pinea,517
BARAJAS,Barajas (Madrid),http://dbpedia.org/resource/Barajas_(Madrid),21,Melia azedarach,Melia azedarach,http://dbpedia.org/resource/Melia_azedarach,535
BARAJAS,Barajas (Madrid),http://dbpedia.org/resource/Barajas_(Madrid),21,Prunus cerasifera pisardii,Prunus cerasifera,http://dbpedia.org/resource/Cherry_plum,568
BARAJAS,Barajas (Madrid),http://dbpedia.org/resource/Barajas_(Madrid),21,Catalpa bignonioides,Catalpa bignonioides,http://dbpedia.org/resource/Catalpa_bignonioides,706
BARAJAS,Barajas (Madrid),http://dbpedia.org/resource/Barajas_(Madrid),21,Robinia pseudoacacia,Robinia pseudoacacia,http://dbpedia.org/resource/Robinia_pseudoacacia,716
BARAJAS,Barajas (Madrid),http://dbpedia.org/resource/Barajas_(Madrid),21,Ligustrum japonicum,Ligustrum japonicum,http://dbpedia.org/resource/Ligustrum_japonicum,717
BARAJAS,Barajas (Madrid),http://dbpedia.org/resource/Barajas_(Madrid),21,Celtis australis,Celtis australis,http://dbpedia.org/resource/Celtis_australis,801
BARAJAS,Barajas (Madrid),http://dbpedia.org/resource/Barajas_(Madrid),21,Sophora japonica,Sophora japonica,http://dbpedia.org/resource/Sophora_japonica,914
BARAJAS,Barajas (Madrid),http://dbpedia.org/resource/Barajas_(Madrid),21,Platanus x hybrida,Platanus hybrida,http://dbpedia.org/resource/Platanus_hybrida,3062
