Numero de Puesto,Estacion URI Final,Latitud,Longitud,Calles Linked,Calle,Calles URI Final,wikidata:PublicSpace,Numero,Direccion,Direccion URI Final,Distrito Linked,Distrito,Distritos URI Final,wikidata:districtMadrid,Barrios Linked,Barrio,Barrios URI Final,wikidata:neighborhoodMadrid,Numero de Plazas
045,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#glorieta-de-la-puerta-de-toledo,40.4069486,-3.7111381,GLORIETA DE LA PUERTA DE TOLEDO,glorieta de la puerta de toledo,http://semantic.web.es/group05/resource/bicimad/calle#glorieta-de-la-puerta-de-toledo,,1,Glorieta De La Puerta De Toledo-1,http://semantic.web.es/group05/resource/bicimad/direccion#glorieta-de-la-puerta-de-toledo-1,Centro,centro,http://semantic.web.es/group05/resource/bicimad/distrito#centro,https://wikidata.org/wikiQ1763376,Embajadores,embajadores,http://semantic.web.es/group05/resource/bicimad/barrio#embajadores,https://wikidata.org/wikiQ2449844,21
046,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-la-ribera-de-curtidores,40.4054496,-3.7071178,Calle de la Ribera de Curtidores,calle de la ribera de curtidores,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-la-ribera-de-curtidores,https://wikidata.org/wiki/Q5740938,28,Calle De La Ribera De Curtidores-28,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-la-ribera-de-curtidores-28,Arganzuela,arganzuela,http://semantic.web.es/group05/resource/bicimad/distrito#arganzuela,https://wikidata.org/wikiQ2000929,Las Acacias,acacias,http://semantic.web.es/group05/resource/bicimad/barrio#acacias,https://wikidata.org/wikiQ3319190,24
047,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#glorieta-de-embajadores,40.4046233,-3.702755,"Glorieta de Embajadores, Madrid",glorieta de embajadores,http://semantic.web.es/group05/resource/bicimad/calle#glorieta-de-embajadores,https://wikidata.org/wiki/Q16571874,B,Glorieta De Embajadores-b,http://semantic.web.es/group05/resource/bicimad/direccion#glorieta-de-embajadores-b,Arganzuela,arganzuela,http://semantic.web.es/group05/resource/bicimad/distrito#arganzuela,https://wikidata.org/wikiQ2000929,Las Acacias,acacias,http://semantic.web.es/group05/resource/bicimad/barrio#acacias,https://wikidata.org/wikiQ3319190,24
048,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#glorieta-de-embajadores,40.4054473,-3.7020997,"Glorieta de Embajadores, Madrid",glorieta de embajadores,http://semantic.web.es/group05/resource/bicimad/calle#glorieta-de-embajadores,https://wikidata.org/wiki/Q16571874,2,Glorieta De Embajadores-2,http://semantic.web.es/group05/resource/bicimad/direccion#glorieta-de-embajadores-2,Centro,centro,http://semantic.web.es/group05/resource/bicimad/distrito#centro,https://wikidata.org/wikiQ1763376,Embajadores,embajadores,http://semantic.web.es/group05/resource/bicimad/barrio#embajadores,https://wikidata.org/wikiQ2449844,24
049,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#ronda-de-atocha,40.4060497,-3.6992427,Ronda de Atocha,ronda de atocha,http://semantic.web.es/group05/resource/bicimad/calle#ronda-de-atocha,https://wikidata.org/wiki/Q26831149,36,Ronda De Atocha-36,http://semantic.web.es/group05/resource/bicimad/direccion#ronda-de-atocha-36,Centro,centro,http://semantic.web.es/group05/resource/bicimad/distrito#centro,https://wikidata.org/wikiQ1763376,Embajadores,embajadores,http://semantic.web.es/group05/resource/bicimad/barrio#embajadores,https://wikidata.org/wikiQ2449844,24
050,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-santa-isabel,40.4083102,-3.69322,calle de Santa Isabel,calle de santa isabel,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-santa-isabel,https://wikidata.org/wiki/Q2882669,57,Calle De Santa Isabel-57,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-santa-isabel-57,Centro,centro,http://semantic.web.es/group05/resource/bicimad/distrito#centro,https://wikidata.org/wikiQ1763376,Embajadores,embajadores,http://semantic.web.es/group05/resource/bicimad/barrio#embajadores,https://wikidata.org/wikiQ2449844,24
051,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#plaza-del-emperador-carlos-v,40.4077234,-3.6935934,Plaza del Emperador Carlos V,plaza del emperador carlos v,http://semantic.web.es/group05/resource/bicimad/calle#plaza-del-emperador-carlos-v,https://wikidata.org/wiki/Q7203711,7,Plaza Del Emperador Carlos V-7,http://semantic.web.es/group05/resource/bicimad/direccion#plaza-del-emperador-carlos-v-7,Centro,centro,http://semantic.web.es/group05/resource/bicimad/distrito#centro,https://wikidata.org/wikiQ1763376,Embajadores,embajadores,http://semantic.web.es/group05/resource/bicimad/barrio#embajadores,https://wikidata.org/wikiQ2449844,27
052,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#plaza-de-santa-ana,40.4145181,-3.7007838,Plaza de Santa Ana,plaza de santa ana,http://semantic.web.es/group05/resource/bicimad/calle#plaza-de-santa-ana,https://wikidata.org/wiki/Q740210,9,Plaza De Santa Ana-9,http://semantic.web.es/group05/resource/bicimad/direccion#plaza-de-santa-ana-9,Centro,centro,http://semantic.web.es/group05/resource/bicimad/distrito#centro,https://wikidata.org/wikiQ1763376,Cortes,cortes,http://semantic.web.es/group05/resource/bicimad/barrio#cortes,https://wikidata.org/wikiQ2535637,24
053,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-valencia,40.4082802,-3.7007295,calle de Valencia,calle de valencia,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-valencia,https://wikidata.org/wiki/Q26810468,2,Calle De Valencia-2,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-valencia-2,Centro,centro,http://semantic.web.es/group05/resource/bicimad/distrito#centro,https://wikidata.org/wikiQ1763376,Embajadores,embajadores,http://semantic.web.es/group05/resource/bicimad/barrio#embajadores,https://wikidata.org/wikiQ2449844,24
054,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-barcelo,40.4266233,-3.7003435,calle de Barceló,calle de barcelo,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-barcelo,https://wikidata.org/wiki/Q27051120,7,Calle De Barcelo-7,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-barcelo-7,Centro,centro,http://semantic.web.es/group05/resource/bicimad/distrito#centro,https://wikidata.org/wikiQ1763376,Justicia,justicia,http://semantic.web.es/group05/resource/bicimad/barrio#justicia,https://wikidata.org/wikiQ1992319,21
055,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#plaza-de-san-ildefonso,40.4240716,-3.7019295,plaza de San Ildefonso,plaza de san ildefonso,http://semantic.web.es/group05/resource/bicimad/calle#plaza-de-san-ildefonso,https://wikidata.org/wiki/Q6080070,8,Plaza De San Ildefonso-8,http://semantic.web.es/group05/resource/bicimad/direccion#plaza-de-san-ildefonso-8,Centro,centro,http://semantic.web.es/group05/resource/bicimad/distrito#centro,https://wikidata.org/wikiQ1763376,Universidad,universidad,http://semantic.web.es/group05/resource/bicimad/barrio#universidad,https://wikidata.org/wikiQ10387767,24
056,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#plaza-del-carmen,40.418484,-3.7032875,Plaza del Carmen,plaza del carmen,http://semantic.web.es/group05/resource/bicimad/calle#plaza-del-carmen,https://wikidata.org/wiki/Q6080406,1,Plaza Del Carmen-1,http://semantic.web.es/group05/resource/bicimad/direccion#plaza-del-carmen-1,Centro,centro,http://semantic.web.es/group05/resource/bicimad/distrito#centro,https://wikidata.org/wikiQ1763376,Sol,sol,http://semantic.web.es/group05/resource/bicimad/barrio#sol,https://wikidata.org/wikiQ2465181,24
057,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-santa-cruz-de-marcenado,40.4296363,-3.7128181,calle de Santa Cruz de Marcenado,calle de santa cruz de marcenado,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-santa-cruz-de-marcenado,https://wikidata.org/wiki/Q54801433,,Calle De Santa Cruz De Marcenado-,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-santa-cruz-de-marcenado-,Centro,centro,http://semantic.web.es/group05/resource/bicimad/distrito#centro,https://wikidata.org/wikiQ1763376,Universidad,universidad,http://semantic.web.es/group05/resource/bicimad/barrio#universidad,https://wikidata.org/wikiQ10387767,24
058,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-augusto-figueroa,40.4222601,-3.6979458,"Calle de Augusto Figueroa, Madrid",calle de augusto figueroa,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-augusto-figueroa,https://wikidata.org/wiki/Q29564346,33,Calle De Augusto Figueroa-33,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-augusto-figueroa-33,Centro,centro,http://semantic.web.es/group05/resource/bicimad/distrito#centro,https://wikidata.org/wikiQ1763376,Justicia,justicia,http://semantic.web.es/group05/resource/bicimad/barrio#justicia,https://wikidata.org/wikiQ1992319,24
059,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-del-espiritu-santo,40.4254802,-3.7041167,"Calle del Espíritu Santo, Madrid",calle del espiritu santo,http://semantic.web.es/group05/resource/bicimad/calle#calle-del-espiritu-santo,https://wikidata.org/wiki/Q5740833,30,Calle Del Espiritu Santo-30,http://semantic.web.es/group05/resource/bicimad/direccion#calle-del-espiritu-santo-30,Centro,centro,http://semantic.web.es/group05/resource/bicimad/distrito#centro,https://wikidata.org/wikiQ1763376,Universidad,universidad,http://semantic.web.es/group05/resource/bicimad/barrio#universidad,https://wikidata.org/wikiQ10387767,21
060,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#plaza-de-la-independencia,40.4194508,-3.6881994,Plaza de la Independencia,plaza de la independencia,http://semantic.web.es/group05/resource/bicimad/calle#plaza-de-la-independencia,https://wikidata.org/wiki/Q4967671,7,Plaza De La Independencia-7,http://semantic.web.es/group05/resource/bicimad/direccion#plaza-de-la-independencia-7,Retiro,retiro,http://semantic.web.es/group05/resource/bicimad/distrito#retiro,https://wikidata.org/wikiQ2002296,Jerónimos,jeronimos,http://semantic.web.es/group05/resource/bicimad/barrio#jeronimos,https://wikidata.org/wikiQ10306766,24
061,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-o'donnell,40.4214379,-3.675206,"Calle de O'Donnell, Madrid",calle de o'donnell,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-o'donnell,https://wikidata.org/wiki/Q5740859,30,Calle De O'donnell-30,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-o'donnell-30,Retiro,retiro,http://semantic.web.es/group05/resource/bicimad/distrito#retiro,https://wikidata.org/wikiQ2002296,Ibiza,ibiza,http://semantic.web.es/group05/resource/bicimad/barrio#ibiza,https://wikidata.org/wikiQ15249910,24
062,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-o'donnell,40.4212986,-3.6724223,"Calle de O'Donnell, Madrid",calle de o'donnell,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-o'donnell,https://wikidata.org/wiki/Q5740859,48,Calle De O'donnell-48,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-o'donnell-48,Retiro,retiro,http://semantic.web.es/group05/resource/bicimad/distrito#retiro,https://wikidata.org/wikiQ2002296,Ibiza,ibiza,http://semantic.web.es/group05/resource/bicimad/barrio#ibiza,https://wikidata.org/wikiQ15249910,24
063,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-ibiza,40.4178926,-3.6706508,"Calle de Ibiza, Madrid",calle de ibiza,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-ibiza,https://wikidata.org/wiki/Q63247838,64,Calle De Ibiza-64,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-ibiza-64,Retiro,retiro,http://semantic.web.es/group05/resource/bicimad/distrito#retiro,https://wikidata.org/wikiQ2002296,Ibiza,ibiza,http://semantic.web.es/group05/resource/bicimad/barrio#ibiza,https://wikidata.org/wikiQ15249910,24
065,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-antonio-maura,40.4166859,-3.6893825,"Calle de Antonio Maura, Madrid",calle de antonio maura,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-antonio-maura,https://wikidata.org/wiki/Q29566726,15,Calle De Antonio Maura-15,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-antonio-maura-15,Retiro,retiro,http://semantic.web.es/group05/resource/bicimad/distrito#retiro,https://wikidata.org/wikiQ2002296,Jerónimos,jeronimos,http://semantic.web.es/group05/resource/bicimad/barrio#jeronimos,https://wikidata.org/wikiQ10306766,24
067,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-almaden,40.410829,-3.6931349,CALLE DE ALMADEN,calle de almaden,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-almaden,,28,Calle De Almaden-28,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-almaden-28,Centro,centro,http://semantic.web.es/group05/resource/bicimad/distrito#centro,https://wikidata.org/wikiQ1763376,Cortes,cortes,http://semantic.web.es/group05/resource/bicimad/barrio#cortes,https://wikidata.org/wikiQ2535637,24
068,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-espalter,40.412781,-3.6911649,CALLE DE ESPALTER,calle de espalter,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-espalter,,1,Calle De Espalter-1,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-espalter-1,Retiro,retiro,http://semantic.web.es/group05/resource/bicimad/distrito#retiro,https://wikidata.org/wikiQ2002296,Jerónimos,jeronimos,http://semantic.web.es/group05/resource/bicimad/barrio#jeronimos,https://wikidata.org/wikiQ10306766,21
069,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-alfonso-xii,40.4100609,-3.6888669,Calle de Alfonso XII,calle de alfonso xii,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-alfonso-xii,https://wikidata.org/wiki/Q5659170,54,Calle De Alfonso Xii-54,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-alfonso-xii-54,Retiro,retiro,http://semantic.web.es/group05/resource/bicimad/distrito#retiro,https://wikidata.org/wikiQ2002296,Jerónimos,jeronimos,http://semantic.web.es/group05/resource/bicimad/barrio#jeronimos,https://wikidata.org/wikiQ10306766,27
070,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#avenida-de-menendez-pelayo,40.4152203,-3.6777994,"Avenida de Menéndez Pelayo, Madrid",avenida de menendez pelayo,http://semantic.web.es/group05/resource/bicimad/calle#avenida-de-menendez-pelayo,https://wikidata.org/wiki/Q28936960,63,Avenida De Menendez Pelayo-63,http://semantic.web.es/group05/resource/bicimad/direccion#avenida-de-menendez-pelayo-63,Retiro,retiro,http://semantic.web.es/group05/resource/bicimad/distrito#retiro,https://wikidata.org/wikiQ2002296,Jerónimos,jeronimos,http://semantic.web.es/group05/resource/bicimad/barrio#jeronimos,https://wikidata.org/wikiQ10306766,24
071,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-del-doce-de-octubre,40.4160054,-3.674021,CALLE DEL DOCE DE OCTUBRE,calle del doce de octubre,http://semantic.web.es/group05/resource/bicimad/calle#calle-del-doce-de-octubre,,28,Calle Del Doce De Octubre-28,http://semantic.web.es/group05/resource/bicimad/direccion#calle-del-doce-de-octubre-28,Retiro,retiro,http://semantic.web.es/group05/resource/bicimad/distrito#retiro,https://wikidata.org/wikiQ2002296,Niño Jesús,nino jesus,http://semantic.web.es/group05/resource/bicimad/barrio#nino-jesus,https://wikidata.org/wikiQ3773746,24
072,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-del-doctor-esquerdo,40.415721,-3.669623,"Calle del Doctor Esquerdo, Madrid",calle del doctor esquerdo,http://semantic.web.es/group05/resource/bicimad/calle#calle-del-doctor-esquerdo,https://wikidata.org/wiki/Q5741005,62,Calle Del Doctor Esquerdo-62,http://semantic.web.es/group05/resource/bicimad/direccion#calle-del-doctor-esquerdo-62,Retiro,retiro,http://semantic.web.es/group05/resource/bicimad/distrito#retiro,https://wikidata.org/wikiQ2002296,Niño Jesús,nino jesus,http://semantic.web.es/group05/resource/bicimad/barrio#nino-jesus,https://wikidata.org/wikiQ3773746,24
073,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#plaza-de-los-astros,40.411463,-3.669099,PLAZA DE LOS ASTROS,plaza de los astros,http://semantic.web.es/group05/resource/bicimad/calle#plaza-de-los-astros,,S/N,Plaza De Los Astros-s/n,http://semantic.web.es/group05/resource/bicimad/direccion#plaza-de-los-astros-s/n,Retiro,retiro,http://semantic.web.es/group05/resource/bicimad/distrito#retiro,https://wikidata.org/wikiQ2002296,Estrella,estrella,http://semantic.web.es/group05/resource/bicimad/barrio#estrella,https://wikidata.org/wikiQ3773738,24
074,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#avenida-de-menendez-pelayo,40.4117601,-3.6765768,"Avenida de Menéndez Pelayo, Madrid",avenida de menendez pelayo,http://semantic.web.es/group05/resource/bicimad/calle#avenida-de-menendez-pelayo,https://wikidata.org/wiki/Q28936960,S/N,Avenida De Menendez Pelayo-s/n,http://semantic.web.es/group05/resource/bicimad/direccion#avenida-de-menendez-pelayo-s/n,Retiro,retiro,http://semantic.web.es/group05/resource/bicimad/distrito#retiro,https://wikidata.org/wikiQ2002296,Jerónimos,jeronimos,http://semantic.web.es/group05/resource/bicimad/barrio#jeronimos,https://wikidata.org/wikiQ10306766,24
075,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#avenida-de-menendez-pelayo,40.4083387,-3.6784149,"Avenida de Menéndez Pelayo, Madrid",avenida de menendez pelayo,http://semantic.web.es/group05/resource/bicimad/calle#avenida-de-menendez-pelayo,https://wikidata.org/wiki/Q28936960,S/N,Avenida De Menendez Pelayo-s/n,http://semantic.web.es/group05/resource/bicimad/direccion#avenida-de-menendez-pelayo-s/n,Retiro,retiro,http://semantic.web.es/group05/resource/bicimad/distrito#retiro,https://wikidata.org/wikiQ2002296,Jerónimos,jeronimos,http://semantic.web.es/group05/resource/bicimad/barrio#jeronimos,https://wikidata.org/wikiQ10306766,24
076,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#avenida-del-mediterraneo,40.4072851,-3.6751544,avenida del Mediterráneo,avenida del mediterraneo,http://semantic.web.es/group05/resource/bicimad/calle#avenida-del-mediterraneo,https://wikidata.org/wiki/Q57739480,19,Avenida Del Mediterraneo-19,http://semantic.web.es/group05/resource/bicimad/direccion#avenida-del-mediterraneo-19,Retiro,retiro,http://semantic.web.es/group05/resource/bicimad/distrito#retiro,https://wikidata.org/wikiQ2002296,Niño Jesús,nino jesus,http://semantic.web.es/group05/resource/bicimad/barrio#nino-jesus,https://wikidata.org/wikiQ3773746,24
077,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#plaza-del-conde-casal,40.4063347,-3.6707742,plaza del Conde de Casal,plaza del conde casal,http://semantic.web.es/group05/resource/bicimad/calle#plaza-del-conde-casal,https://wikidata.org/wiki/Q30342082,8,Plaza Del Conde Casal-8,http://semantic.web.es/group05/resource/bicimad/direccion#plaza-del-conde-casal-8,Retiro,retiro,http://semantic.web.es/group05/resource/bicimad/distrito#retiro,https://wikidata.org/wikiQ2002296,Pacífico,pacifico,http://semantic.web.es/group05/resource/bicimad/barrio#pacifico,https://wikidata.org/wikiQ3773753,22
078,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-del-cerro-de-la-plata,40.4005704,-3.6745783,CALLE DEL CERRO DE LA PLATA,calle del cerro de la plata,http://semantic.web.es/group05/resource/bicimad/calle#calle-del-cerro-de-la-plata,,2,Calle Del Cerro De La Plata-2,http://semantic.web.es/group05/resource/bicimad/direccion#calle-del-cerro-de-la-plata-2,Retiro,retiro,http://semantic.web.es/group05/resource/bicimad/distrito#retiro,https://wikidata.org/wikiQ2002296,Adelfas,adelfas,http://semantic.web.es/group05/resource/bicimad/barrio#adelfas,https://wikidata.org/wikiQ3774001,24
079,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#avenida-de-menendez-pelayo,40.4050482,-3.6805524,"Avenida de Menéndez Pelayo, Madrid",avenida de menendez pelayo,http://semantic.web.es/group05/resource/bicimad/calle#avenida-de-menendez-pelayo,https://wikidata.org/wiki/Q28936960,38,Avenida De Menendez Pelayo-38,http://semantic.web.es/group05/resource/bicimad/direccion#avenida-de-menendez-pelayo-38,Retiro,retiro,http://semantic.web.es/group05/resource/bicimad/distrito#retiro,https://wikidata.org/wikiQ2002296,Pacífico,pacifico,http://semantic.web.es/group05/resource/bicimad/barrio#pacifico,https://wikidata.org/wikiQ3773753,24
080 a,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#avenida-de-la-ciudad-de-barcelona,40.4074122,-3.6904816,"Avenida de la Ciudad de Barcelona, Madrid",avenida de la ciudad de barcelona,http://semantic.web.es/group05/resource/bicimad/calle#avenida-de-la-ciudad-de-barcelona,https://wikidata.org/wiki/Q5714227,S/N,Avenida De La Ciudad De Barcelona-s/n,http://semantic.web.es/group05/resource/bicimad/direccion#avenida-de-la-ciudad-de-barcelona-s/n,Arganzuela,arganzuela,http://semantic.web.es/group05/resource/bicimad/distrito#arganzuela,https://wikidata.org/wikiQ2000929,Atocha,atocha,http://semantic.web.es/group05/resource/bicimad/barrio#atocha,https://wikidata.org/wikiQ3814594,24
080 b,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#avenida-de-la-ciudad-de-barcelona,40.407626,-3.6907238,"Avenida de la Ciudad de Barcelona, Madrid",avenida de la ciudad de barcelona,http://semantic.web.es/group05/resource/bicimad/calle#avenida-de-la-ciudad-de-barcelona,https://wikidata.org/wiki/Q5714227,S/N,Avenida De La Ciudad De Barcelona-s/n,http://semantic.web.es/group05/resource/bicimad/direccion#avenida-de-la-ciudad-de-barcelona-s/n,Arganzuela,arganzuela,http://semantic.web.es/group05/resource/bicimad/distrito#arganzuela,https://wikidata.org/wikiQ2000929,Atocha,atocha,http://semantic.web.es/group05/resource/bicimad/barrio#atocha,https://wikidata.org/wikiQ3814594,27
081,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-claudio-moyano,40.4095758,-3.6919663,"Cuesta de Moyano, Madrid",calle de claudio moyano,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-claudio-moyano,https://wikidata.org/wiki/Q5794001,S/N,Calle De Claudio Moyano-s/n,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-claudio-moyano-s/n,Retiro,retiro,http://semantic.web.es/group05/resource/bicimad/distrito#retiro,https://wikidata.org/wikiQ2002296,Jerónimos,jeronimos,http://semantic.web.es/group05/resource/bicimad/barrio#jeronimos,https://wikidata.org/wikiQ10306766,24
082,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-la-lira,40.4084793,-3.669683,"Calle de Lira, Madrid",calle de la lira,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-la-lira,https://wikidata.org/wiki/Q56167668,2,Calle De La Lira-2,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-la-lira-2,Retiro,retiro,http://semantic.web.es/group05/resource/bicimad/distrito#retiro,https://wikidata.org/wikiQ2002296,Estrella,estrella,http://semantic.web.es/group05/resource/bicimad/barrio#estrella,https://wikidata.org/wikiQ3773738,24
083,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-pio-baroja,40.4132589,-3.6745339,CALLE DE PIO BAROJA,calle de pio baroja,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-pio-baroja,,B,Calle De Pio Baroja-b,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-pio-baroja-b,Retiro,retiro,http://semantic.web.es/group05/resource/bicimad/distrito#retiro,https://wikidata.org/wikiQ2002296,Niño Jesús,nino jesus,http://semantic.web.es/group05/resource/bicimad/barrio#nino-jesus,https://wikidata.org/wikiQ3773746,24
084,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-del-doctor-esquerdo,40.4033695,-3.6726923,"Calle del Doctor Esquerdo, Madrid",calle del doctor esquerdo,http://semantic.web.es/group05/resource/bicimad/calle#calle-del-doctor-esquerdo,https://wikidata.org/wiki/Q5741005,191,Calle Del Doctor Esquerdo-191,http://semantic.web.es/group05/resource/bicimad/direccion#calle-del-doctor-esquerdo-191,Retiro,retiro,http://semantic.web.es/group05/resource/bicimad/distrito#retiro,https://wikidata.org/wikiQ2002296,Adelfas,adelfas,http://semantic.web.es/group05/resource/bicimad/barrio#adelfas,https://wikidata.org/wikiQ3774001,24
085,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#avenida-de-menendez-pelayo,40.4211415,-3.6799299,"Avenida de Menéndez Pelayo, Madrid",avenida de menendez pelayo,http://semantic.web.es/group05/resource/bicimad/calle#avenida-de-menendez-pelayo,https://wikidata.org/wiki/Q28936960,9,Avenida De Menendez Pelayo-9,http://semantic.web.es/group05/resource/bicimad/direccion#avenida-de-menendez-pelayo-9,Retiro,retiro,http://semantic.web.es/group05/resource/bicimad/distrito#retiro,https://wikidata.org/wikiQ2002296,Jerónimos,jeronimos,http://semantic.web.es/group05/resource/bicimad/barrio#jeronimos,https://wikidata.org/wikiQ10306766,27
086,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#paseo-del-prado,40.4185779,-3.6933298,Paseo del Prado,paseo del prado,http://semantic.web.es/group05/resource/bicimad/calle#paseo-del-prado,https://wikidata.org/wiki/Q2079615,S/N,Paseo Del Prado-s/n,http://semantic.web.es/group05/resource/bicimad/direccion#paseo-del-prado-s/n,Centro,centro,http://semantic.web.es/group05/resource/bicimad/distrito#centro,https://wikidata.org/wikiQ1763376,Cortes,cortes,http://semantic.web.es/group05/resource/bicimad/barrio#cortes,https://wikidata.org/wikiQ2535637,21
087,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-ayala,40.4276717,-3.6835631,calle de Ayala,calle de ayala,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-ayala,https://wikidata.org/wiki/Q28052812,44,Calle De Ayala-44,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-ayala-44,Salamanca,salamanca,http://semantic.web.es/group05/resource/bicimad/distrito#salamanca,https://wikidata.org/wikiQ1773521,Recoletos,recoletos,http://semantic.web.es/group05/resource/bicimad/barrio#recoletos,https://wikidata.org/wikiQ3814551,24
088,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-velazquez,40.4312077,-3.6837471,calle de Velázquez,calle de velazquez,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-velazquez,https://wikidata.org/wiki/Q20031523,73,Calle De Velazquez-73,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-velazquez-73,Salamanca,salamanca,http://semantic.web.es/group05/resource/bicimad/distrito#salamanca,https://wikidata.org/wikiQ1773521,Castellana,castellana,http://semantic.web.es/group05/resource/bicimad/barrio#castellana,https://wikidata.org/wikiQ4781,24
089,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-ayala,40.4272628,-3.6751716,calle de Ayala,calle de ayala,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-ayala,https://wikidata.org/wiki/Q28052812,102,Calle De Ayala-102,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-ayala-102,Salamanca,salamanca,http://semantic.web.es/group05/resource/bicimad/distrito#salamanca,https://wikidata.org/wikiQ1773521,Goya,goya,http://semantic.web.es/group05/resource/bicimad/barrio#goya,https://wikidata.org/wikiQ3814578,24
