Nombre_distrito,wikidataNombre_distrito,Nº_Distrito,NOMBRE_ESPECIE,wikidataNOMBRE_ESPECIE,Unidades,URIDISTRITO,URIESPECIE
Hortaleza,https://www.wikidata.org/wiki/Q1928529,16,Sophora japonica,https://www.wikidata.org/wiki/Q10881597,2239,HORTALEZA,SophoraJ
Hortaleza,https://www.wikidata.org/wiki/Q1928529,16,Celtis australis,https://www.wikidata.org/wiki/Q255375,2945,HORTALEZA,CeltisA
Hortaleza,https://www.wikidata.org/wiki/Q1928529,16,Pinus pinea,https://www.wikidata.org/wiki/Q106094,4440,HORTALEZA,PinusP
Hortaleza,https://www.wikidata.org/wiki/Q1928529,16,Platanus ×hispanica,https://www.wikidata.org/wiki/Q161374,4485,HORTALEZA,PlatanusX
Villaverde,https://www.wikidata.org/wiki/Q919536,17,Catalpa bignonioides,https://www.wikidata.org/wiki/Q163831,1114,VILLAVERDE,CatalpaB
Villaverde,https://www.wikidata.org/wiki/Q919536,17,Acer negundo,https://www.wikidata.org/wiki/Q161166,1287,VILLAVERDE,AcerN
Villaverde,https://www.wikidata.org/wiki/Q919536,17,Melia azedarach,https://www.wikidata.org/wiki/Q162171,1604,VILLAVERDE,MeliaA
Villaverde,https://www.wikidata.org/wiki/Q919536,17,Aesculus hippocastanum,https://www.wikidata.org/wiki/Q26899,1610,VILLAVERDE,AesculusH
Villaverde,https://www.wikidata.org/wiki/Q919536,17,Pinus halepensis,https://www.wikidata.org/wiki/Q211457,1764,VILLAVERDE,PinusH
Villaverde,https://www.wikidata.org/wiki/Q919536,17,Robinia pseudoacacia,https://www.wikidata.org/wiki/Q157417,1776,VILLAVERDE,RobiniaP
Villaverde,https://www.wikidata.org/wiki/Q919536,17,Prunus cerasifera var. pissardii,https://www.wikidata.org/wiki/Q6089457,1798,VILLAVERDE,PrunusCPissartii
Villaverde,https://www.wikidata.org/wiki/Q919536,17,Pinus pinea,https://www.wikidata.org/wiki/Q106094,2020,VILLAVERDE,PinusP
Villaverde,https://www.wikidata.org/wiki/Q919536,17,Ligustrum japonicum,https://www.wikidata.org/wiki/Q1209219,2352,VILLAVERDE,LigustrumJ
Villaverde,https://www.wikidata.org/wiki/Q919536,17,Platanus ×hispanica,https://www.wikidata.org/wiki/Q161374,3064,VILLAVERDE,PlatanusX
Villaverde,https://www.wikidata.org/wiki/Q919536,17,Celtis australis,https://www.wikidata.org/wiki/Q255375,3324,VILLAVERDE,CeltisA
Villaverde,https://www.wikidata.org/wiki/Q919536,17,Ulmus pumila,https://www.wikidata.org/wiki/Q1079824,5525,VILLAVERDE,UlmusP
Villa de Vallecas,https://www.wikidata.org/wiki/Q1947988,18,Prunus cerasifera var. pissardii,https://www.wikidata.org/wiki/Q6089457,1163,VILLAVALLECAS,PrunusCPissartii
Villa de Vallecas,https://www.wikidata.org/wiki/Q1947988,18,Aesculus hippocastanum,https://www.wikidata.org/wiki/Q26899,1223,VILLAVALLECAS,AesculusH
Villa de Vallecas,https://www.wikidata.org/wiki/Q1947988,18,Cupressus sempervirens,https://www.wikidata.org/wiki/Q147513,1254,VILLAVALLECAS,CupressusS
Villa de Vallecas,https://www.wikidata.org/wiki/Q1947988,18,Robinia pseudoacacia,https://www.wikidata.org/wiki/Q157417,1932,VILLAVALLECAS,RobiniaP
Villa de Vallecas,https://www.wikidata.org/wiki/Q1947988,18,Ulmus pumila,https://www.wikidata.org/wiki/Q1079824,2029,VILLAVALLECAS,UlmusP
Villa de Vallecas,https://www.wikidata.org/wiki/Q1947988,18,Acer negundo,https://www.wikidata.org/wiki/Q161166,2333,VILLAVALLECAS,AcerN
Villa de Vallecas,https://www.wikidata.org/wiki/Q1947988,18,Celtis australis,https://www.wikidata.org/wiki/Q255375,2433,VILLAVALLECAS,CeltisA
Villa de Vallecas,https://www.wikidata.org/wiki/Q1947988,18,Pinus halepensis,https://www.wikidata.org/wiki/Q211457,2894,VILLAVALLECAS,PinusH
Villa de Vallecas,https://www.wikidata.org/wiki/Q1947988,18,Platanus ×hispanica,https://www.wikidata.org/wiki/Q161374,5241,VILLAVALLECAS,PlatanusX
Vicálvaro,https://www.wikidata.org/wiki/Q589403,19,Ulmus pumila,https://www.wikidata.org/wiki/Q1079824,805,VICALVARO,UlmusP
Vicálvaro,https://www.wikidata.org/wiki/Q589403,19,Acer negundo,https://www.wikidata.org/wiki/Q161166,1179,VICALVARO,AcerN
Vicálvaro,https://www.wikidata.org/wiki/Q589403,19,Celtis australis,https://www.wikidata.org/wiki/Q255375,1206,VICALVARO,CeltisA
Vicálvaro,https://www.wikidata.org/wiki/Q589403,19,Aesculus hippocastanum,https://www.wikidata.org/wiki/Q26899,1308,VICALVARO,AesculusH
Vicálvaro,https://www.wikidata.org/wiki/Q589403,19,Sophora japonica,https://www.wikidata.org/wiki/Q10881597,1431,VICALVARO,SophoraJ
Vicálvaro,https://www.wikidata.org/wiki/Q589403,19,Pinus pinea,https://www.wikidata.org/wiki/Q106094,1488,VICALVARO,PinusP
Vicálvaro,https://www.wikidata.org/wiki/Q589403,19,Robinia pseudoacacia,https://www.wikidata.org/wiki/Q157417,1513,VICALVARO,RobiniaP
Vicálvaro,https://www.wikidata.org/wiki/Q589403,19,Ligustrum japonicum,https://www.wikidata.org/wiki/Q1209219,1655,VICALVARO,LigustrumJ
Vicálvaro,https://www.wikidata.org/wiki/Q589403,19,Platanus orientalis,https://www.wikidata.org/wiki/Q161105,1802,VICALVARO,PlatanusO
Vicálvaro,https://www.wikidata.org/wiki/Q589403,19,Platanus ×hispanica,https://www.wikidata.org/wiki/Q161374,1890,VICALVARO,PlatanusX
San Blas,https://www.wikidata.org/wiki/Q2001937,20,Prunus cerasifera var. pissardii,https://www.wikidata.org/wiki/Q6089457,959,SANBLASCANILLEJAS,PrunusC
San Blas,https://www.wikidata.org/wiki/Q2001937,20,Ligustrum japonicum,https://www.wikidata.org/wiki/Q1209219,1109,SANBLASCANILLEJAS,LigustrumJ
San Blas,https://www.wikidata.org/wiki/Q2001937,20,Ulmus pumila,https://www.wikidata.org/wiki/Q1079824,1171,SANBLASCANILLEJAS,UlmusP
San Blas,https://www.wikidata.org/wiki/Q2001937,20,Ulmus minor,https://www.wikidata.org/wiki/Q147487,1197,SANBLASCANILLEJAS,UlmusS
San Blas,https://www.wikidata.org/wiki/Q2001937,20,Aesculus hippocastanum,https://www.wikidata.org/wiki/Q26899,1516,SANBLASCANILLEJAS,AesculusH
San Blas,https://www.wikidata.org/wiki/Q2001937,20,Pinus halepensis,https://www.wikidata.org/wiki/Q211457,1654,SANBLASCANILLEJAS,PinusH
San Blas,https://www.wikidata.org/wiki/Q2001937,20,Robinia pseudoacacia,https://www.wikidata.org/wiki/Q157417,1941,SANBLASCANILLEJAS,RobiniaP
San Blas,https://www.wikidata.org/wiki/Q2001937,20,Acer negundo,https://www.wikidata.org/wiki/Q161166,2042,SANBLASCANILLEJAS,AcerN
San Blas,https://www.wikidata.org/wiki/Q2001937,20,Celtis australis,https://www.wikidata.org/wiki/Q255375,2162,SANBLASCANILLEJAS,CeltisA
San Blas,https://www.wikidata.org/wiki/Q2001937,20,Pinus pinea,https://www.wikidata.org/wiki/Q106094,2910,SANBLASCANILLEJAS,PinusP
San Blas,https://www.wikidata.org/wiki/Q2001937,20,Platanus ×hispanica,https://www.wikidata.org/wiki/Q161374,7489,SANBLASCANILLEJAS,PlatanusX
Barajas,https://www.wikidata.org/wiki/Q807230,21,Ulmus pumila,https://www.wikidata.org/wiki/Q1079824,359,BARAJAS,UlmusP
Barajas,https://www.wikidata.org/wiki/Q807230,21,Acer negundo,https://www.wikidata.org/wiki/Q161166,399,BARAJAS,AcerN
Barajas,https://www.wikidata.org/wiki/Q807230,21,Pinus halepensis,https://www.wikidata.org/wiki/Q211457,462,BARAJAS,PinusH
Barajas,https://www.wikidata.org/wiki/Q807230,21,Pinus pinea,https://www.wikidata.org/wiki/Q106094,517,BARAJAS,PinusP
Barajas,https://www.wikidata.org/wiki/Q807230,21,Melia azedarach,https://www.wikidata.org/wiki/Q162171,535,BARAJAS,MeliaA
Barajas,https://www.wikidata.org/wiki/Q807230,21,Prunus cerasifera var. pissardii,https://www.wikidata.org/wiki/Q6089457,568,BARAJAS,PrunusC
Barajas,https://www.wikidata.org/wiki/Q807230,21,Catalpa bignonioides,https://www.wikidata.org/wiki/Q163831,706,BARAJAS,CatalpaB
Barajas,https://www.wikidata.org/wiki/Q807230,21,Robinia pseudoacacia,https://www.wikidata.org/wiki/Q157417,716,BARAJAS,RobiniaP
Barajas,https://www.wikidata.org/wiki/Q807230,21,Ligustrum japonicum,https://www.wikidata.org/wiki/Q1209219,717,BARAJAS,LigustrumJ
Barajas,https://www.wikidata.org/wiki/Q807230,21,Celtis australis,https://www.wikidata.org/wiki/Q255375,801,BARAJAS,CeltisA
Barajas,https://www.wikidata.org/wiki/Q807230,21,Sophora japonica,https://www.wikidata.org/wiki/Q10881597,914,BARAJAS,SophoraJ
Barajas,https://www.wikidata.org/wiki/Q807230,21,Platanus ×hispanica,https://www.wikidata.org/wiki/Q161374,3062,BARAJAS,PlatanusX
