dc:identifier,dc:modified,ayto:PuntoMuestreo,ayto:Fecha,ayto:Olor,ayto:Sabor,ayto:Turbidez,ayto:Color,ayto:Conductividad,ayto:pH,ayto:Amonio,ayto:Nitritos,ayto:Oxidabilidad,ayto:CloroLibre,ayto:Al,ayto:Fe,ayto:Cu,ayto:Cr,ayto:Ni,ayto:Pb,ayto:BacteriasColiformes,ayto:eColi,ayto:BacteriasAerobias,ayto:ClostridiumPerfringes,uri
N4-13-003347,2020-09-26T22:16:10.077Z,MALIAÑO,2013-09-11,0.00000,0.00000,0.11000," < 5",443.00000,7.29000,0.00000,0.00000,1.20000,1.00000,19,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003347.csv
N4-13-003346,2020-09-26T22:16:10.077Z,MURIEDAS,2013-09-11,0.00000,0.00000,0.10000," < 5",445.00000,7.30000,0.00000,0.00000,1.20000,1.00000,20,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003346.csv
N4-13-003341,2020-09-26T22:16:10.077Z,"PALACIO DE LA MAGDALENA\, ESTACIÓN DE MUESTREO Nº 2",2013-09-11,0.00000,0.00000,0.18000," < 5",497.00000,7.29000,0.00000,0.00000,1.30000,0.24000,45,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003341.csv
N4-13-003344,2020-09-26T22:16:10.077Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 3",2013-09-11,0.00000,0.00000,0.11000," < 5",453.00000,7.36000,0.00000,0.00000,1.20000,0.46000,33,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003344.csv
N4-13-003345,2020-09-26T22:16:10.077Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 4",2013-09-11,0.00000,0.00000,0.14000," < 5",517.00000,7.60000,0.00000,0.00000,1.20000,0.36000,41,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003345.csv
N4-13-003337,2020-09-26T22:16:10.077Z,SALIDA DE LA ETAP,2013-09-11,0.00000,0.00000,0.13000," < 5",446.00000,7.32000,0.00000,0.00000,1.20000,1.00000,20,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003337.csv
N4-13-003343,2020-09-26T22:16:10.077Z,"SAN ROMÁN\, ESTACIÓN DE MUESTREO Nº 1",2013-09-11,0.00000,0.00000,0.11000," < 5",462.00000,7.36000,0.00000,0.00000,1.20000,0.31000,42,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003343.csv
N4-13-003329,2020-09-26T22:16:10.077Z,AQN-PM-SANTANDER-DEPÓSITO DE PEÑACASTILLO,2013-09-10,0.00000,0.00000,0.13000," < 5",534.00000,7.54000,0.00000,0.00000,1.30000,0.38000,36," < 4"," < 0\,001"," < 1",0," < 1\,6",0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003329.csv
N4-13-003322,2020-09-26T22:16:10.077Z,"Bº PESQUERO\, ESTACIÓN DE MUESTREO Nº 5",2013-09-10,0.00000,0.00000,0.08000," < 5",549.00000,7.58000,0.00000,0.00000,1.20000,0.29000,40," < 4"," < 0\,001"," < 1",0," < 1\,6",0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003322.csv
N4-13-003330,2020-09-26T22:16:10.077Z,CACICEDO (GOFRIS),2013-09-10,0.00000,0.00000,0.10000," < 5",465.00000,7.27000,0.00000,0.00000,1.20000,1.00000,43," < 4"," < 0\,001"," < 1",0," < 1\,6",0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003330.csv
N4-13-003325,2020-09-26T22:16:10.077Z,"CUETO\, ESTACIÓN DE MUESTREO Nº 6",2013-09-10,0.00000,0.00000,0.08000," < 5",555.00000,7.52000,0.00000,0.00000,1.30000,0.35000,39,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003325.csv
N4-13-003315,2020-09-26T22:16:10.077Z,ETAP LLEGADA,2013-09-10,0.00000,0.00000,0.96000,10,447.00000,7.65000,0.00000,0.00000,2.30000,0.00000,6," < 4"," < 0\,001"," < 1",0," < 1\,6",900,20.00000,540.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003315.csv
N4-13-003323,2020-09-26T22:16:10.077Z,FUENTE PARQUE MARIA BLANCHARD,2013-09-10,0.00000,0.00000,0.08000," < 5",516.00000,7.45000,0.00000,0.00000,1.30000,0.62000,35,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003323.csv
N4-13-003331,2020-09-26T22:16:10.077Z,GRIFO DEL CONSUMIDOR,2013-09-10,0.00000,0.00000,0.25000," < 5",530.00000,7.43000,0.00000,0.00000,1.20000,0.40000,36,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003331.csv
N4-13-003440,2020-09-26T22:16:10.076Z,SALIDA DE LA ETAP,2013-09-19,0.00000,0.00000,0.13000," < 5",759.00000,7.57000,0.00000,0.00000,0.70000,1.00000,29,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003440.csv
N4-13-003445,2020-09-26T22:16:10.076Z,"SAN ROMÁN\, ESTACIÓN DE MUESTREO Nº 1",2013-09-19,0.00000,0.00000,0.08000," < 5",772.00000,7.58000,0.00000,0.00000,0.80000,0.38000,25,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003445.csv
N4-13-003426,2020-09-26T22:16:10.076Z,"Bº PESQUERO\, ESTACIÓN DE MUESTREO Nº 5",2013-09-18,0.00000,0.00000,0.10000," < 5",638.00000,7.56000,0.00000,0.00000,1.10000,0.28000,17,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003426.csv
N4-13-003428,2020-09-26T22:16:10.076Z,"CUETO\, ESTACIÓN DE MUESTREO Nº 6",2013-09-18,0.00000,0.00000,0.18000," < 5",546.00000,7.64000,0.00000,0.00000,1.10000,0.37000,16,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003428.csv
N4-13-003418,2020-09-26T22:16:10.076Z,ETAP LLEGADA,2013-09-18,0.00000,0.00000,0.88000,5,765.00000,7.62000,0.00000,0.00000,0.80000,0.00000,3,,,,,,800,500.00000,230.00000,1.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003418.csv
N4-13-003425,2020-09-26T22:16:10.076Z,FUENTE FRENTE CORMORÁN,2013-09-18,0.00000,0.00000,0.12000," < 5",478.00000,7.62000,0.00000,0.00000,0.90000,0.33000,22,,,,,,0,0.00000,1.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003425.csv
N4-13-003434,2020-09-26T22:16:10.076Z,GRIFO DEL CONSUMIDOR,2013-09-18,0.00000,0.00000,0.15000," < 5",642.00000,7.53000,0.00000,0.00000,1.00000,0.45000,22,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003434.csv
N4-13-003433,2020-09-26T22:16:10.076Z,MALIAÑO,2013-09-18,0.00000,0.00000,0.10000," < 5",772.00000,7.47000,0.00000,0.00000,0.50000,0.97000,20,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003433.csv
N4-13-003432,2020-09-26T22:16:10.076Z,MURIEDAS,2013-09-18,0.00000,0.00000,0.09000," < 5",772.00000,7.46000,0.00000,0.00000,0.50000,0.96000,20,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003432.csv
N4-13-003427,2020-09-26T22:16:10.076Z,"PALACIO DE LA MAGDALENA\, ESTACIÓN DE MUESTREO Nº 2",2013-09-18,0.00000,0.00000,0.11000," < 5",579.00000,7.39000,0.00000,0.00000,1.10000,0.40000,16,,,,,,0,0.00000,1.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003427.csv
N4-13-003430,2020-09-26T22:16:10.076Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 3",2013-09-18,0.00000,0.00000,0.08000," < 5",728.00000,7.56000,0.00000,0.00000,0.80000,0.51000,16,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003430.csv
N4-13-003431,2020-09-26T22:16:10.076Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 4",2013-09-18,0.00000,0.00000,0.12000," < 5",533.00000,7.67000,0.00000,0.00000,1.20000,0.38000,31,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003431.csv
N4-13-003423,2020-09-26T22:16:10.076Z,SALIDA DE LA ETAP,2013-09-18,0.00000,0.00000,0.08000," < 5",773.00000,7.45000,0.00000,0.00000,0.30000,1.00000,20,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003423.csv
N4-13-003429,2020-09-26T22:16:10.076Z,"SAN ROMÁN\, ESTACIÓN DE MUESTREO Nº 1",2013-09-18,0.00000,0.00000,0.09000," < 5",734.00000,7.54000,0.00000,0.00000,0.80000,0.32000,19,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003429.csv
N4-13-003415,2020-09-26T22:16:10.076Z,"CUENCO Nº 1\, DEPÓSITO DE AVELLANO",2013-09-17,0.00000,0.00000,0.12000," < 5",423.00000,7.49000,0.00000,0.00000,1.30000,0.51000,69,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003415.csv
N4-13-003411,2020-09-26T22:16:10.076Z,"CUETO\, ESTACIÓN DE MUESTREO Nº 6",2013-09-17,0.00000,0.00000,0.14000," < 5",404.00000,7.58000,0.00000,0.00000,1.20000,0.20000,34,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003411.csv
N4-13-003401,2020-09-26T22:16:10.076Z,ETAP LLEGADA,2013-09-17,0.00000,0.00000,0.87000,10,828.00000,7.66000,0.00000,0.00000,1.80000,0.00000,3,,,,,,2100,1300.00000,130.00000,5.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003401.csv
N4-13-003409,2020-09-26T22:16:10.076Z,FUENTE PARQUE MARIA BLANCHARD,2013-09-17,0.00000,0.00000,0.12000," < 5",429.00000,7.52000,0.00000,0.00000,1.40000,0.43000,42,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003409.csv
N4-13-003417,2020-09-26T22:16:10.076Z,GRIFO DEL CONSUMIDOR,2013-09-17,0.00000,0.00000,0.09000," < 5",443.00000,7.64000,0.00000,0.00000,1.30000,0.26000,50,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003417.csv
N4-13-003416,2020-09-26T22:16:10.076Z,HERRERA,2013-09-17,0.00000,0.00000,0.08000," < 5",760.00000,7.49000,0.00000,0.00000,1.20000,0.98000,48,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003416.csv
N4-13-003410,2020-09-26T22:16:10.076Z,MONTE,2013-09-17,0.00000,0.00000,0.11000," < 5",493.00000,7.47000,0.00000,0.00000,1.20000,0.58000,41,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003410.csv
N4-13-003408,2020-09-26T22:16:10.076Z,"PALACIO DE LA MAGDALENA\, ESTACIÓN DE MUESTREO Nº 2",2013-09-17,0.00000,0.00000,0.11000," < 5",421.00000,7.46000,0.00000,0.00000,1.30000,0.23000,37,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003408.csv
N4-13-003413,2020-09-26T22:16:10.076Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 4",2013-09-17,0.00000,0.00000,0.14000," < 5",421.00000,7.69000,0.00000,0.00000,1.20000,0.20000,53,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003413.csv
N4-13-003406,2020-09-26T22:16:10.076Z,SALIDA DE LA ETAP,2013-09-17,0.00000,0.00000,0.09000," < 5",765.00000,7.48000,0.00000,0.00000,1.00000,1.00000,50,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003406.csv
N4-13-003412,2020-09-26T22:16:10.076Z,"SAN ROMÁN\, ESTACIÓN DE MUESTREO Nº 1",2013-09-17,0.00000,0.00000,0.09000," < 5",435.00000,7.51000,0.00000,0.00000,1.30000,0.28000,46,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003412.csv
N4-13-003414,2020-09-26T22:16:10.076Z,SAN ROMÁN-VIRGEN DEL MAR,2013-09-17,0.00000,0.00000,0.10000," < 5",417.00000,7.85000,0.00000,0.00000,1.40000,0.15000,57,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003414.csv
N4-13-003393,2020-09-26T22:16:10.076Z,"Bº PESQUERO\, ESTACIÓN DE MUESTREO Nº 5",2013-09-16,0.00000,0.00000,0.16000," < 5",423.00000,7.64000,0.00000,0.00000,1.20000,0.40000,33,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003393.csv
N4-13-003399,2020-09-26T22:16:10.076Z,CACICEDO (GOFRIS),2013-09-16,0.00000,0.00000,0.11000," < 5",484.00000,7.69000,0.00000,0.00000,1.40000,0.88000,36,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003399.csv
N4-13-003395,2020-09-26T22:16:10.076Z,CUETO GRIFO CEMENTERIO,2013-09-16,0.00000,0.00000,0.12000," < 5",419.00000,7.54000,0.00000,0.00000,1.30000,0.30000,38,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003395.csv
N4-13-003394,2020-09-26T22:16:10.076Z,"CUETO\, ESTACIÓN DE MUESTREO Nº 6",2013-09-16,0.00000,0.00000,0.11000," < 5",426.00000,7.67000,0.00000,0.00000,1.30000,0.47000,47,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003394.csv
N4-13-003385,2020-09-26T22:16:10.076Z,ETAP LLEGADA,2013-09-16,0.00000,0.00000,1.13000,10,484.00000,7.84000,0.00000,0.00000,1.90000,0.00000,4,,,,,,1540,20.00000,460.00000,5.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003385.csv
N4-13-003392,2020-09-26T22:16:10.076Z,FUENTE FRENTE CORMORÁN,2013-09-16,0.00000,0.00000,0.12000," < 5",425.00000,7.76000,0.00000,0.00000,1.20000,0.24000,42,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003392.csv
N4-13-003400,2020-09-26T22:16:10.076Z,GRIFO DEL CONSUMIDOR,2013-09-16,0.00000,0.00000,0.12000," < 5",397.00000,7.22000,0.00000,0.00000,1.30000,0.41000,48,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003400.csv
N4-13-003397,2020-09-26T22:16:10.076Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 3",2013-09-16,0.00000,0.00000,0.11000," < 5",428.00000,7.57000,0.00000,0.00000,1.30000,0.75000,32,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003397.csv
N4-13-003398,2020-09-26T22:16:10.076Z,PM RED PARBAYÓN,2013-09-16,0.00000,0.00000,0.14000," < 5",483.00000,7.39000,0.00000,0.00000,1.40000,0.98000,39,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003398.csv
N4-13-003384,2020-09-26T22:16:10.076Z,SALIDA DE LA ETAP,2013-09-16,0.00000,0.00000,0.11000," < 5",465.00000,7.33000,0.00000,0.00000,1.30000,0.86000,30,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003384.csv
N4-13-003390,2020-09-26T22:16:10.076Z,SALIDA DE LA ETAP,2013-09-16,0.00000,0.00000,0.11000," < 5",481.00000,7.39000,0.00000,0.00000,1.40000,1.00000,36,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003390.csv
N4-13-003396,2020-09-26T22:16:10.076Z,"SAN ROMÁN\, ESTACIÓN DE MUESTREO Nº 1",2013-09-16,0.00000,0.00000,0.10000," < 5",430.00000,7.58000,0.00000,0.00000,1.30000,0.45000,49,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003396.csv
N4-13-003383,2020-09-26T22:16:10.076Z,ETAP LLEGADA,2013-09-15,0.00000,0.00000,1.09000,10,460.00000,7.87000,0.00000,0.00000,1.90000,0.00000,3,,,,,,1420,20.00000,90.00000,1.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003383.csv
N4-13-003381,2020-09-26T22:16:10.076Z,ETAP LLEGADA,2013-09-14,0.00000,0.00000,0.94000,10,448.00000,7.84000,0.00000,0.00000,1.90000,0.00000,3,,,,,,1340,80.00000,250.00000,2.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003381.csv
N4-13-003515,2020-09-26T22:16:10.075Z,GRIFO DEL CONSUMIDOR,2013-09-24,0.00000,0.00000,0.06000," < 5",681.00000,7.76000,0.00000,0.00000,0.50000,0.43000,45,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003515.csv
N4-13-003514,2020-09-26T22:16:10.075Z,HERRERA,2013-09-24,0.00000,0.00000,0.09000," < 5",675.00000,7.52000,0.00000,0.00000,0.50000,0.93000,20,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003514.csv
N4-13-003508,2020-09-26T22:16:10.075Z,MONTE,2013-09-24,0.00000,0.00000,0.06000," < 5",681.00000,7.61000,0.00000,0.00000,0.60000,0.72000,30,,,,,,0,0.00000,1.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003508.csv
N4-13-003506,2020-09-26T22:16:10.075Z,"PALACIO DE LA MAGDALENA\, ESTACIÓN DE MUESTREO Nº 2",2013-09-24,0.00000,0.00000,0.08000," < 5",673.00000,7.63000,0.00000,0.00000,0.60000,0.30000,33,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003506.csv
N4-13-003511,2020-09-26T22:16:10.075Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 4",2013-09-24,0.00000,0.00000,0.13000," < 5",676.00000,7.82000,0.00000,0.00000,0.50000,0.25000,47,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003511.csv
N4-13-003504,2020-09-26T22:16:10.075Z,SALIDA DE LA ETAP,2013-09-24,0.00000,0.00000,0.08000," < 5",681.00000,7.50000,0.00000,0.00000,0.50000,0.95000,29,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003504.csv
N4-13-003513,2020-09-26T22:16:10.075Z,SALIDA DEL DEPÓSITO DE CUETO,2013-09-24,0.00000,0.00000,0.07000," < 5",666.00000,7.61000,0.00000,0.00000,0.60000,0.48000,39,,,,,,0,0.00000,2.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003513.csv
N4-13-003510,2020-09-26T22:16:10.075Z,"SAN ROMÁN\, ESTACIÓN DE MUESTREO Nº 1",2013-09-24,0.00000,0.00000,0.03000," < 5",675.00000,7.65000,0.00000,0.00000,0.50000,0.48000,37,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003510.csv
N4-13-003512,2020-09-26T22:16:10.075Z,SAN ROMÁN-VIRGEN DEL MAR,2013-09-24,0.00000,0.00000,0.06000," < 5",671.00000,7.88000,0.00000,0.00000,0.60000,0.21000,35,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003512.csv
N4-13-003491,2020-09-26T22:16:10.075Z,"Bº PESQUERO\, ESTACIÓN DE MUESTREO Nº 5",2013-09-23,0.00000,0.00000,0.08000," < 5",655.00000,7.63000,0.00000,0.00000,0.70000,0.35000,19,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003491.csv
N4-13-003497,2020-09-26T22:16:10.075Z,CACICEDO (GOFRIS),2013-09-23,0.00000,0.00000,0.06000," < 5",647.00000,7.45000,0.00000,0.00000,0.60000,0.98000,26,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003497.csv
N4-13-003493,2020-09-26T22:16:10.075Z,CUETO GRIFO CEMENTERIO,2013-09-23,0.00000,0.00000,0.17000," < 5",647.00000,7.57000,0.00000,0.00000,0.70000,0.29000,26,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003493.csv
N4-13-003492,2020-09-26T22:16:10.075Z,"CUETO\, ESTACIÓN DE MUESTREO Nº 6",2013-09-23,0.00000,0.00000,0.07000," < 5",641.00000,7.62000,0.00000,0.00000,0.60000,0.30000,38,,,,,,0,0.00000,1.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003492.csv
N4-13-003483,2020-09-26T22:16:10.075Z,ETAP LLEGADA,2013-09-23,0.00000,0.00000,0.67000,5,634.00000,7.66000,0.00000,0.00000,1.00000,0.00000,7,,,,,,720,380.00000,420.00000,1.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003483.csv
N4-13-003490,2020-09-26T22:16:10.075Z,FUENTE FRENTE CORMORÁN,2013-09-23,0.00000,0.00000,0.09000," < 5",627.00000,7.69000,0.00000,0.00000,0.70000,0.28000,31,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003490.csv
N4-13-003498,2020-09-26T22:16:10.075Z,GRIFO DEL CONSUMIDOR,2013-09-23,0.00000,0.00000,0.06000," < 5",643.00000,7.55000,0.00000,0.00000,0.70000,0.46000,31,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003498.csv
N4-13-003495,2020-09-26T22:16:10.075Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 3",2013-09-23,0.00000,0.00000,0.04000," < 5",631.00000,7.53000,0.00000,0.00000,0.70000,0.56000,26,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003495.csv
N4-13-003496,2020-09-26T22:16:10.075Z,PM RED PARBAYÓN,2013-09-23,0.00000,0.00000,0.05000," < 5",643.00000,7.43000,0.00000,0.00000,0.70000,0.95000,21,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003496.csv
N4-13-003488,2020-09-26T22:16:10.075Z,SALIDA DE LA ETAP,2013-09-23,0.00000,0.00000,0.07000," < 5",646.00000,7.42000,0.00000,0.00000,0.70000,1.00000,13,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003488.csv
N4-13-003494,2020-09-26T22:16:10.075Z,"SAN ROMÁN\, ESTACIÓN DE MUESTREO Nº 1",2013-09-23,0.00000,0.00000,0.05000," < 5",639.00000,7.46000,0.00000,0.00000,0.60000,0.41000,35,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003494.csv
N4-13-003481,2020-09-26T22:16:10.075Z,ETAP LLEGADA,2013-09-22,0.00000,0.00000,0.67000,5,582.00000,7.67000,0.00000,0.00000,1.10000,0.00000,8,,,,,,500,180.00000,450.00000,1.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003481.csv
N4-13-003482,2020-09-26T22:16:10.075Z,SALIDA DE LA ETAP,2013-09-22,0.00000,0.00000,0.08000," < 5",627.00000,7.40000,0.00000,0.00000,0.70000,0.90000,18,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003482.csv
N4-13-003479,2020-09-26T22:16:10.075Z,ETAP LLEGADA,2013-09-21,0.00000,0.00000,0.55000,5,621.00000,7.58000,0.00000,0.00000,1.20000,0.00000," < 3",,,,,,360,100.00000,410.00000,4.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003479.csv
N4-13-003480,2020-09-26T22:16:10.075Z,SALIDA DE LA ETAP,2013-09-21,0.00000,0.00000,0.21000," < 5",603.00000,7.42000,0.00000,0.00000,0.70000,0.79000,21,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003480.csv
N4-13-003465,2020-09-26T22:16:10.075Z,"Bº PESQUERO\, ESTACIÓN DE MUESTREO Nº 5",2013-09-20,0.00000,0.00000,0.07000," < 5",731.00000,7.56000,0.00000,0.00000,0.70000,0.40000,39,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003465.csv
N4-13-003467,2020-09-26T22:16:10.075Z,"CUETO\, ESTACIÓN DE MUESTREO Nº 6",2013-09-20,0.00000,0.00000,0.05000," < 5",695.00000,7.45000,0.00000,0.00000,0.70000,0.31000,42,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003467.csv
N4-13-003457,2020-09-26T22:16:10.075Z,ETAP LLEGADA,2013-09-20,0.00000,0.00000,0.86000,10,684.00000,7.60000,0.00000,0.00000,1.00000,0.00000,4,,,,,,800,520.00000,270.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003457.csv
N4-13-003464,2020-09-26T22:16:10.075Z,FUENTE FRENTE CORMORÁN,2013-09-20,0.00000,0.00000,0.07000," < 5",729.00000,7.61000,0.00000,0.00000,0.70000,0.20000,39,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003464.csv
N4-13-003466,2020-09-26T22:16:10.075Z,FUENTE PARQUE MARIA BLANCHARD,2013-09-20,0.00000,0.00000,0.06000," < 5",708.00000,7.47000,0.00000,0.00000,0.60000,0.68000,27,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003466.csv
N4-13-003471,2020-09-26T22:16:10.075Z,GRIFO DEL CONSUMIDOR,2013-09-20,0.00000,0.00000,0.07000," < 5",646.00000,7.43000,0.00000,0.00000,0.70000,0.22000,41,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003471.csv
N4-13-003469,2020-09-26T22:16:10.075Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 3",2013-09-20,0.00000,0.00000,0.02000," < 5",715.00000,7.49000,0.00000,0.00000,0.70000,0.56000,34,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003469.csv
