dc:identifier,dc:modified,ayto:PuntoMuestreo,ayto:Fecha,ayto:Olor,ayto:Sabor,ayto:Turbidez,ayto:Color,ayto:Conductividad,ayto:pH,ayto:Amonio,ayto:Nitritos,ayto:Oxidabilidad,ayto:CloroLibre,ayto:Al,ayto:Fe,ayto:Cu,ayto:Cr,ayto:Ni,ayto:Pb,ayto:BacteriasColiformes,ayto:eColi,ayto:BacteriasAerobias,ayto:ClostridiumPerfringes,uri
N4-13-003103,2020-09-26T22:16:10.089Z,ETAP LLEGADA,2013-08-23,0.00000,0.00000,0.95000,10,576.00000,7.52000,0.00000,0.00000,2.70000,0.00000,3,,,,,,1500,140.00000,100.00000,2.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003103.csv
N4-13-003110,2020-09-26T22:16:10.089Z,FUENTE FRENTE CORMORÁN,2013-08-23,0.00000,0.00000,0.12000," < 5",545.00000,7.74000,0.00000,0.00000,1.70000,0.66000,34,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003110.csv
N4-13-003112,2020-09-26T22:16:10.089Z,FUENTE PARQUE MARIA BLANCHARD,2013-08-23,0.00000,0.00000,0.10000," < 5",549.00000,7.61000,0.00000,0.00000,1.70000,0.73000,32,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003112.csv
N4-13-003117,2020-09-26T22:16:10.089Z,GRIFO DEL CONSUMIDOR,2013-08-23,0.00000,0.00000,0.16000," < 5",531.00000,7.71000,0.00000,0.00000,1.60000,0.36000,32,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003117.csv
N4-13-003115,2020-09-26T22:16:10.089Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 3",2013-08-23,0.00000,0.00000,0.10000," < 5",551.00000,7.62000,0.00000,0.00000,1.70000,0.66000,36,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003115.csv
N4-13-003108,2020-09-26T22:16:10.089Z,SALIDA DE LA ETAP,2013-08-23,0.00000,0.00000,0.15000," < 5",561.00000,7.52000,0.00000,0.00000,1.50000,0.96000,36,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003108.csv
N4-13-003114,2020-09-26T22:16:10.089Z,"SAN ROMÁN\, ESTACIÓN DE MUESTREO Nº 1",2013-08-23,0.00000,0.00000,0.11000," < 5",556.00000,7.61000,0.00000,0.00000,1.70000,0.44000,38,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003114.csv
N4-13-003116,2020-09-26T22:16:10.089Z,SOTO DE LA MARINA,2013-08-23,0.00000,0.00000,0.18000," < 5",554.00000,7.73000,0.00000,0.00000,1.70000,0.50000,33,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003116.csv
N4-13-003100,2020-09-26T22:16:10.089Z,AQN-PM-SANTANDER-DEPÓSITO DE PEÑACASTILLO,2013-08-22,0.00000,0.00000,0.11000," < 5",528.00000,7.64000,0.00000,0.00000,1.60000,0.26000,45,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003100.csv
N4-13-003096,2020-09-26T22:16:10.089Z,"Bº PESQUERO\, ESTACIÓN DE MUESTREO Nº 5",2013-08-22,0.00000,0.00000,0.11000," < 5",560.00000,7.66000,0.00000,0.00000,1.50000,0.35000,52,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003096.csv
N4-13-003097,2020-09-26T22:16:10.089Z,"CUETO\, ESTACIÓN DE MUESTREO Nº 6",2013-08-22,0.00000,0.00000,0.10000," < 5",555.00000,7.75000,0.00000,0.00000,1.70000,0.40000,54,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003097.csv
N4-13-003088,2020-09-26T22:16:10.089Z,ETAP LLEGADA,2013-08-22,0.00000,0.00000,1.20000,10,565.00000,7.87000,0.00000,0.00000,2.80000,0.00000,12,,,,,,800,100.00000,110.00000,3.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003088.csv
N4-13-003102,2020-09-26T22:16:10.089Z,GRIFO DEL CONSUMIDOR,2013-08-22,0.00000,0.00000,0.11000," < 5",564.00000,7.69000,0.00000,0.00000,1.50000,0.35000,49,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003102.csv
N4-13-003095,2020-09-26T22:16:10.089Z,"PALACIO DE LA MAGDALENA\, ESTACIÓN DE MUESTREO Nº 2",2013-08-22,0.00000,0.00000,0.10000," < 5",550.00000,7.77000,0.00000,0.00000,1.60000,0.34000,53,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003095.csv
N4-13-003099,2020-09-26T22:16:10.089Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 3",2013-08-22,0.00000,0.00000,0.09000," < 5",568.00000,7.56000,0.00000,0.00000,1.60000,0.46000,48,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003099.csv
N4-13-003093,2020-09-26T22:16:10.089Z,SALIDA DE LA ETAP,2013-08-22,0.00000,0.00000,0.19000," < 5",597.00000,7.24000,0.00000,0.00000,1.60000,1.00000,38,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003093.csv
N4-13-003098,2020-09-26T22:16:10.089Z,"SAN ROMÁN\, ESTACIÓN DE MUESTREO Nº 1",2013-08-22,0.00000,0.00000,0.08000," < 5",572.00000,7.64000,0.00000,0.00000,1.50000,0.37000,59,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003098.csv
N4-13-003081,2020-09-26T22:16:10.089Z,"CUETO\, ESTACIÓN DE MUESTREO Nº 6",2013-08-21,0.00000,0.00000,0.14000," < 5",528.00000,7.71000,0.00000,0.00000,1.70000,0.39000,50,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003081.csv
N4-13-003071,2020-09-26T22:16:10.089Z,ETAP LLEGADA,2013-08-21,0.00000,0.00000,1.03000,10,594.00000,7.21000,0.00000,0.00000,2.80000,0.00000,4,,,,,,2540,140.00000,310.00000,3.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003071.csv
N4-13-003078,2020-09-26T22:16:10.089Z,FUENTE FRENTE CORMORÁN,2013-08-21,0.00000,0.00000,0.13000," < 5",523.00000,7.70000,0.00000,0.00000,1.60000,0.47000,46,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003078.csv
N4-13-003079,2020-09-26T22:16:10.089Z,FUENTE PARQUE MARIA BLANCHARD,2013-08-21,0.00000,0.00000,0.11000," < 5",551.00000,7.61000,0.00000,0.00000,1.70000,0.50000,40,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003079.csv
N4-13-003087,2020-09-26T22:16:10.089Z,GRIFO DEL CONSUMIDOR,2013-08-21,0.00000,0.00000,0.15000," < 5",511.00000,7.66000,0.00000,0.00000,1.70000,0.36000,39,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003087.csv
N4-13-003210,2020-09-26T22:16:10.088Z,SALIDA DE LA ETAP,2013-09-01,0.00000,0.00000,0.13000," < 5",442.00000,7.31000,0.00000,0.00000,1.40000,0.84000,41,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003210.csv
N4-13-003207,2020-09-26T22:16:10.088Z,ETAP LLEGADA,2013-08-31,0.00000,0.00000,1.40000,10,430.00000,7.70000,0.00000,0.00000,2.10000,0.00000,12,,,,,,3000,60.00000,900.00000,1.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003207.csv
N4-13-003208,2020-09-26T22:16:10.088Z,SALIDA DE LA ETAP,2013-08-31,0.00000,0.00000,0.21000," < 5",443.00000,7.32000,0.00000,0.00000,1.10000,0.68000,31,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003208.csv
N4-13-003198,2020-09-26T22:16:10.088Z,ETAP LLEGADA,2013-08-30,0.00000,0.00000,1.06000,10,471.00000,7.82000,0.00000,0.00000,2.00000,0.00000,9,,,,,,1200,100.00000,300.00000,3.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003198.csv
N4-13-003203,2020-09-26T22:16:10.088Z,SALIDA DE LA ETAP,2013-08-30,0.00000,0.00000,0.15000," < 5",485.00000,7.19000,0.00000,0.00000,1.30000,1.00000,39,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003203.csv
N4-13-003190,2020-09-26T22:16:10.088Z,"CUETO\, ESTACIÓN DE MUESTREO Nº 6",2013-08-29,0.00000,0.00000,0.05000," < 5",536.00000,7.59000,0.00000,0.00000,1.20000,0.36000,48,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003190.csv
N4-13-003181,2020-09-26T22:16:10.088Z,ETAP LLEGADA,2013-08-29,0.00000,0.00000,0.86000,10,449.00000,7.53000,0.00000,0.00000,2.00000,0.00000,19,,,,,,1100,200.00000,500.00000,1.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003181.csv
N4-13-003189,2020-09-26T22:16:10.088Z,FUENTE PARQUE MARIA BLANCHARD,2013-08-29,0.00000,0.00000,0.10000," < 5",514.00000,7.47000,0.00000,0.00000,1.20000,0.60000,37,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003189.csv
N4-13-003195,2020-09-26T22:16:10.088Z,GRIFO DEL CONSUMIDOR,2013-08-29,0.00000,0.00000,0.11000," < 5",504.00000,7.57000,0.00000,0.00000,1.20000,0.45000,41,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003195.csv
N4-13-003188,2020-09-26T22:16:10.088Z,"PALACIO DE LA MAGDALENA\, ESTACIÓN DE MUESTREO Nº 2",2013-08-29,0.00000,0.00000,0.12000," < 5",509.00000,7.48000,0.00000,0.00000,1.30000,0.37000,46,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003188.csv
N4-13-003192,2020-09-26T22:16:10.088Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 4",2013-08-29,0.00000,0.00000,0.12000," < 5",530.00000,7.71000,0.00000,0.00000,1.30000,0.21000,59,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003192.csv
N4-13-003186,2020-09-26T22:16:10.088Z,SALIDA DE LA ETAP,2013-08-29,0.00000,0.00000,0.12000," < 5",476.00000,7.46000,0.00000,0.00000,1.30000,1.00000,33,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003186.csv
N4-13-003191,2020-09-26T22:16:10.088Z,"SAN ROMÁN\, ESTACIÓN DE MUESTREO Nº 1",2013-08-29,0.00000,0.00000,0.10000," < 5",515.00000,7.51000,0.00000,0.00000,1.40000,0.36000,48,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003191.csv
N4-13-003193,2020-09-26T22:16:10.088Z,SOTO DE LA MARINA,2013-08-29,0.00000,0.00000,0.09000," < 5",485.00000,7.50000,0.00000,0.00000,1.20000,0.50000,42,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003193.csv
N4-13-003165,2020-09-26T22:16:10.088Z,"Bº PESQUERO\, ESTACIÓN DE MUESTREO Nº 5",2013-08-28,0.00000,0.00000,0.11000," < 5",562.00000,7.55000,0.00000,0.00000,1.50000,0.49000,43,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003165.csv
N4-13-003167,2020-09-26T22:16:10.088Z,"CUETO\, ESTACIÓN DE MUESTREO Nº 6",2013-08-28,0.00000,0.00000,0.10000," < 5",552.00000,7.63000,0.00000,0.00000,1.40000,0.50000,42,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003167.csv
N4-13-003157,2020-09-26T22:16:10.088Z,ETAP LLEGADA,2013-08-28,0.00000,0.00000,0.71000,10,494.00000,7.67000,0.00000,0.00000,2.10000,0.00000,7,,,,,,1000,140.00000,250.00000,4.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003157.csv
N4-13-003164,2020-09-26T22:16:10.088Z,FUENTE FRENTE CORMORÁN,2013-08-28,0.00000,0.00000,0.12000," < 5",547.00000,7.67000,0.00000,0.00000,1.60000,0.29000,44,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003164.csv
N4-13-003173,2020-09-26T22:16:10.088Z,GRIFO DEL CONSUMIDOR,2013-08-28,0.00000,0.00000,0.14000," < 5",534.00000,7.54000,0.00000,0.00000,1.50000,0.42000,41,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003173.csv
N4-13-003172,2020-09-26T22:16:10.088Z,MALIAÑO,2013-08-28,0.00000,0.00000,0.12000," < 5",510.00000,7.38000,0.00000,0.00000,1.50000,0.93000,39,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003172.csv
N4-13-003171,2020-09-26T22:16:10.088Z,MURIEDAS,2013-08-28,0.00000,0.00000,0.11000," < 5",508.00000,7.40000,0.00000,0.00000,1.50000,0.91000,37,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003171.csv
N4-13-003166,2020-09-26T22:16:10.088Z,"PALACIO DE LA MAGDALENA\, ESTACIÓN DE MUESTREO Nº 2",2013-08-28,0.00000,0.00000,0.11000," < 5",547.00000,7.48000,0.00000,0.00000,1.50000,0.38000,37,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003166.csv
N4-13-003169,2020-09-26T22:16:10.088Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 3",2013-08-28,0.00000,0.00000,0.09000," < 5",548.00000,7.49000,0.00000,0.00000,1.40000,0.50000,39,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003169.csv
N4-13-003170,2020-09-26T22:16:10.088Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 4",2013-08-28,0.00000,0.00000,0.15000," < 5",553.00000,7.69000,0.00000,0.00000,1.40000,0.31000,50,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003170.csv
N4-13-003162,2020-09-26T22:16:10.088Z,SALIDA DE LA ETAP,2013-08-28,0.00000,0.00000,0.10000," < 5",508.00000,7.39000,0.00000,0.00000,1.50000,1.00000,37,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003162.csv
N4-13-003168,2020-09-26T22:16:10.088Z,"SAN ROMÁN\, ESTACIÓN DE MUESTREO Nº 1",2013-08-28,0.00000,0.00000,0.12000," < 5",557.00000,7.48000,0.00000,0.00000,1.50000,0.37000,46,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003168.csv
N4-13-003152,2020-09-26T22:16:10.088Z,CUENCO Nº 1 DEPÓSITO DE ARNA,2013-08-27,0.00000,0.00000,0.11000," < 5",568.00000,7.46000,0.00000,0.00000,1.30000,0.77000,38,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003152.csv
N4-13-003148,2020-09-26T22:16:10.088Z,"CUETO\, ESTACIÓN DE MUESTREO Nº 6",2013-08-27,0.00000,0.00000,0.07000," < 5",555.00000,7.59000,0.00000,0.00000,1.40000,0.55000,49,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003148.csv
N4-13-003138,2020-09-26T22:16:10.088Z,ETAP LLEGADA,2013-08-27,0.00000,0.00000,0.59000,10,558.00000,7.58000,0.00000,0.00000,2.20000,0.00000,7,,,,,,880,120.00000,230.00000,2.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003138.csv
N4-13-003146,2020-09-26T22:16:10.088Z,FUENTE PARQUE MARIA BLANCHARD,2013-08-27,0.00000,0.00000,0.08000," < 5",572.00000,7.49000,0.00000,0.00000,1.40000,0.73000,43,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003146.csv
N4-13-003154,2020-09-26T22:16:10.088Z,GRIFO DEL CONSUMIDOR,2013-08-27,0.00000,0.00000,0.13000," < 5",550.00000,7.65000,0.00000,0.00000,1.50000,0.40000,41,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003154.csv
N4-13-003155,2020-09-26T22:16:10.088Z,GRIFO DEL CONSUMIDOR,2013-08-27,0.00000,0.00000,0.10000," < 5",585.00000,7.69000,0.00000,0.00000,1.50000,0.55000,48,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003155.csv
N4-13-003156,2020-09-26T22:16:10.088Z,GRIFO DEL CONSUMIDOR,2013-08-27,0.00000,0.00000,0.30000," < 5",580.00000,7.94000,0.00000,0.00000,1.30000,0.30000,54,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003156.csv
N4-13-003153,2020-09-26T22:16:10.088Z,HERRERA,2013-08-27,0.00000,0.00000,0.08000," < 5",569.00000,7.30000,0.00000,0.00000,1.40000,0.99000,39,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003153.csv
N4-13-003147,2020-09-26T22:16:10.088Z,MONTE,2013-08-27,0.00000,0.00000,0.14000," < 5",566.00000,7.47000,0.00000,0.00000,1.40000,0.77000,38,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003147.csv
N4-13-003145,2020-09-26T22:16:10.088Z,"PALACIO DE LA MAGDALENA\, ESTACIÓN DE MUESTREO Nº 2",2013-08-27,0.00000,0.00000,0.08000," < 5",537.00000,7.50000,0.00000,0.00000,1.30000,0.42000,37,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003145.csv
N4-13-003150,2020-09-26T22:16:10.088Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 4",2013-08-27,0.00000,0.00000,0.10000," < 5",538.00000,7.70000,0.00000,0.00000,1.50000,0.34000,46,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003150.csv
N4-13-003143,2020-09-26T22:16:10.088Z,SALIDA DE LA ETAP,2013-08-27,0.00000,0.00000,0.09000," < 5",570.00000,7.31000,0.00000,0.00000,1.40000,1.00000,38,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003143.csv
N4-13-003149,2020-09-26T22:16:10.088Z,"SAN ROMÁN\, ESTACIÓN DE MUESTREO Nº 1",2013-08-27,0.00000,0.00000,0.07000," < 5",577.00000,7.52000,0.00000,0.00000,1.40000,0.47000,48,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003149.csv
N4-13-003151,2020-09-26T22:16:10.088Z,SAN ROMÁN-VIRGEN DEL MAR,2013-08-27,0.00000,0.00000,0.09000," < 5",554.00000,7.78000,0.00000,0.00000,1.30000,0.25000,44,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003151.csv
N4-13-003272,2020-09-26T22:16:10.087Z,"PALACIO DE LA MAGDALENA\, ESTACIÓN DE MUESTREO Nº 2",2013-09-05,0.00000,0.00000,0.07000," < 5",506.00000,7.51000,0.00000,0.00000,1.30000,0.20000,30,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003272.csv
N4-13-003276,2020-09-26T22:16:10.087Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 4",2013-09-05,0.00000,0.00000,0.09000," < 5",495.00000,7.65000,0.00000,0.00000,1.20000,0.16000,39,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003276.csv
N4-13-003269,2020-09-26T22:16:10.087Z,SALIDA DE LA ETAP,2013-09-05,0.00000,0.00000,0.14000," < 5",546.00000,7.28000,0.00000,0.00000,1.30000,1.00000,25,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003269.csv
N4-13-003275,2020-09-26T22:16:10.087Z,"SAN ROMÁN\, ESTACIÓN DE MUESTREO Nº 1",2013-09-05,0.00000,0.00000,0.07000," < 5",528.00000,7.40000,0.00000,0.00000,1.30000,0.44000,35,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003275.csv
N4-13-003255,2020-09-26T22:16:10.087Z,"Bº PESQUERO\, ESTACIÓN DE MUESTREO Nº 5",2013-09-04,0.00000,0.00000,0.07000," < 5",504.00000,7.52000,0.00000,0.00000,1.40000,0.31000,36,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003255.csv
N4-13-003257,2020-09-26T22:16:10.087Z,"CUETO\, ESTACIÓN DE MUESTREO Nº 6",2013-09-04,0.00000,0.00000,0.08000," < 5",499.00000,7.59000,0.00000,0.00000,1.50000,0.25000,43,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003257.csv
N4-13-003247,2020-09-26T22:16:10.087Z,ETAP LLEGADA,2013-09-04,0.00000,0.00000,1.30000,10,502.00000,7.76000,0.00000,0.00000,2.20000,0.00000,11,,,,,,3200,200.00000,140.00000,1.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003247.csv
N4-13-003254,2020-09-26T22:16:10.087Z,FUENTE FRENTE CORMORÁN,2013-09-04,0.00000,0.00000,0.09000," < 5",494.00000,7.68000,0.00000,0.00000,1.40000,0.11000,35,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003254.csv
N4-13-003263,2020-09-26T22:16:10.087Z,GRIFO DEL CONSUMIDOR,2013-09-04,0.00000,0.00000,0.13000," < 5",503.00000,7.57000,0.00000,0.00000,1.50000,0.53000,34,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003263.csv
N4-13-003262,2020-09-26T22:16:10.087Z,MALIAÑO,2013-09-04,0.00000,0.00000,0.10000," < 5",522.00000,7.36000,0.00000,0.00000,1.50000,0.97000,39,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003262.csv
N4-13-003261,2020-09-26T22:16:10.087Z,MURIEDAS,2013-09-04,0.00000,0.00000,0.11000," < 5",520.00000,7.34000,0.00000,0.00000,1.50000,0.99000,39,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003261.csv
N4-13-003256,2020-09-26T22:16:10.087Z,"PALACIO DE LA MAGDALENA\, ESTACIÓN DE MUESTREO Nº 2",2013-09-04,0.00000,0.00000,0.08000," < 5",473.00000,7.51000,0.00000,0.00000,1.50000,0.31000,37,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003256.csv
N4-13-003259,2020-09-26T22:16:10.087Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 3",2013-09-04,0.00000,0.00000,0.07000," < 5",523.00000,7.50000,0.00000,0.00000,1.50000,0.45000,42,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003259.csv
N4-13-003252,2020-09-26T22:16:10.087Z,SALIDA DE LA ETAP,2013-09-04,0.00000,0.00000,0.12000," < 5",524.00000,7.36000,0.00000,0.00000,1.50000,1.00000,39,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003252.csv
N4-13-003258,2020-09-26T22:16:10.087Z,"SAN ROMÁN\, ESTACIÓN DE MUESTREO Nº 1",2013-09-04,0.00000,0.00000,0.05000," < 5",524.00000,7.49000,0.00000,0.00000,1.50000,0.26000,47,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003258.csv
N4-13-003242,2020-09-26T22:16:10.087Z,"CUENCO Nº 1\, DEPÓSITO DE PRONILLO",2013-09-03,0.00000,0.00000,0.11000," < 5",500.00000,7.63000,0.00000,0.00000,1.40000,0.50000,44,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003242.csv
N4-13-003238,2020-09-26T22:16:10.087Z,"CUETO\, ESTACIÓN DE MUESTREO Nº 6",2013-09-03,0.00000,0.00000,0.10000," < 5",495.00000,7.67000,0.00000,0.00000,1.40000,0.30000,49,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003238.csv
N4-13-003227,2020-09-26T22:16:10.087Z,ETAP LLEGADA,2013-09-03,0.00000,0.00000,1.23000,10,539.00000,7.83000,0.00000,0.00000,2.00000,0.00000,8,,,,,,2800,200.00000,60.00000,1.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003227.csv
N4-13-003236,2020-09-26T22:16:10.087Z,FUENTE PARQUE MARIA BLANCHARD,2013-09-03,0.00000,0.00000,0.16000," < 5",514.00000,7.58000,0.00000,0.00000,1.50000,0.67000,48,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003236.csv
N4-13-003244,2020-09-26T22:16:10.087Z,GRIFO DEL CONSUMIDOR,2013-09-03,0.00000,0.00000,0.11000," < 5",503.00000,7.67000,0.00000,0.00000,1.50000,0.28000,47,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003244.csv
N4-13-003243,2020-09-26T22:16:10.087Z,HERRERA,2013-09-03,0.00000,0.00000,0.18000," < 5",565.00000,7.13000,0.00000,0.00000,1.40000,0.94000,29,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003243.csv
N4-13-003237,2020-09-26T22:16:10.087Z,MONTE,2013-09-03,0.00000,0.00000,0.12000," < 5",505.00000,7.58000,0.00000,0.00000,1.40000,0.60000,48,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003237.csv
N4-13-003235,2020-09-26T22:16:10.087Z,"PALACIO DE LA MAGDALENA\, ESTACIÓN DE MUESTREO Nº 2",2013-09-03,0.00000,0.00000,0.27000," < 5",488.00000,7.53000,0.00000,0.00000,1.40000,0.21000,44,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003235.csv
