Número;Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Nº Finca;Tipo de Reserva;Número de Plazas;Longitud;Latitud;Direccion
121;440718,1;4472592,85;41813;02  ARGANZUELA;02-06 PALOS DE MOGUER;SANTA MARIA DE LA CABEZA, PASEO, DE;58;BiciMAD;24;-3.6986046;40.4018356;SANTA MARIA DE LA CABEZA, PASEO, DE, 58, Plazas: 24
122;440941,06;4475664,68;41813;07  CHAMBERÍ;07-04 ALMAGRO;SANTA ENGRACIA, CALLE, DE;16;BiciMAD;24;-3.6962626;40.429524;SANTA ENGRACIA, CALLE, DE, 16, Plazas: 24
123;439482,59;4475800,04;41813;07  CHAMBERÍ;07-01 GAZTAMBIDE;GUZMAN EL BUENO, CALLE, DE;2;BiciMAD;24;-3.7134685;40.4306386;GUZMAN EL BUENO, CALLE, DE, 2, Plazas: 24
124;440683,01;4475810,28;42186;07  CHAMBERÍ;07-03 TRAFALGAR;MANUEL SILVELA, CALLE, DE;18;BiciMAD;24;-3.6993182;40.4308173;MANUEL SILVELA, CALLE, DE, 18, Plazas: 24
125;441067,49;4476306,28;42186;07  CHAMBERÍ;07-04 ALMAGRO;FERNANDEZ DE LA HOZ, CALLE, DE;29;BiciMAD;24;-3.6948316;40.4353128;FERNANDEZ DE LA HOZ, CALLE, DE, 29, Plazas: 24
126;440480,69;4476228,15;42186;07  CHAMBERÍ;07-03 TRAFALGAR;GENERAL ALVAREZ DE CASTRO, CALLE, DEL;4;BiciMAD;24;-3.7017424;40.4345672;GENERAL ALVAREZ DE CASTRO, CALLE, DEL, 4, Plazas: 24
127;439915,53;4476159,21;42186;07  CHAMBERÍ;07-02 ARAPILES;FERNANDO EL CATOLICO, CALLE, DE;19;BiciMAD;24;-3.7083987;40.4339055;FERNANDO EL CATOLICO, CALLE, DE, 19, Plazas: 24
128;439313,53;4476733,24;42186;07  CHAMBERÍ;07-01 GAZTAMBIDE;CEA BERMUDEZ, CALLE, DE;59;BiciMAD;24;-3.7155506;40.4390329;CEA BERMUDEZ, CALLE, DE, 59, Plazas: 24
128 ampliacion;439301,59;4476734,02;43539;07  CHAMBERÍ;07-01 GAZTAMBIDE;CEA BERMUDEZ, CALLE, DE;59;BiciMAD;3;-3.7156915;40.4390391;CEA BERMUDEZ, CALLE, DE, 59, Plazas: 3
129;440777,63;4476658,85;42186;07  CHAMBERÍ;07-05 RÍOS ROSAS;JOSE ABASCAL, CALLE, DE;33;BiciMAD;24;-3.6982818;40.4384684;JOSE ABASCAL, CALLE, DE, 33, Plazas: 24
130;440489,99;4477022,03;42907;07  CHAMBERÍ;07-05 RÍOS ROSAS;SANTA ENGRACIA, CALLE, DE;129;BiciMAD;20;-3.7017071;40.4417195;SANTA ENGRACIA, CALLE, DE, 129, Plazas: 20
131;440293,7;4477027,45;42186;07  CHAMBERÍ;07-05 RÍOS ROSAS;BRAVO MURILLO, CALLE, DE;44;BiciMAD;24;-3.704022;40.4417543;BRAVO MURILLO, CALLE, DE, 44, Plazas: 24
132;440334,34;4477541,61;42186;07  CHAMBERÍ;07-05 RÍOS ROSAS;SANTA ENGRACIA, CALLE, DE;168;BiciMAD;24;-3.7035911;40.4463889;SANTA ENGRACIA, CALLE, DE, 168, Plazas: 24
133;440637,08;4477625,61;42186;06  TETUÁN;06-02 CUATRO CAMINOS;DULCINEA, CALLE, DE;3;BiciMAD;24;-3.7000292;40.4471673;DULCINEA, CALLE, DE, 3, Plazas: 24
134;441017,45;4477274,01;42186;07  CHAMBERÍ;07-05 RÍOS ROSAS;MARIA DE GUZMAN, CALLE, DE;58;BiciMAD;24;-3.6955114;40.444027;MARIA DE GUZMAN, CALLE, DE, 58, Plazas: 24
135;441237,54;4476990,04;42095;07  CHAMBERÍ;07-05 RÍOS ROSAS;SAN JUAN DE LA CRUZ, PLAZA, DE;S/N;BiciMAD;24;-3.6928901;40.4414845;SAN JUAN DE LA CRUZ, PLAZA, DE, S/N, Plazas: 24
136;441417,02;4477410,33;42186;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;106;BiciMAD;24;-3.6908127;40.4452833;CASTELLANA, PASEO, DE LA, 106, Plazas: 24
137;441885,33;4477430,27;42186;05  CHAMARTÍN;05-01 EL VISO;REPUBLICA ARGENTINA, PLAZA, DE LA;6;BiciMAD;24;-3.6852925;40.4454958;REPUBLICA ARGENTINA, PLAZA, DE LA, 6, Plazas: 24
138;441352,15;4477455,81;42186;07  CHAMBERÍ;07-05 RÍOS ROSAS;CASTELLANA, PASEO, DE LA;frente 108;BiciMAD;24;-3.6915818;40.4456884;CASTELLANA, PASEO, DE LA, frente 108, Plazas: 24
139;441442,67;4476752,13;42186;05  CHAMARTÍN;05-01 EL VISO;JOSE GUTIERREZ ABASCAL, CALLE, DE;S/N;BiciMAD;24;-3.6904495;40.4393558;JOSE GUTIERREZ ABASCAL, CALLE, DE, S/N, Plazas: 24
140;442081,95;4476666,37;42186;05  CHAMARTÍN;05-01 EL VISO;VELAZQUEZ, CALLE, DE;134;BiciMAD;24;-3.6829045;40.438628;VELAZQUEZ, CALLE, DE, 134, Plazas: 24
140 ampliación;442081,16;4476654,37;44007;05  CHAMARTÍN;05-01 EL VISO;VELAZQUEZ, CALLE, DE;134;BiciMAD;3;-3.6829127;40.4385198;VELAZQUEZ, CALLE, DE, 134, Plazas: 3
141;441537,59;4476315,08;42186;07  CHAMBERÍ;07-04 ALMAGRO;CASTELLANA, PASEO, DE LA;43;BiciMAD;12;-3.6892902;40.4354253;CASTELLANA, PASEO, DE LA, 43, Plazas: 12
142;441641,97;4476103,45;42186;04  SALAMANCA;04-06 CASTELLANA;CASTELLANA, PASEO, DE LA;S/N;BiciMAD;24;-3.6880402;40.4335262;CASTELLANA, PASEO, DE LA, S/N, Plazas: 24
143;442474,52;4476217,99;42186;04  SALAMANCA;04-05 LISTA;DIEGO DE LEON, CALLE, DE;54;BiciMAD;24;-3.6782355;40.434616;DIEGO DE LEON, CALLE, DE, 54, Plazas: 24
144;442707,74;4475961,24;42175;04  SALAMANCA;04-05 LISTA;JUAN BRAVO, CALLE, DE;50;BiciMAD;24;-3.6754628;40.4323192;JUAN BRAVO, CALLE, DE, 50, Plazas: 24
145;443050,11;4475675,85;42186;04  SALAMANCA;04-05 LISTA;JOSE ORTEGA Y GASSET, CALLE, DE;87;BiciMAD;24;-3.671401;40.4297717;JOSE ORTEGA Y GASSET, CALLE, DE, 87, Plazas: 24
146;442434,99;4477286,31;42175;05  CHAMARTÍN;05-01 EL VISO;MARIA FRANCISCA, CALLE, DE;1;BiciMAD;18;-3.6787983;40.4442372;MARIA FRANCISCA, CALLE, DE, 1, Plazas: 18
147;442372,1;4477741,71;42186;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;45;BiciMAD;24;-3.6795811;40.4483353;DOCTOR ARCE, AVENIDA, DEL, 45, Plazas: 24
148;442194,78;4478041,13;42186;05  CHAMARTÍN;05-01 EL VISO;SERRANO, CALLE, DE;210;BiciMAD;24;-3.6816993;40.4510203;SERRANO, CALLE, DE, 210, Plazas: 24
149;441672,11;4477914,69;42186;05  CHAMARTÍN;05-01 EL VISO;LA HABANA, PASEO, DE;42;BiciMAD;24;-3.6878512;40.4498448;LA HABANA, PASEO, DE, 42, Plazas: 24
150;441443,38;4477835,19;42186;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;S/N;BiciMAD;24;-3.690541;40.4491125;CASTELLANA, PASEO, DE LA, S/N, Plazas: 24
151;441047,89;4477810,45;42186;06  TETUÁN;06-02 CUATRO CAMINOS;ORENSE, CALLE, DE;10;BiciMAD;24;-3.6952023;40.4488617;ORENSE, CALLE, DE, 10, Plazas: 24
152;440733,5;4478240,82;42186;06  TETUÁN;06-02 CUATRO CAMINOS;GENERAL PERON, AVENIDA, DEL;frente 4;BiciMAD;24;-3.6989497;40.4527163;GENERAL PERON, AVENIDA, DEL, frente 4, Plazas: 24
153;441230,1;4478196,25;42186;06  TETUÁN;06-02 CUATRO CAMINOS;GENERAL PERON, AVENIDA, DEL;frente 36;BiciMAD;24;-3.6930894;40.45235;GENERAL PERON, AVENIDA, DEL, frente 36, Plazas: 24
154;441097,89;4478466,69;42186;06  TETUÁN;06-02 CUATRO CAMINOS;ORENSE, CALLE, DE;36;BiciMAD;24;-3.6946736;40.4547769;ORENSE, CALLE, DE, 36, Plazas: 24
155;440575,2;4478749,38;42186;06  TETUÁN;06-02 CUATRO CAMINOS;SAN GERMÁN, CALLE, DE;55;BiciMAD;24;-3.700864;40.4572863;SAN GERMÁN, CALLE, DE, 55, Plazas: 24
156;441385,88;4478959,93;42186;06  TETUÁN;06-03 CASTILLEJOS;SOR ANGELA DE LA CRUZ, CALLE, DE;2;BiciMAD;24;-3.6913229;40.4592406;SOR ANGELA DE LA CRUZ, CALLE, DE, 2, Plazas: 24
157;441554,84;4478963,2;42186;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;CASTELLANA, PASEO, DE LA;S/N;BiciMAD;24;-3.6893305;40.459282;CASTELLANA, PASEO, DE LA, S/N, Plazas: 24
158;441946,46;4478886,67;42186;05  CHAMARTÍN;05-04 HISPANOAMÉRICA;ALBERTO ALCOCER, AVENIDA, DE;22 A;BiciMAD;24;-3.6847049;40.45862;ALBERTO ALCOCER, AVENIDA, DE, 22 A, Plazas: 24
159;442024,96;4478401,51;42186;05  CHAMARTÍN;05-04 HISPANOAMÉRICA;LA HABANA, PASEO, DE;63;BiciMAD;24;-3.6837348;40.4542549;LA HABANA, PASEO, DE, 63, Plazas: 24
160;442632,03;4478722,9;42186;05  CHAMARTÍN;05-04 HISPANOAMÉRICA;COLOMBIA, CALLE, DE;7;BiciMAD;24;-3.6766048;40.4571923;COLOMBIA, CALLE, DE, 7, Plazas: 24
161;438745,93;4474862,31;42186;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;FLORIDA, PASEO, DE LA;8;BiciMAD;24;-3.7220624;40.4221372;FLORIDA, PASEO, DE LA, 8, Plazas: 24
161 ampliacion;438754,04;4474853,3;43355;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;FLORIDA, PASEO, DE LA;6;BiciMAD;3;-3.7219659;40.4220566;FLORIDA, PASEO, DE LA, 6, Plazas: 3
162;439688,47;4472787,76;42186;02  ARGANZUELA;02-02 ACACIAS;OLMOS, PASEO, DE LOS;28;BiciMAD;24;-3.7107559;40.4035176;OLMOS, PASEO, DE LOS, 28, Plazas: 24
163;440055,04;4472797,85;42186;02  ARGANZUELA;02-02 ACACIAS;ESPERANZA, PASEO, DE LA;2 A;BiciMAD;21;-3.7064372;40.4036349;ESPERANZA, PASEO, DE LA, 2 A, Plazas: 21
164;441063,58;4472068,5;42186;02  ARGANZUELA;02-05 DELICIAS;DELICIAS, PASEO, DE LAS;94;BiciMAD;24;-3.6944851;40.3971366;DELICIAS, PASEO, DE LAS, 94, Plazas: 24
165;440794,37;4471598,57;43718;02  ARGANZUELA;02-03 CHOPERA;CHOPERA, PASEO, DE LA;frente 49;BiciMAD;27;-3.6976134;40.3928841;CHOPERA, PASEO, DE LA, frente 49, Plazas: 27
166;439478,68;4473946,37;42544;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;21;BiciMAD;24;-3.7133382;40.4139396;SEGOVIA, CALLE, DE, 21, Plazas: 24
167;439113,04;4473926,4;42877;02  ARGANZUELA;02-01 IMPERIAL;SEGOVIA, CALLE, DE;47 A;BiciMAD;24;-3.7176456;40.4137331;SEGOVIA, CALLE, DE, 47 A, Plazas: 24
168;440948,66;4472895,98;43752;02  ARGANZUELA;02-06 PALOS DE MOGUER;SANTA MARIA DE LA CABEZA, PASEO, DE;frente 32;BiciMAD;24;-3.6959159;40.4045828;SANTA MARIA DE LA CABEZA, PASEO, DE, frente 32, Plazas: 24
169;439424,51;4472574,58;43699;02  ARGANZUELA;02-02 ACACIAS;TOLEDO, CALLE, DE;181;BiciMAD;24;-3.713846;40.401578;TOLEDO, CALLE, DE, 181, Plazas: 24
170;440225,41;4472515,53;43649;02  ARGANZUELA;02-02 ACACIAS;ESPERANZA, PASEO, DE LA;21;BiciMAD;24;-3.704403;40.4011039;ESPERANZA, PASEO, DE LA, 21, Plazas: 24
171;440729,75;4472362,64;43649;02  ARGANZUELA;02-05 DELICIAS;EMBAJADORES, CALLE, DE;97;BiciMAD;24;-3.6984459;40.3997626;EMBAJADORES, CALLE, DE, 97, Plazas: 24
172;441146,63;4472482,09;43740;02  ARGANZUELA;02-06 PALOS DE MOGUER;BUSTAMANTE, CALLE, DE;1;BiciMAD;24;-3.6935448;40.4008683;BUSTAMANTE, CALLE, DE, 1, Plazas: 24
173;440396,07;4472189,13;43699;02  ARGANZUELA;02-02 ACACIAS;ESPERANZA, PASEO, DE LA;59;BiciMAD;24;-3.7023615;40.3981757;ESPERANZA, PASEO, DE LA, 59, Plazas: 24
174;440054,62;4472107,63;43718;02  ARGANZUELA;02-02 ACACIAS;YESERIAS, PASEO, DE LAS;8;BiciMAD;27;-3.7063771;40.397417;YESERIAS, PASEO, DE LAS, 8, Plazas: 27
175;440738,79;4471974,72;43641;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;30;BiciMAD;21;-3.6983033;40.3962687;JAIME EL CONQUISTADOR, CALLE, DE, 30, Plazas: 21
176;441133,61;4471746,54;43634;02  ARGANZUELA;02-05 DELICIAS;ALICANTE, CALLE, DE;3;BiciMAD;24;-3.6936302;40.3942411;ALICANTE, CALLE, DE, 3, Plazas: 24
177;441092,45;4471442,79;43634;02  ARGANZUELA;02-05 DELICIAS;BOLIVAR, CALLE, DE;3;BiciMAD;24;-3.694087;40.3915019;BOLIVAR, CALLE, DE, 3, Plazas: 24
178;442391,73;4472711,75;43881;03  RETIRO;03-01 PACÍFICO;LEON GIL DE PALACIO, CALLE, DE;1;BiciMAD;24;-3.6788939;40.4030242;LEON GIL DE PALACIO, CALLE, DE, 1, Plazas: 24
179;443221,91;4472140,39;43738;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;M-30, AUTOVIA;S/N;BiciMAD;24;-3.6690602;40.3979341;M-30, AUTOVIA, S/N, Plazas: 24
180;442636,16;4471722,03;43719;02  ARGANZUELA;02-07 ATOCHA;RETAMA, CALLE, DE LA;5;BiciMAD;24;-3.6759244;40.3941252;RETAMA, CALLE, DE LA, 5, Plazas: 24
181;442595,87;4474391,99;43634;03  RETIRO;03-04 IBIZA;IBIZA, CALLE, DE;18;BiciMAD;27;-3.67664;40.4181748;IBIZA, CALLE, DE, 18, Plazas: 27
182;443541,21;4474444,72;43612;03  RETIRO;03-03 ESTRELLA;ALCALDE SAINZ DE BARANDA, CALLE, DEL;90;BiciMAD;24;-3.6655023;40.4187145;ALCALDE SAINZ DE BARANDA, CALLE, DEL, 90, Plazas: 24
183;443212,07;4475215,51;43678;04  SALAMANCA;04-02 GOYA;HERMOSILLA, CALLE, DE;135;BiciMAD;24;-3.6694506;40.4256358;HERMOSILLA, CALLE, DE, 135, Plazas: 24
184;443563,66;4475253,54;43678;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, PASEO, DEL;24;BiciMAD;24;-3.6653095;40.4260023;MARQUES DE ZAFRA, PASEO, DEL, 24, Plazas: 24
185;443883,24;4475147,45;43678;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, GLORIETA, DEL;frente 4;BiciMAD;24;-3.661533;40.4250682;MARQUES DE ZAFRA, GLORIETA, DEL, frente 4, Plazas: 24
186;442466,16;4475602,3;43738;04  SALAMANCA;04-05 LISTA;GENERAL PARDIÑAS, CALLE, DEL;56;BiciMAD;24;-3.6782783;40.429069;GENERAL PARDIÑAS, CALLE, DEL, 56, Plazas: 24
187;443691,7;4475711,36;43655;04  SALAMANCA;04-03 FUENTE DEL BERRO;ALEJANDRO GONZALEZ, CALLE, DE;1;BiciMAD;24;-3.6638407;40.4301353;ALEJANDRO GONZALEZ, CALLE, DE, 1, Plazas: 24
188;444111,11;4475822,61;43720;15  CIUDAD LINEAL;15-01 VENTAS;DAROCA, AVENIDA, DE;2;BiciMAD;27;-3.6589062;40.4311658;DAROCA, AVENIDA, DE, 2, Plazas: 27
189;444399,55;4476248,37;43759;15  CIUDAD LINEAL;15-04 CONCEPCIÓN;VIRGEN DE LA ALEGRIA, CALLE, DE LA;18;BiciMAD;24;-3.6555431;40.4350206;VIRGEN DE LA ALEGRIA, CALLE, DE LA, 18, Plazas: 24
190;442030,24;4476194,79;43678;04  SALAMANCA;04-06 CASTELLANA;VELAZQUEZ, CALLE, DE;91;BiciMAD;24;-3.6834711;40.4343761;VELAZQUEZ, CALLE, DE, 91, Plazas: 24
191;442830,66;4476215,36;43700;04  SALAMANCA;04-04 GUINDALERA;ALONSO HEREDIA, CALLE, DE;1;BiciMAD;18;-3.6740365;40.4346168;ALONSO HEREDIA, CALLE, DE, 1, Plazas: 18
192;443049,28;4475907,11;43634;04  SALAMANCA;04-04 GUINDALERA;TOREROS, AVENIDA, DE LOS;3;BiciMAD;27;-3.6714315;40.431855;TOREROS, AVENIDA, DE LOS, 3, Plazas: 27
193;443540,74;4475977,26;43634;04  SALAMANCA;04-04 GUINDALERA;TOREROS, AVENIDA, DE LOS;47;BiciMAD;24;-3.665644;40.4325204;TOREROS, AVENIDA, DE LOS, 47, Plazas: 24
194;442564,99;4476503,98;43738;04  SALAMANCA;04-04 GUINDALERA;FRANCISCO SILVELA, CALLE, DE;86;BiciMAD;24;-3.6771947;40.4371986;FRANCISCO SILVELA, CALLE, DE, 86, Plazas: 24
195;442711,2;4476730,39;43738;05  CHAMARTÍN;05-02 PROSPERIDAD;PADRE INDALECIO HERNANDEZ, CALLE, DEL;1;BiciMAD;24;-3.6754913;40.4392483;PADRE INDALECIO HERNANDEZ, CALLE, DEL, 1, Plazas: 24
196;442749,2;4477268,2;43759;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;SUERO DE QUIÑONES, CALLE, DE;2;BiciMAD;24;-3.6750918;40.4440957;SUERO DE QUIÑONES, CALLE, DE, 2, Plazas: 24
197;442506,78;4478097,54;43678;05  CHAMARTÍN;05-01 EL VISO;CONCHA ESPINA, AVENIDA, DE;S/N;BiciMAD;24;-3.6780252;40.4515501;CONCHA ESPINA, AVENIDA, DE, S/N, Plazas: 24
198;441342,11;4476060,39;43752;07  CHAMBERÍ;07-04 ALMAGRO;RUBEN DARIO, GLORIETA, DE;2;BiciMAD;24;-3.6915713;40.4331172;RUBEN DARIO, GLORIETA, DE, 2, Plazas: 24
199;439369,52;4476210,1;43641;07  CHAMBERÍ;07-01 GAZTAMBIDE;FERNANDO EL CATOLICO, CALLE, DE;61;BiciMAD;27;-3.7148406;40.4343244;FERNANDO EL CATOLICO, CALLE, DE, 61, Plazas: 27
200;440231,49;4476129,61;43714;07  CHAMBERÍ;07-02 ARAPILES;QUEVEDO, GLORIETA, DE;frente 4;BiciMAD;24;-3.704671;40.4336617;QUEVEDO, GLORIETA, DE, frente 4, Plazas: 24
201;440308,49;4476691,87;43759;07  CHAMBERÍ;07-05 RÍOS ROSAS;JOSE ABASCAL, CALLE, DE;frente al 2;BiciMAD;24;-3.7038161;40.4387323;JOSE ABASCAL, CALLE, DE, frente al 2, Plazas: 24
202;439947,59;4476965,21;43749;07  CHAMBERÍ;07-06 VALLEHERMOSO;SANTANDER, CALLE, DE;S/N;BiciMAD;24;-3.7080969;40.4411686;SANTANDER, CALLE, DE, S/N, Plazas: 24
203;439411,53;4477034,58;43612;07  CHAMBERÍ;07-06 VALLEHERMOSO;GENERAL AMPUDIA, CALLE, DEL;2;BiciMAD;24;-3.7144239;40.4417547;GENERAL AMPUDIA, CALLE, DEL, 2, Plazas: 24
204;440286,36;4477683,16;43678;06  TETUÁN;06-01 BELLAS VISTAS;DOCTOR SANTERO, CALLE, DEL;1;BiciMAD;24;-3.7041702;40.4476606;DOCTOR SANTERO, CALLE, DEL, 1, Plazas: 24
205;440361,85;4478331,04;43634;06  TETUÁN;06-01 BELLAS VISTAS;NAVARRA, CALLE, DE;1;BiciMAD;24;-3.7033408;40.4535024;NAVARRA, CALLE, DE, 1, Plazas: 24
206;440732,11;4479138,12;43720;06  TETUÁN;06-06 BERRUGUETE;MARQUES DE VIANA, CALLE, DEL;5;BiciMAD;24;-3.6990499;40.4607994;MARQUES DE VIANA, CALLE, DEL, 5, Plazas: 24
207;440874,74;4479385,27;43669;06  TETUÁN;06-05 VALDEACEDERAS;AZUCENAS, CALLE, DE LAS;1;BiciMAD;18;-3.6973907;40.463036;AZUCENAS, CALLE, DE LAS, 1, Plazas: 18
208;441615,82;4479765,37;43738;05  CHAMARTÍN;05-06 CASTILLA;CASTELLANA, PASEO, DE LA;S/N;BiciMAD;24;-3.6886852;40.4665125;CASTELLANA, PASEO, DE LA, S/N, Plazas: 24
209;441606,43;4479673,82;43738;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;CASTILLA, PLAZA, DE;9;BiciMAD;24;-3.6887875;40.4656872;CASTILLA, PLAZA, DE, 9, Plazas: 24
210;440392,24;4474584,46;43662;01  CENTRO;01-06 SOL;TRES CRUCES, CALLE, DE LAS;9;BiciMAD;27;-3.702631;40.4197538;TRES CRUCES, CALLE, DE LAS, 9, Plazas: 27
211;440400,99;4474680,19;43697;01  CENTRO;01-05 UNIVERSIDAD;DESENGAÑO, CALLE, DEL;3;BiciMAD;24;-3.7025369;40.4206168;DESENGAÑO, CALLE, DEL, 3, Plazas: 24
212;439193,57;4472197,09;44008;11  CARABANCHEL;11-03 SAN ISIDRO;MARQUES DE VADILLO, GLORIETA, DEL;9;BiciMAD;24;-3.7165313;40.3981605;MARQUES DE VADILLO, GLORIETA, DEL, 9, Plazas: 24
213;440574,99;4471162,08;44089;12  USERA;12-05 MOSCARDÓ;ANTONIO LOPEZ, CALLE, DE;129;BiciMAD;24;-3.7001575;40.3889363;ANTONIO LOPEZ, CALLE, DE, 129, Plazas: 24
