CODIGO;"ZONA VERDE / 
VIA PUBLICA";DISTRITO;DIRECCION;COMPLEMENTO DE DIRECCION ;COORD, X;COORD, Y;SISTEMA DE COORDENADAS;ESTADO;OBSERVACIONES;FECHA DATOS;LONGITUD;LATITUD
FUE_01-06_0000000011;ZV;TETUAN;PARQUE DE LA VENTILLA;PARQUE DE LA VENTILLA;441014,5226;4480557,282;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.958.511;404.736.039
FUE_01-06_0000000012;ZV;TETUAN;PARQUE DE LA VENTILLA;PARQUE DE LA VENTILLA;441214,6275;4480564,141;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.934.912;404.736.799
FUE_01-06_0000000013;ZV;TETUAN;PARQUE DE LA VENTILLA;PARQUE DE LA VENTILLA;441330,1897;4480548,292;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.921.265;404.735.453
FUE_01-06_0000000016;ZV;TETUAN;MARTINEZ;C/ MARTÍNEZ 15;440371,2509;4478939,397;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.032.871;404.589.835
FUE_01-06_0000000017;ZV;TETUAN;PINOS ALTA-GABRIEL PORTADALES;PINOS ALTA-GABRIEL PORTADALES;440754,3358;4479960,389;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.988.645;404.682.084
FUE_01-06_0000000018;ZV;TETUAN;PLAZA DE SAN AMARO;PLAZA DE SAN AMARO;440921,5783;4478527,65;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.967.584;404.553.136
FUE_01-06_0000000020;ZV;TETUAN;AV: PRESIDENTE CARMONA Nº2;JARDINES DE PERÓN;440886,8462;4478276,708;ETRS89 / UTM  Zona 30N;FUERA DE SERVICIO;NO APTA CONSUMO;nov.-19;-36.971.447;404.530.505
FUE_01-06_0000000021;ZV;TETUAN;JARDINES DE PERÓN;JARDINES DE PERÓN;441004,3042;4478227,933;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.957.551;404.526.194
FUE_01-06_0000000023;ZV;TETUAN;AVDA. ASTURIAS,74;AVDA. ASTURIAS-PERGOLAS;440666,7161;4480515,659;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.999.499;404.732.042
FUE_01-06_0000000024;ZV;TETUAN;AVDA. ASTURIAS,74;AVDA. ASTURIAS-PERGOLAS;440663,5598;4480472,609;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.999.831;404.728.162
FUE_01-06_0000000029;ZV;TETUAN;PARQUE AGUSTIN RODRIGUEZ SAHAGUN;PARQUE AGUSTIN RODRIGUEZ SAHAGUN;440176,1284;4480229,858;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-370.571;404.705.944
FUE_01-06_0000000030;ZV;TETUAN;PARQUE AGUSTIN RODRIGUEZ SAHAGUN;PARQUE AGUSTIN RODRIGUEZ SAHAGUN;440238,3087;4480304,984;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.049.836;404.712.756
FUE_01-06_0000000031;ZV;TETUAN;PARQUE AGUSTIN RODRIGUEZ SAHAGUN;PARQUE AGUSTIN RODRIGUEZ SAHAGUN;439773,7169;4480262,579;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.104.597;404.708.601
FUE_01-06_0000000032;ZV;TETUAN;PARQUE AGUSTIN RODRIGUEZ SAHAGUN;PARQUE AGUSTIN RODRIGUEZ SAHAGUN;439873,2;4480226,625;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.092.829;404.705.434
FUE_01-06_0000000033;ZV;TETUAN;PARQUE AGUSTIN RODRIGUEZ SAHAGUN;PARQUE AGUSTIN RODRIGUEZ SAHAGUN;440176,4371;4480317,048;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.057.145;404.713.799
FUE_01-06_0000000035;ZV;TETUAN;MARTIRES DE LA VENTILLA;MARTIRES DE LA VENTILLA;441431,8103;4480222,904;ETRS89 / UTM  Zona 30N;FUERA DE SERVICIO;DEFICIENCIA ESTRUCTURAL;nov.-19;-36.908.978;404.706.212
FUE_01-06_0000000037;ZV;TETUAN;PLAZA REMONTA;PLAZA REMONTA;440870,8705;4479440,466;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.974.415;40.463.533
FUE_01-06_0000000038;ZV;TETUAN;PLAZA DE LADERA;PLAZA DE LADERA;440365,0863;4479890,658;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.034.492;404.675.524
FUE_01-06_0000000040;ZV;TETUAN;PLAZA DE SAN GERMAN;PLAZA DE SAN GERMAN;440808,607;4478773,899;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.981.137;404.575.238
FUE_01-06_0000000041;ZV;TETUAN;PLAZA DE SAN GERMAN;PLAZA DE SAN GERMAN;440761,5806;4478809,945;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.986.717;404.578.452
FUE_01-06_0000000042;ZV;TETUAN;TUDELILLA - SAN ROGELIO;TUDELILLA - SAN ROGELIO;439729,9281;4478121,714;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-3.710.773;404.515.711
FUE_01-06_0000000045;ZV;TETUAN;JARDINES DE NUMANCIA;JARDINES DE NUMANCIA;439634,3642;4478412,382;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.119.276;404.541.827
FUE_01-06_0000000048;ZV;TETUAN;PLAZA C/ PLATANO, 34; C/ DIVINO REDENTOR;440609,8018;4479990,564;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.005.722;404.684.698
FUE_01-06_0000000049;ZV;TETUAN;PLAZA PINOS ALTA- MANUEL MARCHAMALO;PLAZA PINOS ALTA-MANUEL MARCHAMALO;441032,3387;4479674,562;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.955.588;404.656.533
FUE_01-06_0000000050;ZV;TETUAN;PARQUE C/ SIERRA BULLONES, 25;C/ PLÁTANO;440772,4451;4479786,234;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.986.346;404.666.408
FUE_01-06_0000000051;ZV;TETUAN;PARQUE AGUSTIN RODRIGUEZ SAHAGUN;PARQUE AGUSTIN RODRIGUEZ SAHAGUN;439832,1336;4480159,423;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-3.709.761;40.469.935
FUE_01-06_0000000052;VP;TETUAN;AVIADOR ZORITA, Nº 30;;440789,59;4477924,62;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.982.588;404.498.718
FUE_01-06_0000000053;VP;TETUAN;CL BERRUGUETE Nº:66;C/V CALLE SERRALLO;440220,0172;4478995,664;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-3.705.076;404.594.794
FUE_01-06_0000000055;VP;TETUAN;CL ARTISTAS, DE LOS Nº:28;;440560,3535;4477654,139;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.009.367;404.474.189
FUE_01-06_0000000056;VP;TETUAN;CL JUAN DE OLIAS Nº:49;;440702,0785;4478301,309;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.993.259;40.453.259
FUE_01-06_0000000057;VP;TETUAN;AV GENERAL PERON, DEL Nº:1;;440759,475;4478282,274;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.986.472;404.530.915
FUE_01-06_0000000058;VP;TETUAN;CL LERIDA Nº:85;;440696,3791;4478827,664;ETRS89 / UTM  Zona 30N;FUERA DE SERVICIO;DEFICIENCIA ESTRUCTURAL;nov.-19;-36.994.422;404.580.001
FUE_01-06_0000000059;VP;TETUAN;AV DOCTOR FEDERICO RUBIO Y GALI, DEL Nº:42;;439854,8435;4478123,063;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.093.001;404.515.923
FUE_01-06_0000000060;VP;TETUAN;CL ALEJANDRO RODRIGUEZ Nº:15;;439815,5414;4478313,254;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.097.816;404.533.028
FUE_01-06_0000000061;VP;TETUAN;CL ALONSO NUÑEZ Nº:7;;439991,92;4478894,03;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.077.565;404.585.475
FUE_01-06_0000000062;VP;TETUAN;CL ESPERANZA SANCHEZ CARRASCOSA Nº:37;;440439,0316;4479973,627;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.025.848;404.683.051
FUE_01-06_0000000063;VP;TETUAN;CL SIERRA BULLONES Nº:3;;440730,4907;4479706,393;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-3.699.122;404.659.185
FUE_01-06_0000000064;VP;TETUAN;CL MIOSOTIS, DEL Nº:24;;440653,09;4479585,586;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.000.237;404.648.248
FUE_01-06_0000000065;VP;TETUAN;CL BRAVO MURILLO Nº:315;C/BRAVO MURILLO C/V C/ AZUCENAS;440916,465;4479402,1;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.969.001;404.631.906
FUE_01-06_0000000066;VP;TETUAN;CL BRAVO MURILLO Nº:269;C/ BRAVO MURILLO C/V C/ ALGODONALES;440706,3368;4479024,1;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.993.431;404.597.705
FUE_01-06_0000000067;VP;TETUAN;CL HIERBABUENA, DE LA Nº:53;PDTE. REUBICAR EN PASEO DE LA DIRECCIÓN Nº 283;440623,5497;4479301,869;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.003.455;404.622.668
FUE_01-06_0000000068;VP;TETUAN;CL GENERAL PINTOS, DEL Nº:19;;441230,9496;4480238,833;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.932.685;404.707.505
FUE_01-06_0000000069;VP;TETUAN;PLAZA DONOSO Nº:4;;440843,6282;4480063,599;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.978.209;404.691.445
FUE_01-06_0000000071;VP;TETUAN;CL CANTUESO, DEL Nº:93;;440359,1278;4480053,697;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.035.348;404.690.207
FUE_01-06_0000000072;VP;TETUAN;CL JUAN DEL RISCO Nº:50;;440285,1409;4479001,966;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.043.086;404.595.409
FUE_01-06_0000000073;VP;TETUAN;CL CAÑAVERAL 23;;441128,6764;4479811,581;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.944.352;404.668.944
FUE_01-06_0000000074;VP;TETUAN;CL BRAVO MURILLO Nº:188;C/ BRAVO MURILLO C/V C/ MERCEDES;440418,6223;4478450,604;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.026.826;404.545.836
FUE_01-06_0000000075;VP;TETUAN;CL BRAVO MURILLO Nº:144;C/ BRAVO MURILLO C/V C/ JAEN;440360,5686;4477998,75;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.033.247;404.505.089
FUE_01-06_0000000076;VP;TETUAN;CL BRAVO MURILLO Nº:337;C/ BRAVO MURILLO C/V C/ CAPITAN BLANCO ARGIBAY;441032,1005;4479540,12;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.955.492;404.644.422
FUE_01-06_0000000077;VP;TETUAN;CL BRAVO MURILLO, 234;;440623,1741;4478898,022;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.003.122;404.586.287
FUE_01-06_0000000078;VP;TETUAN;CL INFANTA MERCEDES, 59;;440916,1235;4479002,361;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-3.696.867;404.595.896
FUE_01-06_0000000079;VP;TETUAN;CL CAPITÁN BLANCO ARGIBAY, 25;ESQUINA C/ MÜLLER;440799,2566;4479627,879;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.983.036;404.652.162
FUE_01-06_0000000080;VP;TETUAN;CL HERNANI, 18;ESQUINA C/ ISTURIZ;440449,372;4477750,648;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.022.543;404.482.803
FUE_01-06_0000000082;VP;TETUAN;C/ MARQUÉS DE VIANA 58;JUNTO COLEGIO PÚBLICO Y C/ MATADERO;440375,5;4479413,31;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.032.815;404.632.529
FUE_01-07_0000000002;ZV;CHAMBERI;DOMENICO SCARLATTI, 4;;439233,0415;4477010,059;ETRS89 / UTM  Zona 30N;FUERA DE SERVICIO;DEFICIENCIA ESTRUCTURAL;nov.-19;-37.165.261;404.415.208
FUE_01-07_0000000003;ZV;CHAMBERI;PARQUE DE SAN JOSE DE CALASANZ;CALLE JOAQUÍN MARÍA LÓPEZ;439380,576;4476579,264;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.147.454;404.376.507
FUE_01-07_0000000004;ZV;CHAMBERI;TENIENTE ALCALDE PEREZ PILLADO ;;440040,3559;4476885,378;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.069.956;404.404.562
FUE_01-07_0000000006;ZV;CHAMBERI;PO CASTELLANA, DE LA Nº:11;;441466,9027;4475432,033;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.900.423;404.274.654
FUE_01-07_0000000007;ZV;CHAMBERI;PO CASTELLANA, DE LA Nº:19;;441497,1641;4475576,983;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.896.989;404.287.733
FUE_01-07_0000000008;ZV;CHAMBERI;PO CASTELLANA, DE LA Nº:25;;441522,4653;4475701,103;ETRS89 / UTM  Zona 30N;FUERA DE SERVICIO;NO APTA CONSUMO;nov.-19;-3.689.412;404.298.932
FUE_01-07_0000000009;ZV;CHAMBERI;PO CASTELLANA, DE LA Nº:37;;441581,2801;4476181,615;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.887.629;404.342.261
FUE_01-07_0000000010;ZV;CHAMBERI;PO CASTELLANA, DE LA Nº:31;;441565,6472;4475900,484;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.889.213;404.316.923
FUE_01-07_0000000011;ZV;CHAMBERI;PO CASTELLANA, DE LA Nº:51;;441451,9342;4476495,878;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.903.168;40.437.048
FUE_01-07_0000000013;ZV;CHAMBERI;PO CASTELLANA, DE LA Nº:61;;441359,9876;4476763,371;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.914.254;404.394.512
FUE_01-07_0000000014;ZV;CHAMBERI;PLAZA DE OLAVIDE;;440531,5638;4476011,097;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.011.223;404.326.156
FUE_01-07_0000000016;ZV;CHAMBERI;PARQUE ENRIQUE HERREROS;;440250,5529;4476717,224;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.045.016;404.389.565
FUE_01-07_0000000017;VP;CHAMBERI;PLAZA SAN JUAN DE LA CRUZ Nº:4;;441123,5008;4476945,075;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.942.305;404.410.714
FUE_01-07_0000000018;VP;CHAMBERI;PLAZA DEL CONDE DEL VALLE DE SÚCHIL, 2;JUNTO A ESTACIÓN DE BICIMAD;440003,8938;4475758,222;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.073.192;404.302.996
FUE_01-07_0000000019;VP;CHAMBERI;PLAZA CHAMBERÍ S/N;PSO. EDUARDO DATO C/V STA. ENGRACIA;440858,7219;4475995,893;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-3.697.264;404.325.019
FUE_01-07_0000000020;VP;CHAMBERI;CL GARCÍA DE PAREDES, 21;;440553,1988;4476487,719;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.009.118;404.369.107
FUE_01-07_0000000021;VP;CHAMBERI;CALLE PONZANO, 108;CV RAIMUNDO FDEZ VILLAVERDE;440756,59;4477524,93;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.986.106;404.462.689
FUE_01-07_0000000022;VP;CHAMBERI;GLORIETA DE BILBAO Nº 5;CV CALLE LUCHANA;440472,47;4475637,17;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.017.839;404.292.428
FAM_01-07_0000000023;ZV;CHAMBERI;CALLE BLASCO DE GARAY 31;C/V MELÉNDEZ VALDÉS (Jardines Concejal Alejandro Muñoz Revenga);4476072,27;439630,3;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;Error;Error
FAM_01-07_0000000024;VP;CHAMBERI;GLORIETA RUIZ JIMENEZ 4;C/V SAN BERNARDO;4475720,52;440154,42;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;Error;Error
FAM_01-07_0000000025;VP;CHAMBERI;GLORIETA QUEVEDO 6;C/V BRAVO MURILLO;4476162,24;440249,01;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;Error;Error
FAM_01-07_0000000026;VP;CHAMBERI;GLORIETA PINTOR SOROLLA 1;C/V SANTA ENGRACIA 71;4476239,03;440732,83;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;Error;Error
FAM_01-07_0000000027;VP;CHAMBERI;CALLE RUBEN DARIO 5;C/V ALMAGRO;4476012,35;441364,71;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;Error;Error
FAM_01-07_0000000028;VP;CHAMBERI;CALLE BRETON DE LOS HERREROS 46;C/V FERNÁNDEZ DE LA HOZ;4476751,74;441097,21;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;Error;Error
FAM_01-07_0000000029;VP;CHAMBERI;GLORIETA CUATRO CAMINOS 1;C/V BRAVO MURILLO;4477559,89;440295,73;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;Error;Error
FAM_01-07_0000000030;ZV;CHAMBERI;AVENIDA REINA VICTORIA 55;C/V GUZMÁN EL BUENO;4477540,68;439589,95;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;Error;Error
FUE_03-08_0000000001;ZV;FUENCARRAL-EL PARDO;PARQUE GABRIELA MISTRAL;C/ROSALÍA DE CASTRO Nº65;437759,5369;4481789,464;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.343.681;404.844.662
FUE_03-08_0000000002;ZV;FUENCARRAL-EL PARDO;PARQUE GABRIELA MISTRAL;C/GABRIELA MISTRAL 10.JUNTO A JUEGOS INFANTILES;437513,7513;4481455,076;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.372.349;404.814.356
FUE_03-08_0000000003;ZV;FUENCARRAL-EL PARDO;A.V.C. LAS TABLAS;C/ PORTOMARIN, 21;443432,2386;4484851,356;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.677.145;40.512.455
FUE_03-08_0000000004;ZV;FUENCARRAL-EL PARDO;AVDA MONTECARMELO, 10 ;DETRÁS DEL CEMENTERIO;440420,3714;4484468,585;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.032.275;40.508.796
FUE_03-08_0000000005;ZV;FUENCARRAL-EL PARDO;A.V.C. MONTECARMELO;C/MONASTERIO DE ARLANZA  Nº 8;441487,1115;4484499,981;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.906.404;405.091.547
FUE_03-08_0000000006;ZV;FUENCARRAL-EL PARDO;A.V.C. MONTECARMELO;AVDA. SANTUARIO DE VALVERDE Nº6;439830,0491;4484123,371;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.101.618;405.056.435
FUE_03-08_0000000008;ZV;FUENCARRAL-EL PARDO;A.V.C. LAS TABLAS;C/PALAS DE REY Nº5;443959,6463;4483813,383;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.613.976;405.031.402
FUE_03-08_0000000009;ZV;FUENCARRAL-EL PARDO;A.V.C. LAS TABLAS;C/PALAS DE REY Nº5;443952,9451;4483781,233;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.614.738;405.028.501
FUE_03-08_0000000010;ZV;FUENCARRAL-EL PARDO;A.V.C. LAS TABLAS;SIERRA DE ATAPUERCA, 49;443750,158;4484422,769;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-3.663.924;405.086.157
FUE_03-08_0000000011;ZV;FUENCARRAL-EL PARDO;A.V.C. ARROYOFRESNO;AVDA MONASTERIO DE SILOS CON AVDA VENTISQUERO DE LA CONDESA;439046,1368;4483150,656;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.193.197;404.968.238
FUE_03-08_0000000012;ZV;FUENCARRAL-EL PARDO;PARQUE DEL PUEBLO DE EL PARDO;;434446,8682;4485509,632;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.738.356;405.177.233
FUE_03-08_0000000015;ZV;FUENCARRAL-EL PARDO;PEÑAGRANDE ZONA 4-2;C/GABRIELA MISTRAL Nº4;437580,8744;4481289,374;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.364.268;404.799.479
FUE_03-08_0000000017;ZV;FUENCARRAL-EL PARDO;A.V.C. FUENTELARREINA;C/ARROYOFRESNCO CV C/ GAVILANES;437323,5559;4481182,366;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.394.517;404.789.646
FUE_03-08_0000000019;ZV;FUENCARRAL-EL PARDO;PARQUE FUENTELARREINA;;438030,3456;4481702,92;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.311.646;404.837.069
FUE_03-08_0000000020;ZV;FUENCARRAL-EL PARDO;PARQUE FUENTELARREINA;CALLE ALFONSO RODRIGUEZ CASTELAO 21;437966,27;4481516,06;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.319.023;404.820.188
FUE_03-08_0000000025;ZV;FUENCARRAL-EL PARDO;PARQUE RAMÓN GOMEZ DE LA SERNA;C/RAMÓN GÓMEZ DE LA SERNA Nº 75 .EN PLATAFORMA SUPERIOR;438290,8008;4481671,737;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.280.888;404.834.454
FUE_03-08_0000000026;ZV;FUENCARRAL-EL PARDO;PARQUE RAMÓN GOMEZ DE LA SERNA;C/RAMÓN GÓMEZ DE LA SERNA Nº 75. JUNTO A JUEGOS INFANTILES;438279,4391;4481692,737;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.282.249;404.836.338
FUE_03-08_0000000027;ZV;FUENCARRAL-EL PARDO;Z.V. JULIO CALVO;C/JULIO CALVO  Nº 16;438749,1229;4481519,47;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.226.669;404.821.077
FUE_03-08_0000000029;ZV;FUENCARRAL-EL PARDO;"E.D. 8-4 ""LACOMA""";C/RAMÓN GÓMEZ DE LA SERNA Nº 25;438779,9259;4481658,331;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.223.169;404.833.608
FUE_03-08_0000000030;ZV;FUENCARRAL-EL PARDO;Z.V. LA COMA;C/VALLE DE LOS PINARES LLANOS Nº 60;438551,9861;4481865,555;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.250.261;404.852.108
FUE_03-08_0000000031;ZV;FUENCARRAL-EL PARDO;PZA. VALLE DE LA JAROSA;;438701,6558;4482144,594;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.232.873;404.877.354
FUE_03-08_0000000034;ZV;FUENCARRAL-EL PARDO;PARQUE VALLE DE ENMEDIO Y ALREDEDORES;C/VALLE DE ENMEDIO Nº65;438795,0941;4482246,674;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.221.948;404.886.619
FUE_03-08_0000000035;ZV;FUENCARRAL-EL PARDO;PARQUE VALLE DE ENMEDIO Y ALREDEDORES;C/PEÑA DEL CUERVO Nº21;439013,6475;4482197,901;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.196.114;404.882.387
FUE_03-08_0000000036;ZV;FUENCARRAL-EL PARDO;PARC. NOROESTE;;438941,4432;4481339,787;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.203.807;404.805.032
FUE_03-08_0000000037;ZV;FUENCARRAL-EL PARDO;PARC. NOROESTE;;439006,234;4481360,236;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.196.183;404.806.922
FUE_03-08_0000000038;ZV;FUENCARRAL-EL PARDO;PARC. NOROESTE;C/ISLA TAVIRA Nº 14;439129,597;4481442,915;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.181.708;404.814.461
FUE_03-08_0000000039;ZV;FUENCARRAL-EL PARDO;PARC. NOROESTE;C/FERMÍN CABALLERO Nº 87;439041,4178;4481245,375;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.191.921;404.796.601
FUE_03-08_0000000040;ZV;FUENCARRAL-EL PARDO;PARQUE DE LA SUPERMANZANA 5;PZA. VILLAFRANCA DE LOS BARROS CV C/SANTIAGO DE COMPOSTELA;439721,4744;4481413,777;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.111.855;404.812.267
FUE_03-08_0000000041;ZV;FUENCARRAL-EL PARDO;PZA. DE LA CAROLINA;;439377,8222;4481512,742;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.152.491;404.820.932
FUE_03-08_0000000042;ZV;FUENCARRAL-EL PARDO;BETANZOS - FERMIN CABALLERO;AVDA. DE BETANZOS  Nº60;439508,1466;4481410,69;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.137.018;404.811.834
FUE_03-08_0000000044;ZV;FUENCARRAL-EL PARDO;SUPERMANZANA 6 Bº PILAR C/A. LOPEZ AGUADO;C/ARZOBISPO MORCILLO CV C/PEDRO RICO;440701,2417;4481624,466;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.996.464;404.831.953
FUE_03-08_0000000045;ZV;FUENCARRAL-EL PARDO;POL. MANILA Y POL. CLAUDIETA;C/ARZOBISPO MORCILLO N º25;440932,5477;4481430,992;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.968.994;404.814.688
FUE_03-08_0000000046;ZV;FUENCARRAL-EL PARDO;DOCTOR RAMON CASTROVIEJO, 3;GTA JOSE FRANCISCO DE ISLA;439539,2182;4481271,649;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-3.713.322;404.799.331
FUE_03-08_0000000047;ZV;FUENCARRAL-EL PARDO;AVDA. DE BETANZOS,77;GTA JOSE FRANCISCO DE ISLA;439523,6616;4481311,839;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.135.094;40.480.294
FUE_03-08_0000000048;ZV;FUENCARRAL-EL PARDO;AVDA. DE LA ILUSTRACIÓN;C/SANTIAGO DE COMPOSTELA C/V AVDA. DE BETANZOS;439660,6153;4481359,818;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.118.982;404.807.362
