COD_TIPO_DATO;TIPO_DATO;IDENTIFICADOR_MINT;COD_NDP;DIRECCION_COMPLETA;DIRECCION AUXILIAR;COD_VIAL;CLASE_VIAL;PARTICULAS_VIAL;NOMBRE_VIAL;TIPO_NÚMERO;NÚMERO;COD_BARRIO;BARRIO;COD_DISTRITO;DISTRITO;UTMX;UTMY;LATITUD;LONGITUD;DÍA SEMANA;TURNO;HORA INICIO;HORA FINAL;DIRRECCIONHORA
;Punto Limpio Móvil;;;calle  Méndez Álvaro, 44 edficio Repsol;edficio Repsol;;calle;;Méndez Álvaro;;44;;;02;ARGANZUELA;441966,39;4472215,35;40.3985229910894;-3.68386081508759;JUEVES;MAÑANA;7:00;8:30;calle  Méndez Álvaro, 44 edficio Repsol (JUEVES MAÑANA 7:00- 8:30)
;Punto Limpio Móvil;;;calle  Bustamante , 16 Edificio Ayuntamiento de Madrid;Edificio Ayuntamiento de Madrid;;calle;;Bustamante ;;16;;;02;ARGANZUELA;441594,58;4472433,27;40.4004601355331;-3.68826187102883;JUEVES;MAÑANA;8:45;10:15;calle  Bustamante , 16 Edificio Ayuntamiento de Madrid (JUEVES MAÑANA 8:45- 10:15)
;Punto Limpio Móvil;;;calle  Alcalde Sainz de Baranda , 92 frente. (Fachada Parque Fuente del Berro).;frente. (Fachada Parque Fuente del Berro).;;calle;;Alcalde Sainz de Baranda ;;92;;;04;SALAMANCA;443788,85;4474709,95;40.4211207544295;-3.66260692996813;JUEVES;MAÑANA;10:30;12:00;calle  Alcalde Sainz de Baranda , 92 frente. (Fachada Parque Fuente del Berro). (JUEVES MAÑANA 10:30- 12:00)
;Punto Limpio Móvil;;;calle  Albarracín, , 35 Edificio Ayuntamiento de Madrid;Edificio Ayuntamiento de Madrid;;calle;;Albarracín, ;;35;;;20;SAN BLAS-CANILLEJAS;446527,99;4475878,75;40.4318305270171;-3.63041864358532;JUEVES;MAÑANA;12:15;13:45;calle  Albarracín, , 35 Edificio Ayuntamiento de Madrid (JUEVES MAÑANA 12:15- 13:45)
;Punto Limpio Móvil;;;calle  Ribera del Sena, 21 esquina con Estrasburgo Edificio Ayuntamiento de Madrid;esquina con Estrasburgo Edificio Ayuntamiento de Madrid;;calle;;Ribera del Sena;;21;;;21;BARAJAS;447632,56;4479217,25;40.4619759490284;-3.61767209392875;JUEVES;TARDE;14:00;15:30;calle  Ribera del Sena, 21 esquina con Estrasburgo Edificio Ayuntamiento de Madrid (JUEVES TARDE 14:00- 15:30)
;Punto Limpio Móvil;;;calle  Abelias, 1 esquina Avda. Arces ;esquina Avda. Arces ;;calle;;Abelias;;1;;;16;HORTALEZA;447020,91;4478148,67;40.4523108158298;-3.62479689737055;JUEVES;TARDE;15:45;17:15;calle  Abelias, 1 esquina Avda. Arces  (JUEVES TARDE 15:45- 17:15)
;Punto Limpio Móvil;;;Paseo  Alameda de Osuna, , 50 ;;;Paseo;;Alameda de Osuna, ;;50;;;21;BARAJAS;449316,50;4478388,17;40.4546115269435;-3.59774492487677;JUEVES;TARDE;17:30;19:00;Paseo  Alameda de Osuna, , 50  (JUEVES TARDE 17:30- 19:00)
;Punto Limpio Móvil;;;Avenida  Logroño , 160-162 Entrada Residencial El Capricho;Entrada Residencial El Capricho;;Avenida;;Logroño ;;160-162;;;21;BARAJAS;450664,16;4480634,97;40.4749331667577;-3.58202653065271;JUEVES;TARDE;19:15;20:45;Avenida  Logroño , 160-162 Entrada Residencial El Capricho (JUEVES TARDE 19:15- 20:45)
;Punto Limpio Móvil;;;Paseo  Florida, 12  (farola 13); (farola 13);;Paseo;;Florida;;12;;;09;MONCLOA-ARAVACA;438687,94;4474941,28;40.4228444553487;-3.72275349491946;SÁBADO;TARDE;19:15;20:45;Paseo  Florida, 12  (farola 13) (SÁBADO TARDE 19:15- 20:45)
;Punto Limpio Móvil;;;Avenida  Principal, 4-6  Acceso Pabellón Cubo de la Pipa- Casa de Campo; Acceso Pabellón Cubo de la Pipa- Casa de Campo;;Avenida;;Principal;;4-6;;;09;MONCLOA-ARAVACA;437292,70;4473802,24;40.4124795455108;-3.7390871636404;LUNES;TARDE;12:15;13:45;Avenida  Principal, 4-6  Acceso Pabellón Cubo de la Pipa- Casa de Campo (LUNES TARDE 12:15- 13:45)
