COD_TIPO_DATO;TIPO_DATO;IDENTIFICADOR_MINT;COD_NDP;DIRECCION_COMPLETA;DIRECCION AUXILIAR;COD_VIAL;CLASE_VIAL;PARTICULAS_VIAL;NOMBRE_VIAL;TIPO_NÚMERO;NÚMERO;COD_BARRIO;BARRIO;COD_DISTRITO;DISTRITO;UTMX;UTMY;LATITUD;LONGITUD;DÍA SEMANA;TURNO;HORA INICIO;HORA FINAL;DIRRECCIONHORA
;Punto Limpio Móvil;;;Avenida  Apóstoles, 13 Intersección con Paseo de los Olivos;Intersección con Paseo de los Olivos;;Avenida;;Apóstoles;número;13;;;10;LATINA;437234,38;4473046,83;40.40567013;-3.739699993;VIERNES;TARDE;15:45;17:15;Avenida  Apóstoles, 13 Intersección con Paseo de los Olivos (VIERNES TARDE 15:45- 17:15)
;Punto Limpio Móvil;;;Calle  Virgen de las Cruces, 2-4 ;;;Calle;;Virgen de las Cruces;número;2-4;;;12;USERA;441219,87;4469970,76;40.37825013;-3.692449994;VIERNES;TARDE;15:45;17:15;Calle  Virgen de las Cruces, 2-4  (VIERNES TARDE 15:45- 17:15)
;Punto Limpio Móvil;;;Plaza  de la Parroquia, 16 ;;;Plaza;;de la Parroquia;número;16;;;11;CARABANCHEL;437027,97;4470191,24;40.37993013;-3.741849993;VIERNES;TARDE;17:30;19:00;Plaza  de la Parroquia, 16  (VIERNES TARDE 17:30- 19:00)
;Punto Limpio Móvil;;;Calle  Pablo Casals,  Frente al número 10;Frente al número 10;;Calle;;Pablo Casals;;;;;10;LATINA;438510,46;4473539,12;40.41020013;-3.724709993;VIERNES;TARDE;17:30;19:00;Calle  Pablo Casals,  Frente al número 10 (VIERNES TARDE 17:30- 19:00)
;Punto Limpio Móvil;;;Calle  Pico de Artilleros, 55 ;;;Calle;;Pico de Artilleros;número;55;;;14;MORATALAZ;445592,60;4472886,08;40.40481013;-3.641189994;VIERNES;TARDE;17:30;19:00;Calle  Pico de Artilleros, 55  (VIERNES TARDE 17:30- 19:00)
;Punto Limpio Móvil;;;Calle  la Canción del Olvido, 47 ;;;Calle;;la Canción del Olvido;número;47;;;17;VILLAVERDE;440576,44;4467618,06;40.35701013;-3.699809994;VIERNES;TARDE;19:15;20:45;Calle  la Canción del Olvido, 47  (VIERNES TARDE 19:15- 20:45)
;Punto Limpio Móvil;;;Calle  Barquillo, 4 ;;;Calle;;Barquillo;número;4;;;01;CENTRO;440994,61;4474572,62;40.41969013;-3.695529994;SABADO;MAÑANA;7:00;8:30;Calle  Barquillo, 4  (SABADO MAÑANA 7:00- 8:30)
;Punto Limpio Móvil;;;Calle  Lope de Vega,  Frente al número 36;Frente al número 36;;Calle;;Lope de Vega;;;;;01;CENTRO;440827,07;4473984,49;40.41438013;-3.697449994;SABADO;MAÑANA;8:45;10:15;Calle  Lope de Vega,  Frente al número 36 (SABADO MAÑANA 8:45- 10:15)
;Punto Limpio Móvil;;;Calle  Jose Ortega y Gasset, 8 ;;;Calle;;Jose Ortega y Gasset;número;8;;;04;SALAMANCA;441807,06;4475732,94;40.43020013;-3.686059994;SABADO;MAÑANA;8:45;10:15;Calle  Jose Ortega y Gasset, 8  (SABADO MAÑANA 8:45- 10:15)
;Punto Limpio Móvil;;;Avenida  Pablo Iglesias, 55 ;;;Avenida;;Pablo Iglesias;número;55;;;09;MONCLOA-ARAVACA;439724,21;4478011,73;40.45058013;-3.710829993;SABADO;MAÑANA;10:30;12:00;Avenida  Pablo Iglesias, 55  (SABADO MAÑANA 10:30- 12:00)
;Punto Limpio Móvil;;;Calle  Juan Bravo, 35-37 Intersección con Calle General Pardiñas ;Intersección con Calle General Pardiñas ;;Calle;;Juan Bravo;número;35-37;;;04;SALAMANCA;442486,06;4476004,10;40.43269013;-3.678079994;SABADO;MAÑANA;10:30;12:00;Calle  Juan Bravo, 35-37 Intersección con Calle General Pardiñas  (SABADO MAÑANA 10:30- 12:00)
;Punto Limpio Móvil;;;Calle  Nicolasa Gómez,  Frente al número 80;Frente al número 80;;Calle;;Nicolasa Gómez;;;;;20;SAN BLAS-CANILLEJAS;448113,18;4476603,52;40.43846013;-3.611789994;SABADO;MAÑANA;10:30;12:00;Calle  Nicolasa Gómez,  Frente al número 80 (SABADO MAÑANA 10:30- 12:00)
;Punto Limpio Móvil;;;Plaza  Tirso de Molina, 16 Zona de carga y descarga;Zona de carga y descarga;;Plaza;;Tirso de Molina;número;16;;;01;CENTRO;440221,41;4473790,59;40.41259013;-3.704569993;SABADO;MAÑANA;12:15;13:45;Plaza  Tirso de Molina, 16 Zona de carga y descarga (SABADO MAÑANA 12:15- 13:45)
;Punto Limpio Móvil;;;Calle  Ribera de Manzanares, 125 Intersección con Calle Acantilado;Intersección con Calle Acantilado;;Calle;;Ribera de Manzanares;número;125;;;09;MONCLOA-ARAVACA;437794,24;4475679,70;40.42943013;-3.733359993;SABADO;MAÑANA;12:15;13:45;Calle  Ribera de Manzanares, 125 Intersección con Calle Acantilado (SABADO MAÑANA 12:15- 13:45)
;Punto Limpio Móvil;;;Calle  del Pilar de Zaragoza, 57 Itersección con Calle José Picón;Itersección con Calle José Picón;;Calle;;del Pilar de Zaragoza;número;57;;;04;SALAMANCA;443058,63;4476339,41;40.43575013;-3.671359994;SABADO;MAÑANA;12:15;13:45;Calle  del Pilar de Zaragoza, 57 Itersección con Calle José Picón (SABADO MAÑANA 12:15- 13:45)
;Punto Limpio Móvil;;;Calle  Arriaza,  Frente al número 10. Intersección con Calle Ilustración;Frente al número 10. Intersección con Calle Ilustración;;Calle;;Arriaza;;;;;09;MONCLOA-ARAVACA;439250,09;4474759,72;40.42125013;-3.716109993;SABADO;TARDE;14:00;15:30;Calle  Arriaza,  Frente al número 10. Intersección con Calle Ilustración (SABADO TARDE 14:00- 15:30)
;Punto Limpio Móvil;;;Calle  Berlín, 3 ;;;Calle;;Berlín;número;3;;;04;SALAMANCA;443741,93;4476969,20;40.44147013;-3.663359994;SABADO;TARDE;14:00;15:30;Calle  Berlín, 3  (SABADO TARDE 14:00- 15:30)
;Punto Limpio Móvil;;;Calle  Espíritu Santo, 26 Entro los números 26 y 28. Zona de carga y descarga;Entro los números 26 y 28. Zona de carga y descarga;;Calle;;Espíritu Santo;número;26;;;01;CENTRO;440311,69;4475218,53;40.42546013;-3.703639993;SABADO;TARDE;15:45;17:15;Calle  Espíritu Santo, 26 Entro los números 26 y 28. Zona de carga y descarga (SABADO TARDE 15:45- 17:15)
;Punto Limpio Móvil;;;Plaza  Lavapiés, 8 Zona de carga y descarga;Zona de carga y descarga;;Plaza;;Lavapiés;número;8;;;01;CENTRO;440499,65;4473354,35;40.40868013;-3.701249994;SABADO;TARDE;15:45;17:15;Plaza  Lavapiés, 8 Zona de carga y descarga (SABADO TARDE 15:45- 17:15)
;Punto Limpio Móvil;;;Calle  Luis Moya Blanco, 27 ;;;Calle;;Luis Moya Blanco;número;27;;;16;HORTALEZA;447765,99;4482999,86;40.49606013;-3.616409994;SABADO;TARDE;15:45;17:15;Calle  Luis Moya Blanco, 27  (SABADO TARDE 15:45- 17:15)
;Punto Limpio Móvil;;;Calle  Doctor Esquerdo, 47 ;;;Calle;;Doctor Esquerdo;número;47;;;04;SALAMANCA;443283,00;4474940,14;40.42316013;-3.668589994;SABADO;TARDE;15:45;17:15;Calle  Doctor Esquerdo, 47  (SABADO TARDE 15:45- 17:15)
;Punto Limpio Móvil;;;Calle  Miguel Servet, 15 Zona de carga y descarga;Zona de carga y descarga;;Calle;;Miguel Servet;número;15;;;01;CENTRO;440538,29;4473197,52;40.40727013;-3.700779994;SABADO;TARDE;17:30;19:00;Calle  Miguel Servet, 15 Zona de carga y descarga (SABADO TARDE 17:30- 19:00)
;Punto Limpio Móvil;;;Calle  Silva, 25 ;;;Calle;;Silva;número;25;;;01;CENTRO;440134,50;4474823,78;40.4218911;-3.705691;SABADO;TARDE;17:30;19:00;Calle  Silva, 25  (SABADO TARDE 17:30- 19:00)
;Punto Limpio Móvil;;;Calle  General Díaz Porlier, 41 ;;;Calle;;General Díaz Porlier;número;41;;;04;SALAMANCA;442571,45;4475523,90;40.42837013;-3.677029994;SABADO;TARDE;17:30;19:00;Calle  General Díaz Porlier, 41  (SABADO TARDE 17:30- 19:00)
;Punto Limpio Móvil;;;Calle  Villanueva, 20 Intersección con Calle Claudio Coello;Intersección con Calle Claudio Coello;;Calle;;Villanueva;número;20;;;04;SALAMANCA;441714,67;4474870,03;40.42242013;-3.687069994;SABADO;TARDE;19:15;20:45;Calle  Villanueva, 20 Intersección con Calle Claudio Coello (SABADO TARDE 19:15- 20:45)
;Punto Limpio Móvil;;;Calle  Estrella Polar, 22 ;;;Calle;;Estrella Polar;número;22;;;03;RETIRO;443476,57;4473573,20;40.41085914;-3.666186786;LUNES;MAÑANA;7:00;8:30;Calle  Estrella Polar, 22  (LUNES MAÑANA 7:00- 8:30)
;Punto Limpio Móvil;;;Calle  Jerónima Llorente, 65 ;;;Calle;;Jerónima Llorente;número;65;;;06;TETUAN;439955,62;4478314,84;40.45332738;-3.708129826;LUNES;MAÑANA;7:00;8:30;Calle  Jerónima Llorente, 65  (LUNES MAÑANA 7:00- 8:30)
;Punto Limpio Móvil;;;Calle  Pinar de San José, 13 ;;;Calle;;Pinar de San José;número;13;;;11;CARABANCHEL;435295,30;4468443,89;40.36405652;-3.76208289;LUNES;MAÑANA;7:00;8:30;Calle  Pinar de San José, 13  (LUNES MAÑANA 7:00- 8:30)
;Punto Limpio Móvil;;;Paseo  Lanceros, 2 ;;;Paseo;;Lanceros;número;2;;;10;LATINA;432694,46;4470136,92;40.37910205;-3.79289123;LUNES;MAÑANA;7:00;8:30;Paseo  Lanceros, 2  (LUNES MAÑANA 7:00- 8:30)
;Punto Limpio Móvil;;;Plaza  El Pardo, 1 Intersección con Calle Carboneros;Intersección con Calle Carboneros;;Plaza;;El Pardo;número;1;;;08;FUENCARRAL;434134,78;4485795,22;40.52027135;-3.777549085;LUNES;MAÑANA;7:00;8:30;Plaza  El Pardo, 1 Intersección con Calle Carboneros (LUNES MAÑANA 7:00- 8:30)
;Punto Limpio Móvil;;;Avenida  Menéndez Pelayo,  Frente al número 29, en la acera de El Retiro;Frente al número 29, en la acera de El Retiro;;Avenida;;Menéndez Pelayo;;;;;03;RETIRO;442393,46;4474445,91;40.41864668;-3.679030573;LUNES;MAÑANA;8:45;10:15;Avenida  Menéndez Pelayo,  Frente al número 29, en la acera de El Retiro (LUNES MAÑANA 8:45- 10:15)
;Punto Limpio Móvil;;;Calle  Cerro de Minguete, 9 ;;;Calle;;Cerro de Minguete;número;9;;;08;FUENCARRAL;439019,02;4482030,84;40.48673425;-3.719531943;LUNES;MAÑANA;8:45;10:15;Calle  Cerro de Minguete, 9  (LUNES MAÑANA 8:45- 10:15)
;Punto Limpio Móvil;;;Calle  Francos Rodríguez, 57 ;;;Calle;;Francos Rodríguez;número;57;;;06;TETUAN;439862,49;4478702,00;40.45680834;-3.709264743;LUNES;MAÑANA;8:45;10:15;Calle  Francos Rodríguez, 57  (LUNES MAÑANA 8:45- 10:15)
;Punto Limpio Móvil;;;Avenida  Nuestra Señora de Fátima, 15 ;;;Avenida;;Nuestra Señora de Fátima;número;15;;;11;CARABANCHEL;436817,76;4470851,96;40.38586625;-3.744391677;LUNES;MAÑANA;8:45;10:15;Avenida  Nuestra Señora de Fátima, 15  (LUNES MAÑANA 8:45- 10:15)
;Punto Limpio Móvil;;;Calle  Villasandino, 35 ;;;Calle;;Villasandino;número;35;;;10;LATINA;436111,45;4473060,11;40.40570434;-3.752934046;LUNES;MAÑANA;8:45;10:15;Calle  Villasandino, 35  (LUNES MAÑANA 8:45- 10:15)
;Punto Limpio Móvil;;;Avenida  Cardenal Herrera Oria, 259 ;;;Avenida;;Cardenal Herrera Oria;número;259;;;08;FUENCARRAL;438776,03;4481302,62;40.48015632;-3.722328509;LUNES;MAÑANA;10:30;12:00;Avenida  Cardenal Herrera Oria, 259  (LUNES MAÑANA 10:30- 12:00)
;Punto Limpio Móvil;;;Avenida  Menéndez Pelayo, 95 ;;;Avenida;;Menéndez Pelayo;número;95;;;03;RETIRO;442376,92;4473120,55;40.40670603;-3.679105448;LUNES;MAÑANA;10:30;12:00;Avenida  Menéndez Pelayo, 95  (LUNES MAÑANA 10:30- 12:00)
;Punto Limpio Móvil;;;Calle  Antonio Leyva, 77 Frente al Instituto Carderón de la Barca;Frente al Instituto Carderón de la Barca;;Calle;;Antonio Leyva;número;77;;;11;CARABANCHEL;439173,82;4471034,73;40.387688;-3.716653;LUNES;MAÑANA;10:30;12:00;Calle  Antonio Leyva, 77 Frente al Instituto Carderón de la Barca (LUNES MAÑANA 10:30- 12:00)
;Punto Limpio Móvil;;;Paseo  de los Jesuitas, 42 ;;;Paseo;;de los Jesuitas;número;42;;;10;LATINA;437639,27;4473379,86;40.40870061;-3.734961308;LUNES;MAÑANA;10:30;12:00;Paseo  de los Jesuitas, 42  (LUNES MAÑANA 10:30- 12:00)
;Punto Limpio Móvil;;;Calle  Cándido Mateos, 17 ;;;Calle;;Cándido Mateos;número;17;;;08;FUENCARRAL;439092,72;4480602,99;40.4738771;-3.718525244;LUNES;MAÑANA;12:15;13:45;Calle  Cándido Mateos, 17  (LUNES MAÑANA 12:15- 13:45)
;Punto Limpio Móvil;;;Calle  Carlos Daban,  Frente al número 28;Frente al número 28;;Calle;;Carlos Daban;;;;;11;CARABANCHEL;437905,00;4472135,59;40.39751151;-3.731708393;LUNES;MAÑANA;12:15;13:45;Calle  Carlos Daban,  Frente al número 28 (LUNES MAÑANA 12:15- 13:45)
;Punto Limpio Móvil;;;Calle  Doctor Esquerdo, 152 ;;;Calle;;Doctor Esquerdo;número;152;;;03;RETIRO;442898,22;4472780,66;40.40368003;-3.672931679;LUNES;MAÑANA;12:15;13:45;Calle  Doctor Esquerdo, 152  (LUNES MAÑANA 12:15- 13:45)
;Punto Limpio Móvil;;;Calle  Virgen de África, 14 ;;;Calle;;Virgen de África;número;14;;;15;CIUDAD LINEAL;444534,76;4476616,93;40.43834992;-3.653981217;LUNES;MAÑANA;12:15;13:45;Calle  Virgen de África, 14  (LUNES MAÑANA 12:15- 13:45)
;Punto Limpio Móvil;;;Glorieta  de los Cármenes,  Entre las salidas de Calle Gallur y Calle Alhambra;Entre las salidas de Calle Gallur y Calle Alhambra;;Glorieta;;de los Cármenes;;;;;10;LATINA;436910,15;4471942,57;40.39569796;-3.743411287;LUNES;MAÑANA;12:15;13:45;Glorieta  de los Cármenes,  Entre las salidas de Calle Gallur y Calle Alhambra (LUNES MAÑANA 12:15- 13:45)
;Punto Limpio Móvil;;;Plaza  de la Remonta, 3 ;;;Plaza;;de la Remonta;número;3;;;06;TETUAN;440857,18;4479555,85;40.46457158;-3.697613671;LUNES;MAÑANA;12:15;13:45;Plaza  de la Remonta, 3  (LUNES MAÑANA 12:15- 13:45)
;Punto Limpio Móvil;;;Avenida   Alfonso XIII, 65 ;;;Avenida;; Alfonso XIII;número;65;;;05;CHAMARTIN;443422,20;4478377,68;40.45413668;-3.667255232;LUNES;TARDE;14:00;15:30;Avenida   Alfonso XIII, 65  (LUNES TARDE 14:00- 15:30)
;Punto Limpio Móvil;;;Avenida  de Asturias, 44 ;;;Avenida;;de Asturias;número;44;;;06;TETUAN;440918,17;4480247,98;40.47081088;-3.696958818;LUNES;TARDE;14:00;15:30;Avenida  de Asturias, 44  (LUNES TARDE 14:00- 15:30)
;Punto Limpio Móvil;;;Calle  Agastia, 42 Frente al número 42;Frente al número 42;;Calle;;Agastia;número;42;;;15;CIUDAD LINEAL;444793,35;4477415,59;40.44556187;-3.65100177;LUNES;TARDE;14:00;15:30;Calle  Agastia, 42 Frente al número 42 (LUNES TARDE 14:00- 15:30)
;Punto Limpio Móvil;;;Calle  Laguna, 121 ;;;Calle;;Laguna;número;121;;;11;CARABANCHEL;437042,39;4471122,03;40.38831619;-3.741772099;LUNES;TARDE;14:00;15:30;Calle  Laguna, 121  (LUNES TARDE 14:00- 15:30)
;Punto Limpio Móvil;;;Calle  Ocaña, 149 ;;;Calle;;Ocaña;número;149;;;10;LATINA;436073,76;4470917,76;40.38640227;-3.753163133;LUNES;TARDE;14:00;15:30;Calle  Ocaña, 149  (LUNES TARDE 14:00- 15:30)
;Punto Limpio Móvil;;;Calle  Seco, 2 ;;;Calle;;Seco;número;2;;;03;RETIRO;442978,33;4472290,07;40.39926602;-3.671943717;LUNES;TARDE;14:00;15:30;Calle  Seco, 2  (LUNES TARDE 14:00- 15:30)
;Punto Limpio Móvil;;;Calle  Fermín Caballero, 49-51 ;;;Calle;;Fermín Caballero;número;49-51;;;08;FUENCARRAL;440114,52;4481748,34;40.48426912;-3.706580057;LUNES;TARDE;14:00;15:30;Calle  Fermín Caballero, 49-51  (LUNES TARDE 14:00- 15:30)
;Punto Limpio Móvil;;;Avenida  Oporto, 33 ;;;Avenida;;Oporto;número;33;;;11;CARABANCHEL;438505,01;4470788,90;40.38542445;-3.724508546;LUNES;TARDE;15:45;17:15;Avenida  Oporto, 33  (LUNES TARDE 15:45- 17:15)
;Punto Limpio Móvil;;;Calle  Camarena, 235 Frente al número 296;Frente al número 296;;Calle;;Camarena;número;235;;;10;LATINA;435731,09;4470910,54;40.38631089;-3.757199396;LUNES;TARDE;15:45;17:15;Calle  Camarena, 235 Frente al número 296 (LUNES TARDE 15:45- 17:15)
;Punto Limpio Móvil;;;Calle  Cañas,  Frente al número 13;Frente al número 13;;Calle;;Cañas;;;;;15;CIUDAD LINEAL;444088,00;4478794,51;40.45793674;-3.659440281;LUNES;TARDE;15:45;17:15;Calle  Cañas,  Frente al número 13 (LUNES TARDE 15:45- 17:15)
;Punto Limpio Móvil;;;Calle  Doctor Esquerdo, 94 Esquina Avenida de Nazaret, frente al número 125;Esquina Avenida de Nazaret, frente al número 125;;Calle;;Doctor Esquerdo;número;94;;;03;RETIRO;443159,45;4473673,17;40.41173813;-3.669933119;LUNES;TARDE;15:45;17:15;Calle  Doctor Esquerdo, 94 Esquina Avenida de Nazaret, frente al número 125 (LUNES TARDE 15:45- 17:15)
;Punto Limpio Móvil;;;Calle  Julio Palacios, 10 ;;;Calle;;Julio Palacios;número;10;;;08;FUENCARRAL;443159,45;4473673,17;40.41173813;-3.669933119;LUNES;TARDE;15:45;17:15;Calle  Julio Palacios, 10  (LUNES TARDE 15:45- 17:15)
;Punto Limpio Móvil;;;Plaza  del Perú,  Intersección con Avenida Pío XII;Intersección con Avenida Pío XII;;Plaza;;del Perú;;;;;05;CHAMARTIN;442655,01;4479090,61;40.46050652;-3.676366952;LUNES;TARDE;15:45;17:15;Plaza  del Perú,  Intersección con Avenida Pío XII (LUNES TARDE 15:45- 17:15)
;Punto Limpio Móvil;;;Avenida  Alberto Alcocer, 28 ;;;Avenida;;Alberto Alcocer;número;28;;;05;CHAMARTIN;442019,60;4478870,53;40.45847985;-3.683840815;LUNES;TARDE;17:30;19:00;Avenida  Alberto Alcocer, 28  (LUNES TARDE 17:30- 19:00)
;Punto Limpio Móvil;;;Calle  Arturo Soria, 242 ;;;Calle;;Arturo Soria;número;242;;;15;CIUDAD LINEAL;443589,38;4479647,50;40.46558716;-3.66539655;LUNES;TARDE;17:30;19:00;Calle  Arturo Soria, 242  (LUNES TARDE 17:30- 19:00)
;Punto Limpio Móvil;;;Calle  Clara Campoamor,  Frente al número 75;Frente al número 75;;Calle;;Clara Campoamor;;;;;11;CARABANCHEL;437794,87;4470145,39;40.37957467;-3.732811665;LUNES;TARDE;17:30;19:00;Calle  Clara Campoamor,  Frente al número 75 (LUNES TARDE 17:30- 19:00)
;Punto Limpio Móvil;;;Calle  Fuente del Tiro, 17 ;;;Calle;;Fuente del Tiro;número;17;;;10;LATINA;433744,17;4470628,25;40.38361228;-3.780577319;LUNES;TARDE;17:30;19:00;Calle  Fuente del Tiro, 17  (LUNES TARDE 17:30- 19:00)
;Punto Limpio Móvil;;;Calle  Narváez, 82 ;;;Calle;;Narváez;número;82;;;03;RETIRO;442600,30;4474216,15;40.41659121;-3.676571862;LUNES;TARDE;17:30;19:00;Calle  Narváez, 82  (LUNES TARDE 17:30- 19:00)
;Punto Limpio Móvil;;;Calle  Nuestra Señora de Valverde, 17 ;;;Calle;;Nuestra Señora de Valverde;número;17;;;08;FUENCARRAL;441802,95;4482622,73;40.49226604;-3.686740229;LUNES;TARDE;17:30;19:00;Calle  Nuestra Señora de Valverde, 17  (LUNES TARDE 17:30- 19:00)
;Punto Limpio Móvil;;;Calle  Poeta Joan Maragall, 45 Frente al número 54, intersección con Calle de Rosario Pino;Frente al número 54, intersección con Calle de Rosario Pino;;Calle;;Poeta Joan Maragall;número;45;;;06;TETUAN;441349,29;4479300,46;40.46230582;-3.691785867;LUNES;TARDE;17:30;19:00;Calle  Poeta Joan Maragall, 45 Frente al número 54, intersección con Calle de Rosario Pino (LUNES TARDE 17:30- 19:00)
;Punto Limpio Móvil;;;Calle  Afueras a Valverde, 23 ;;;Calle;;Afueras a Valverde;número;23;;;08;FUENCARRAL;441617,57;4483190,34;40.49736629;-3.688979853;LUNES;TARDE;19:15;20:45;Calle  Afueras a Valverde, 23  (LUNES TARDE 19:15- 20:45)
;Punto Limpio Móvil;;;Calle  Enrique Larreta, 14 ;;;Calle;;Enrique Larreta;número;14;;;05;CHAMARTIN;441795,16;4480002,77;40.46866386;-3.68659163;LUNES;TARDE;19:15;20:45;Calle  Enrique Larreta, 14  (LUNES TARDE 19:15- 20:45)
;Punto Limpio Móvil;;;Calle  Mazarambroz, 4 Intersección con Calle Cazalegas y Calle Carranque;Intersección con Calle Cazalegas y Calle Carranque;;Calle;;Mazarambroz;número;4;;;11;CARABANCHEL;438203,57;4469646,48;40.37511067;-3.727948897;LUNES;TARDE;19:15;20:45;Calle  Mazarambroz, 4 Intersección con Calle Cazalegas y Calle Carranque (LUNES TARDE 19:15- 20:45)
;Punto Limpio Móvil;;;Calle  Oliva de Plasencia, 1 ;;;Calle;;Oliva de Plasencia;número;1;;;10;LATINA;433836,40;4470064,42;40.37854039;-3.779432297;LUNES;TARDE;19:15;20:45;Calle  Oliva de Plasencia, 1  (LUNES TARDE 19:15- 20:45)
;Punto Limpio Móvil;;;Calle  Conde Duque, 30 ;;;Calle;;Conde Duque;número;30;;;01;CENTRO;439762,85;4475482,28;40.42779649;-3.710134496;MARTES;MAÑANA;7:00;8:30;Calle  Conde Duque, 30  (MARTES MAÑANA 7:00- 8:30)
;Punto Limpio Móvil;;;Calle  Cooperativa Eléctrica, 18 ;;;Calle;;Cooperativa Eléctrica;número;18;;;13;PUENTE VALLECAS;443927,89;4469543,93;40.37459162;-3.660513091;MARTES;MAÑANA;7:00;8:30;Calle  Cooperativa Eléctrica, 18  (MARTES MAÑANA 7:00- 8:30)
;Punto Limpio Móvil;;;Calle  Guetaria, 47 Intersección con Calle Villabona;Intersección con Calle Villabona;;Calle;;Guetaria;número;47;;;12;USERA;439253,30;4468975,92;40.36914712;-3.715520337;MARTES;MAÑANA;7:00;8:30;Calle  Guetaria, 47 Intersección con Calle Villabona (MARTES MAÑANA 7:00- 8:30)
;Punto Limpio Móvil;;;Calle  Peñaranda de Bracamonte, 53 ;;;Calle;;Peñaranda de Bracamonte;número;53;;;18;VILLA DE VALLECAS;448130,30;4468637,39;40.366697;-3.61093895;MARTES;MAÑANA;7:00;8:30;Calle  Peñaranda de Bracamonte, 53  (MARTES MAÑANA 7:00- 8:30)
;Punto Limpio Móvil;;;Calle  Pradoluengo, 243 ;;;Calle;;Pradoluengo;número;243;;;21;BARAJAS;450648,62;4478009,91;40.45128409;-3.582005708;MARTES;MAÑANA;7:00;8:30;Calle  Pradoluengo, 243  (MARTES MAÑANA 7:00- 8:30)
;Punto Limpio Móvil;;;Avenida  Villa de Vallecas, 13 ;;;Avenida;;Villa de Vallecas;número;13;;;18;VILLA DE VALLECAS;447453,54;4468963,83;40.36959542;-3.618936523;MARTES;MAÑANA;8:45;10:15;Avenida  Villa de Vallecas, 13  (MARTES MAÑANA 8:45- 10:15)
;Punto Limpio Móvil;;;Calle  Simca, 4 Intersección con Calle Dodge;Intersección con Calle Dodge;;Calle;;Simca;número;4;;;12;USERA;439712,10;4468664,29;40.36637303;-3.710087199;MARTES;MAÑANA;8:45;10:15;Calle  Simca, 4 Intersección con Calle Dodge (MARTES MAÑANA 8:45- 10:15)
;Punto Limpio Móvil;;;Plaza  Navío, 1 ;;;Plaza;;Navío;número;1;;;21;BARAJAS;450116,69;4478506,26;40.45572379;-3.588317484;MARTES;MAÑANA;8:45;10:15;Plaza  Navío, 1  (MARTES MAÑANA 8:45- 10:15)
;Punto Limpio Móvil;;;Glorieta  Ruíz Jiménez, 8 ;;;Glorieta;;Ruíz Jiménez;número;8;;;01;CENTRO;440138,36;4475639,72;40.42924193;-3.705722844;MARTES;MAÑANA;8:45;10:15;Glorieta  Ruíz Jiménez, 8  (MARTES MAÑANA 8:45- 10:15)
;Punto Limpio Móvil;;;Avenida  Orcasur, 44 Intersección con Calle Arenas del Rey, junto al Centro de Salud;Intersección con Calle Arenas del Rey, junto al Centro de Salud;;Avenida;;Orcasur;número;44;;;12;USERA;440506,50;4468567,22;40.36555568;-3.700722153;MARTES;MAÑANA;10:30;12:00;Avenida  Orcasur, 44 Intersección con Calle Arenas del Rey, junto al Centro de Salud (MARTES MAÑANA 10:30- 12:00)
;Punto Limpio Móvil;;;Bulevar  Naturaleza, 13 ;;;Bulevar;;Naturaleza;número;13;;;18;VILLA DE VALLECAS;446534,33;4469272,76;40.37232002;-3.629789046;MARTES;MAÑANA;10:30;12:00;Bulevar  Naturaleza, 13  (MARTES MAÑANA 10:30- 12:00)
;Punto Limpio Móvil;;;Calle  Rioja, 27 ;;;Calle;;Rioja;número;27;;;21;BARAJAS;450374,70;4478971,54;40.45993074;-3.585311084;MARTES;MAÑANA;10:30;12:00;Calle  Rioja, 27  (MARTES MAÑANA 10:30- 12:00)
;Punto Limpio Móvil;;;Calle  Andaluces, 9 ;;;Calle;;Andaluces;número;9;;;13;PUENTE VALLECAS;445969,39;4471231,37;40.38992802;-3.636609339;MARTES;MAÑANA;12:15;13:45;Calle  Andaluces, 9  (MARTES MAÑANA 12:15- 13:45)
;Punto Limpio Móvil;;;Calle  Periana, 6 ;;;Calle;;Periana;número;6;;;12;USERA;441543,92;4468873,40;40.36838731;-3.688532197;MARTES;MAÑANA;12:15;13:45;Calle  Periana, 6  (MARTES MAÑANA 12:15- 13:45)
;Punto Limpio Móvil;;;Calle  Santa Isabel, 47 ;;;Calle;;Santa Isabel;número;47;;;01;CENTRO;440935,10;4473450,87;40.40958069;-3.696127206;MARTES;MAÑANA;12:15;13:45;Calle  Santa Isabel, 47  (MARTES MAÑANA 12:15- 13:45)
;Punto Limpio Móvil;;;Plaza  Mayor de Barajas, 19 ;;;Plaza;;Mayor de Barajas;número;19;;;21;BARAJAS;451060,24;4480473,35;40.47350059;-3.57734166;MARTES;MAÑANA;12:15;13:45;Plaza  Mayor de Barajas, 19  (MARTES MAÑANA 12:15- 13:45)
;Punto Limpio Móvil;;;Calle  del Santuario,  Intersección con Calle Hijas de Jesús y Calle San Antonio de Padua;Intersección con Calle Hijas de Jesús y Calle San Antonio de Padua;;Calle;;del Santuario;;;;;12;USERA;440572,26;4470721,15;40.38496415;-3.700148519;MARTES;TARDE;14:00;15:30;Calle  del Santuario,  Intersección con Calle Hijas de Jesús y Calle San Antonio de Padua (MARTES TARDE 14:00- 15:30)
;Punto Limpio Móvil;;;Plaza  Santa Bárbara, 5 ;;;Plaza;;Santa Bárbara;número;5;;;01;CENTRO;440928,63;4475438,21;40.42748313;-3.696388041;MARTES;TARDE;14:00;15:30;Plaza  Santa Bárbara, 5  (MARTES TARDE 14:00- 15:30)
