res_tra_registro_tipo,res_tra_razon_social,res_tra_nif,res_tra_direccion_tipo_vial,res_tra_direccion_via_nombre,res_tra_direccion_muni_desc,res_tra_direccion_cod_postal,res_tra_residuo_ler_desc
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"VINRESA 39, S.L.",B82505090,CALLE,DE ALEJANDRO SÁNCHEZ,Madrid,28019,LODOS DE FOSAS SÉPTICAS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"DISEÑO Y GESTION DE PROYECTOS SOCIALES PARA MINUSVALIDOS, S.L.",B82508334,CALLE,FUENTECILLAS,San Fernando de Henares,28830,PAPEL Y CARTÓN
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"FACTORVERDE, S.L.",B82512138,VIA,DOS CASTILLAS,Pozuelo de Alarcón,28224,"SERRÍN, VIRUTAS, RECORTES, MADERA, TABLEROS DE PARTÍCULAS Y CHAPAS DISTINTOS DE LOS MENCIONADOS EN EL CÓDIGO 03 01 04."
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"BIOTONER & R. SISTEMAS ECOLOGICOS, S.L.",B82512765,CALLE,NAVAS,Algete,28110,RESIDUOS DE TINTAS DISTINTOS DE LOS ESPECIFICADOS EN EL CÓDIGO 08 03 12.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"GRUAS Y TRANSPORTES DE GRAN TONELAJE CORREA, S.L.",B82518952,CTRA,"DAGANZO, KM.",Alcalá de Henares,28806,"MEZCLAS DE HORMIGÓN, LADRILLOS, TEJAS Y MATERIALES CERÁMICOS, DISTINTOS DE LAS ESPECIFICADAS EN EL CÓDIGO 17 01 06"
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"LOGISTICS REMOVALS TEAM, S.L.",B82525429,CALLE,ESCOFINA,Collado Villalba,28400,PAPEL Y CARTÓN
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"GRUAS Y TRANSPORTES OBEJO, S.L.",B82539461,CALLE,MARÍA LUISA CÓRDOBA MIJÁN,Parla,28980,MATERIALES DE AISLAMIENTO DISTINTOS DE LOS ESPECIFICADOS EN LOS CÓDIGOS 17 06 01 Y 17 06 03.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"CLEAR CHANNEL ESPAÑA, S.L.",B82539867,CALLE,DE ARTURO SORIA,Madrid,28033,ACUMULADORES DE NI-CD.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"ARIDOS TRUSAN, S.L.",B82556697,CALLE,DEL DOCTOR FLEMING,Madrid,28036,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"ABONOS ESMAR, S.L.",B82561614,CALLE,ALDEA DEL FRESNO,Humanes de Madrid,28970,"HECES DE ANIMALES, ORINA Y ESTIÉRCOL (INCLUIDA PAJA PODRIDA) Y EFLUENTES, RECOGIDOS SELECTIVAMENTE Y TRATADOS FUERA DEL  LUGAR DONDE SE GENERAN."
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"ATECSO, EXCAVACIONES Y TRANSPORTES, S.L.",B82583212,AVDA,DOCTOR GARCIA TAPIA,Madrid,28030,LODOS DE DESTINTADO PROCEDENTES DEL RECICLADO DE PAPEL.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"ARJONA HIJO, S.L.",B82598970,CALLE,DE CALLAO,Fuenlabrada,28945,RESIDUOS DE GRAVA Y ROCAS TRITURADAS DISTINTOS DE LOS MENCIONADOS EN EL CÓDIGO 01 04 07.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"MATERIALES EL 13 RIVAS, S.L.",B82610809,CALLE,DE LA FUNDICIÓN,Rivas-Vaciamadrid,28522,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"EL BUZON DEL PAPEL, S.L.",B82613431,CALLE,ROSARIO ROMERO,Madrid,28029,RESIDUOS DE TINTAS QUE CONTIENEN SUSTANCIAS PELIGROSAS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"MATERIALES Y TRANSPORTES ARTEAGA, S.L.",B82617598,CALLE,CAÑO VIEJO,Navalcarnero,28600,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"VEGUIPAR, SL",B82626433,AVDA,GUSTAVO ADOLFO BECQUER,Alcalá de Henares,28806,PAPEL Y CARTÓN
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"EURO JORCRIS, S.L.",B82641440,CALLE,DE PEDRO MUÑOZ SECA,Algete,28110,TIERRA Y PIEDRA DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 17 05 03.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"CONTENEDORES BELUD, S.L.",B82646548,CALLE,CID CAMPEADOR,Móstoles,28933,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"ARACIL SERVICIOS DE OBRAS, S.L.",B82647710,RONDA,DEL CABALLERO DE LA MANCHA,Madrid,28034,LODOS DE DRENAJE DISTINTOS DE LOS ESPECIFICADOS EN EL CÓDIGO 17 05 05.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"OBRAS Y EXCAVACIONES BELMONTE, S.L.",B82653353,CALLE,CUESTA DEL CAMPO,Morata de Tajuña,28530,RESIDUOS DE GRAVA Y ROCAS TRITURADAS DISTINTOS DE LOS MENCIONADOS EN EL CÓDIGO 01 04 07.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"AGUSTÍN CASTREJÓN E HIJOS, S.L",B82657172,CTRA,CENICIENTOS,Cadalso de los Vidrios,28640,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"EUROREPARACIONES 3JL MADRID, S.L.",B82685892,CALLE,PUERTO NAVACERRADA,Móstoles,28935,RESIDUOS QUE CONTIENEN SUSTANCIAS PELIGROSAS PROCEDENTES DE LA TRANSFORMACIÓN FÍSICA Y QUÍMICA DE MINERALES NO METÁLICOS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"CONTENEDORES CANO, S.L.",B82699430,CALLE,DE LA TRAVESÍA DE SAN ROQUE,Navalcarnero,28600,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANSPARLA 99, S.L.",B82700204,CALLE,JERICÓ,Parla,28980,ESCORIAS NO TRATADAS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"RECUPERACIONES ALBA, S.L.",B82705112,CALLE,CAMINO VIEJO DE COBEÑA,Paracuellos de Jarama,28860,"COBRE, BRONCE Y LATÓN."
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"CONSTRUCCIONES Y REFORMAS LUCAS, S.L.",B82721648,CALLE,INMACULADA CONCEPCIÓN,Arganda del Rey,28500,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"EXCAVACIONES CERROBIAL, S.L.",B82724709,CALLE,HERREROS,Velilla de San Antonio,28891,"MEZCLAS DE HORMIGÓN, LADRILLOS, TEJAS Y MATERIALES CERÁMICOS, DISTINTOS DE LAS ESPECIFICADAS EN EL CÓDIGO 17 01 06"
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"EXMECATRANS, S.L.",B82726357,CMNO,DE LAS HORMIGUERAS,Madrid,28031,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"CABITO 2000, S.L.",B82739434,PLAZA,BLAS OTERO,Rivas-Vaciamadrid,28529,ESCORIAS DE LA PRODUCCIÓN PRIMARIA Y SECUNDARIA.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"PAPEL ECOLÓGICO, S.L.",B82747981,CALLE,DEL RÍO TORMES,Algete,28119,RESIDUOS PROCEDENTES DE LA CLASIFICACIÓN DE PAPEL Y CARTÓN DESTINADOS AL RECICLADO.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"NEODRIGA, S.L.",B82749078,CALLE,BRAÑUELAS,Fuenlabrada,28947,PAPEL Y CARTÓN
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"DAYVER E HIJOS, S.L.",B82765819,CALLE,DE SILVIO ABAD,San Sebastián de los Reyes,28703,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"RECUPERACIONES METALICAS SALMI, S.L.",B82775081,CALLE,PINTOR MURILLO,Arganda del Rey,28500,PAPEL Y CARTÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"EUGENIO TOVAR MORATILLA E HIJOS, S.L.",B82776394,PLAZA,DE LA CONSTITUCIÓN,Valdemoro,28340,RESIDUOS DE LA EXTRACCIÓN DE MINERALES METÁLICOS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"SECOIN CONTENEDORES, S.L.",B82783911,CALLE,DE LUIS I,Madrid,28031,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"CHAYLANGES, S.L.",B82790528,CALLE,DE MARTÍNEZ VILLERGAS,Madrid,28027,RESIDUOS DE ARENA Y ARCILLAS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"SOCIEDAD DE BIENES COMPLEMENTARIOS PARA  LA CONSTRUCCION, S.L.",B82797614,CALLE,LOPE DE VEGA,Villanueva de la Cañada,28691,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"HERMANOS RINCON DEL FRESNO, S.L.",B82803743,CALLE,CEMENTO,Torrejón de Ardoz,28850,"ABSORBENTES, MATERIALES DE FILTRACIÓN (INCLUIDOS LOS FILTROS DE ACEITE NO ESPECIFICADOS EN OTRA CATEGORIA), TRAPOS DE LIMPIEZA Y ROPAS PROTECTORAS CONTAMINADOS POR SUSTANCIAS PELIGROSAS."
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TINALTO, S.L.",B82804535,CALLE,DEL TRUENO,Leganés,28917,"MEZCLAS DE HORMIGÓN, LADRILLOS, TEJAS Y MATERIALES CERÁMICOS, DISTINTOS DE LAS ESPECIFICADAS EN EL CÓDIGO 17 01 06"
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"CONTENUR, S.L.",B82806738,CALLE,DE LOS TORNEROS,Getafe,28906,RESIDUOS DE LA LIMPIEZA VIARIA.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"EUROLOC DE MAQUINARIA, S.L.",B82812660,CALLE,UROGALLOS,Pinto,28320,NEUMÁTICOS FUERA DE USO.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"RECUPERACIONES GRUGAR, S.L.",B82812744,CALLE,PIROTECNIA,Madrid,28052,VEHÍCULOS AL FINAL DE SU VIDA UTIL QUE NO CONTENGAN LÍQUIDOS NI OTROS COMPONENTES PELIGROSOS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"EXFERA EXCAVACIONES, S.L.",B82822271,CALLE,DEL MEDITERRÁNEO,Galapagar,28260,TIERRA Y PIEDRA DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 17 05 03.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,EXCAVACIONES IGLESIAS SL,B82828336,CALLE,DE ANTONIO CALVO,Madrid,28027,"MEZCLAS DE HORMIGÓN, LADRILLOS, TEJAS Y MATERIALES CERÁMICOS, DISTINTOS DE LAS ESPECIFICADAS EN EL CÓDIGO 17 01 06"
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"SVM MATERIALES, S.L.",B82829235,CALLE,LA PERDIZ,"Molar, El",28710,RESIDUOS DE GRAVA Y ROCAS TRITURADAS DISTINTOS DE LOS MENCIONADOS EN EL CÓDIGO 01 04 07.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"SANGARTRANS, S.L.",B82836628,CALLE,DE AINSA,Madrid,28022,"MEZCLAS DE HORMIGÓN, LADRILLOS, TEJAS Y MATERIALES CERÁMICOS, DISTINTOS DE LAS ESPECIFICADAS EN EL CÓDIGO 17 01 06"
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,CIAL TRANSF. TERRENOS CALA 42 SL,B82838756,PASEO,DE LA CASTELLANA,Madrid,28046,LODOS DE DESTINTADO PROCEDENTES DEL RECICLADO DE PAPEL.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"DUPLEX ELEVACION, S.L.",B82839366,CALLE,BRESCIA,Madrid,28028,HIERRO Y ACERO.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"RECICLAJES Y RECUPERACIONES ANGEL RODRIGUEZ, S.L.",B82841149,CALLE,ARGENTINA,Alcalá de Henares,28800,NEUMÁTICOS FUERA DE USO.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"JESUS FERNANDEZ MORALES, S.L.",B82847807,CALLE,VEREDILLA DEL MANZANARES,"Álamo, El",28607,NEUMÁTICOS FUERA DE USO.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"RAFAEL GARCIA REDONDO TRANSPORTES, S.L.",B82847948,CALLE,DEL TREN,Tielmes,28550,MATERIALES DE AISLAMIENTO DISTINTOS DE LOS ESPECIFICADOS EN LOS CÓDIGOS 17 06 01 Y 17 06 03.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,PASTOR PEGUERO CONSTRUCCIONES Y ESCAVACIONES S.L.,B82848839,CMNO,PUENTE,Zarzalejo,28293,MATERIALES DE AISLAMIENTO DISTINTOS DE LOS ESPECIFICADOS EN LOS CÓDIGOS 17 06 01 Y 17 06 03.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"DESLIM SIGLO XXI, S.L.",B82849191,CALLE,CODORNICES,Fresno de Torote,28815,RESIDUOS MUNICIPALES NO ESPECIFICADOS EN OTRA CATEGORÍA.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANS CARLYMAR, S.L.",B82852294,CALLE,GARZAS,Pinto,28320,"DESECHOS, SEPARADOS MECÁNICAMENTE, DE PASTA ELABORADA A PARTIR DE RESIDUOS DE PAPEL Y CARTÓN."
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"ANVADRI, S.L.",B82855271,CTRA,SAN FERNANDO A MEJORADA KM,Mejorada del Campo,28840,BATERÍAS DE PLOMO.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"SEGURIDAD EN LA DESTRUCCION DE ARCHIVOS, S.L.",B82857459,CALLE,DE NARCISO SERRA,Madrid,28007,PILAS ALCALINAS (EXCEPTO LAS DEL CÓDIGO 160603).
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANSPORTES NIALSAN, S.L.",B82864786,CALLE,GRECIA - (URB. PEÑAS ALBAS),Villalbilla,28810,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"SERVICIOS INMOBILIARIOS SANSE, S.L.",B82870338,PASEO,DE LA CHOPERA,Alcobendas,28100,LODOS Y RESIDUOS DE PERFORACIONES QUE CONTIENEN AGUA DULCE.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"EXCOGRUMA, S.L.",B82870684,CALLE,DE ESTEBAN COLLANTES,Madrid,28017,RESIDUOS DE GRAVA Y ROCAS TRITURADAS DISTINTOS DE LOS MENCIONADOS EN EL CÓDIGO 01 04 07.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"PANDO ORTEGA HERMANOS, S.L.",B82874116,AVDA,DESCUBRIMIENTOS,Torrejón de Ardoz,28850,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"LERMATRANS1, S.L.U.",B82887100,CALLE,IPACEA,Alcalá de Henares,,PAPEL Y CARTÓN
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"DISTESUR TRANSPORT, S.L.",B82894130,CALLE,DE ARAGÓN,Pinto,28320,RESIDUOS DE GRAVA Y ROCAS TRITURADAS DISTINTOS DE LOS MENCIONADOS EN EL CÓDIGO 01 04 07.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"SALMEDINA TRATAMIENTOS DE RESIDUOS INERTES, S.L.",B82899550,CALLE,ZURBARÁN,Madrid,28010,ESTÉRILES DISTINTOS DE LOS MENCIONADOS EN LOS CÓDIGOS 01 03 04 Y 01 03 05.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"CRECIENDO SU MEDIO AMBIENTE, S.L.",B82907874,CALLE,DEL HIERRO,Humanes de Madrid,28970,"SERRÍN, VIRUTAS, RECORTES, MADERA, TABLEROS DE PARTÍCULAS Y CHAPAS DISTINTOS DE LOS MENCIONADOS EN EL CÓDIGO 03 01 04."
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"ARIDOS Y EXCAVACIONES SANCHEZ,S.L.",B82914441,CALLE,JOAQUÍN RODRIGO,Guadarrama,28440,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"REDES DE ALCANTARILLADO, POZOS Y CODUCCIONES POZO RED, S.L.",B82956418,CALLE,DEL ALCATRAZ,Madrid,28019,MEZCLAS DE GRASAS Y ACEITES PROCEDENTES DE LA SEPARACIÓN DE AGUA/SUSTANCIAS ACEITOSAS QUE CONTIENEN ACEITES Y GRASAS COMESTIBLES.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"ECOKEM QUÍMICA INDUSTRIAL, S.L.",B82959941,CALLE,CATALUÑA,Pinto,28320,ENVASES QUE CONTIENEN RESTOS DE SUSTANCIAS PELIGROSAS O ESTÁN CONTAMINADOS POR ELLAS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANSPORTES DE INERTES EN CONTENEDORES, S.L.",B82971441,CALLE,DE GIJÓN,Fuenlabrada,28941,LODOS Y RESIDUOS DE PERFORACIONES QUE CONTIENEN AGUA DULCE.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"SERDEYPO, S.L.L.",B82982133,AVDA,FRANCISCO FERNÁNDEZ ORDÓÑEZ,Getafe,28903,RESIDUOS NO ESPECIFICADOS EN OTRA CATEGORÍA.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"EXCAVACIONES GUDA AVILA, S.L.",B82986712,CALLE,DEL RÍO TAJO,Colmenar Viejo,28770,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"SOVIMAZ 2001, S.L.",B82990714,CALLE,HIERBABUENA,Guadarrama,28440,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"VERTICALIA SIC, S.L.",B82992512,CALLE,DE LOS REYES CATÓLICOS,Alcobendas,28108,MATERIALES DE AISLAMIENTO QUE CONTIENEN AMIANTO.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"CONTENEDORES Y EXCAVACIONES VELILLA, S.L.",B82993098,CALLE,DE TORREJÓN,Mejorada del Campo,28840,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"DESARITRANS, S.L.",B82993262,CALLE,CAPITAN,Aranjuez,28300,LODOS DEL TRATAMIENTO DE AGUAS RESIDUALES URBANAS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,GESTION DE RECICLADOS ADM SLL,B83003517,CALLE,VILLALÓN,Fuenlabrada,28941,ENVASES DE MADERA.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,TRANSPORTES Y EXCAVACIONES HERMANOS GARCIA PRADOS S.L.,B83004218,CALLE,GLADIOLO,Cobeña,28863,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"MOBELFIS, S.L.",B83005256,CALLE,DE JULIÁN RABANEDO,Madrid,28045,RESIDUOS PROCEDENTES DE LA CLASIFICACIÓN DE PAPEL Y CARTÓN DESTINADOS AL RECICLADO.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"MASTONER, S.L.",B83012450,AVDA,DE ANDALUCÍA,Paracuellos de Jarama,28860,RESIDUOS DE TÓNER DE IMPRESIÓN DISTINTOS DE LOS ESPECIFICADOS EN EL CÓDIGO 08 03 17.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"VAROSA LOGISTICA, S.L.",B83017657,CALLE,ALHELÍ,Humanes de Madrid,28970,RESIDUOS PROCEDENTES DE LA CLASIFICACIÓN DE PAPEL Y CARTÓN DESTINADOS AL RECICLADO.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"RECUPERACIONES ROMA, S.L.",B83024257,CALLE,DE SEÚL,Humanes de Madrid,28970,RESIDUOS DE TÓNER DE IMPRESIÓN QUE CONTIENEN SUSTANCIAS PELIGROSAS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"UNYLODER, S.L.",B83024471,CALLE,RÍO GENIL,Móstoles,28934,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"EXCAVACIONES HERRAEZ E HIJOS, S.L.",B83029967,AVDA,VIRGEN DEL VAL,Alcalá de Henares,28804,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"CHISVERT E HIJOS, S.L.",B83040279,LUGAR,ARREVUELTAS,"Molar, El",28710,PAPEL Y CARTÓN
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,EXCAVACIONES Y CONSTRUCCIONES SAROFE SL,B83041863,CALLE,Mª VERONICA,Guadarrama,28440,HIERRO Y ACERO.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"EMAUS M-SUR, S.L.U.",B83048546,CALLE,DE ANA MARÍA,Madrid,28039,ROPA.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"HECATEL MADRILEÑA DE TELECOMUNICACIONES, S.L.",B83050252,PLAZA,DE BAMI,Madrid,28017,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"GLOBAL LOGISTICA DE CANTABRIA, S.L.U.",B83061291,CALLE,ANTONIO MAURA,Madrid,28014,"RESIDUOS SÓLIDOS, DEL TRATAMIENTO DE GASES, QUE CONTIENEN SUSTANCIAS PELIGROSAS."
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"DOKESIM, S.L.",B83071928,CALLE,DE SOR ÁNGELA DE LA CRUZ,Madrid,28020,"PRODUCTOS QUÍMICOS DE LABORATORIO QUE CONSISTEN EN, O CONTINEN, SUSTANCIAS PELIGROSAS, INCLUIDAS LAS MEZCLAS DE PRODUCTOS QUÍMICOS DE LABORATORIO."
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"NEUMATICOS NURCRI, S.L.",B83086959,AVDA,CARMEN MARTIN GAITE,Leganés,28919,NEUMÁTICOS FUERA DE USO.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"MADRILEÑA DE CONTENEDORES Y SERVICIOS AUXILIARES, S.L.",B83123901,CALLE,DE LA SECOYA,Madrid,28044,ESTÉRILES QUE GENERAN ÁCIDO PROCEDENTES DE LA TRANSFORMACIÓN DE SULFUROS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"BIOGRAS, S.L.",B83124669,CALLE,DE MÁLAGA,Humanes de Madrid,28970,ACEITES Y GRASAS COMESTIBLES
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"CANDISPE, S.L.",B83134361,CALLE,DEL COTO DE DOÑANA,Pinto,28320,LÍQUIDOS DE LIMPIEZA Y LICORES MADRE ACUOSOS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"FERNANDO MAROÑAS, S.L.",B83152348,CALLE,MENOR,Colmenar Viejo,28770,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANSANTEMI, S.L.",B83160226,CALLE,DE TIMANFAYA,Alcorcón,28924,"HECES DE ANIMALES, ORINA Y ESTIÉRCOL (INCLUIDA PAJA PODRIDA) Y EFLUENTES, RECOGIDOS SELECTIVAMENTE Y TRATADOS FUERA DEL  LUGAR DONDE SE GENERAN."
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"JOSE MARIA SANCHEZ E HIJOS, S.L.",B83162834,CALLE,DE LAS HERRAMIENTAS,Leganés,28910,LIMADURAS Y VIRUTAS DE METALES FÉRREOS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"RECUPERACIONES Y DEMOLICIONES J.M.L, S.L.",B83164285,CALLE,LEON FELIPE,Madrid,28038,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"SOLADOS Y PAVIMENTOS REDONDO, S.L.",B83166116,AVDA,DE LAS COMARCAS,Fuenlabrada,28941,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,REHABILITACIONES Y CONSTRUCCIONES TUDIC S.L.,B83167015,CALLE,DE VALENCIA,Humanes de Madrid,28970,ALUMINIO.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"DE LA MATA MURO E HIJOS, S.L.",B83172965,CALLE,DE LOS SIETE AMIGOS,Madrid,28050,RESIDUOS BIODEGRADABLES.
