Centro_codigo,Actividad_extraexcolar_codigo,Actividad_extraexcolar_descrip
28074244,173,ESCUELA DEPORTIVA: FUTBOL SALA
28074244,165,ESCUELA DEPORTIVA: BALONCESTO
28074244,150,PROGRAMA 4ºESO+EMPRESA
28074244,030,PROGRAMA REFUERZA
28074581,031,PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28074608,031,PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28074669,150,PROGRAMA 4ºESO+EMPRESA
28074670,184,ESCUELA DEPORTIVA: VOLEIBOL
28074670,173,ESCUELA DEPORTIVA: FUTBOL SALA
28074670,165,ESCUELA DEPORTIVA: BALONCESTO
28074670,162,ESCUELA DEPORTIVA: ACTIVIDADES MEDIO NATURAL
28074670,150,PROGRAMA 4ºESO+EMPRESA
28074670,030,PROGRAMA REFUERZA
28074918,177,ESCUELA DEPORTIVA: JUDO
28074918,173,ESCUELA DEPORTIVA: FUTBOL SALA
28074918,166,ESCUELA DEPORTIVA: BADMINTON
28074918,165,ESCUELA DEPORTIVA: BALONCESTO
28074918,030,PROGRAMA REFUERZA
28075492,150,PROGRAMA 4ºESO+EMPRESA
28075492,030,PROGRAMA REFUERZA
28075509,150,PROGRAMA 4ºESO+EMPRESA
28075510,189,ESCUELA DEPORTIVA: TENIS DE MESA
28075510,184,ESCUELA DEPORTIVA: VOLEIBOL
28075510,173,ESCUELA DEPORTIVA: FUTBOL SALA
28075510,165,ESCUELA DEPORTIVA: BALONCESTO
28075510,030,PROGRAMA REFUERZA
28075649,150,PROGRAMA 4ºESO+EMPRESA
28076368,184,ESCUELA DEPORTIVA: VOLEIBOL
28076368,176,ESCUELA DEPORTIVA: HOCKEY
28076368,173,ESCUELA DEPORTIVA: FUTBOL SALA
28076368,165,ESCUELA DEPORTIVA: BALONCESTO
28076371,030,PROGRAMA REFUERZA
28077269,173,ESCUELA DEPORTIVA: FUTBOL SALA
28077269,165,ESCUELA DEPORTIVA: BALONCESTO
28077269,150,PROGRAMA 4ºESO+EMPRESA
28077269,030,PROGRAMA REFUERZA
28077889,184,ESCUELA DEPORTIVA: VOLEIBOL
28077889,173,ESCUELA DEPORTIVA: FUTBOL SALA
28077889,165,ESCUELA DEPORTIVA: BALONCESTO
28077907,150,PROGRAMA 4ºESO+EMPRESA
28077907,030,PROGRAMA REFUERZA
28078559,186,ESCUELA DEPORTIVA: LUCHA
28078559,184,ESCUELA DEPORTIVA: VOLEIBOL
28078559,173,ESCUELA DEPORTIVA: FUTBOL SALA
28078559,165,ESCUELA DEPORTIVA: BALONCESTO
28078559,150,PROGRAMA 4ºESO+EMPRESA
