OBJECTID,MODO,CODIGOITINERARIO,CODIGOGESTIONLINEA,NUMEROLINEAUSUARIO,SENTIDO,TIPOITINERARIO,CODIGOESTACION,CODIGOPOSTE,CODIGOANDEN,NUMEROORDEN,IDENTIFICADORTIPOPARADA,TIPOPARADA,DENOMINACION,CODIGOPROVINCIA,CODIGOMUNICIPIO,MUNICIPIO,CORONATARIFARIA,DIRECCION,FECHAALTA,FECHAINICIO,FECHAFIN,LONGITUDTRAMOANTERIOR,VELOCIDADTRAMOANTERIOR,MODOLINEA,IDFINTERCAMBIADOR,CODPROV_LINEA,CODMUN_LINEA,IDFTRAMO,CODIGOOBSERVACION,CODIGOSUBLINEA,DENOMINACION_SAE,IDFLINEA,IDFITINERARIO,IDFESTACION,IDFPOSTE,IDFANDEN
519,4,335631,005,5,1,1,252,,701,1,TI,C,ALAMEDA DE OSUNA,28,079,MADRID,A,Calle de la Corbeta N 14,20061123,20061124,,0,0,4,93_121,,,4__5_____1_IT_1_4_252__701_TI_C_1,,,,4__5___,4__5_____1_IT_1,4_252,4_252_,4_252_701
520,4,335632,005,5,2,1,252,,702,32,TI,C,ALAMEDA DE OSUNA,28,079,MADRID,A,Calle de la Corbeta N 14,20061123,20061124,,735.7284,23.38,4,93_121,,,4__5_____2_IT_1_4_252__702_TI_C_32,,,,4__5___,4__5_____2_IT_1,4_252,4_252_,4_252_702
521,4,335631,005,5,1,1,253,,703,2,TI,I,EL CAPRICHO,28,079,MADRID,A,Calle de Pinos de Osuna N 15,20061123,20061124,,736.7145,23.38,4,93_202,,,4__5_____1_IT_1_4_253__703_TI_I_2,,,,4__5___,4__5_____1_IT_1,4_253,4_253_,4_253_703
522,4,335632,005,5,2,1,253,,704,31,TI,I,EL CAPRICHO,28,079,MADRID,A,Calle de Pinos de Osuna N 15,20061123,20061124,,1421.3281,23.38,4,93_202,,,4__5_____2_IT_1_4_253__704_TI_I_31,,,,4__5___,4__5_____2_IT_1,4_253,4_253_,4_253_704
523,4,343166,011,11,1,1,254,,705,4,TI,I,SAN FRANCISCO,28,079,MADRID,A,Avda de los Poblados N 102,20101008,20101005,,588.626,26.52,4,93_334,,,4__11_____1_IT_1_4_254__705_TI_I_4,,,,4__11___,4__11_____1_IT_1,4_254,4_254_,4_254_705
524,4,343167,011,11,2,1,254,,706,4,TI,I,SAN FRANCISCO,28,079,MADRID,A,Avda de los Poblados N 102,20101008,20101005,,1200.182,26.52,4,93_334,,,4__11_____2_IT_1_4_254__706_TI_I_4,,,,4__11___,4__11_____2_IT_1,4_254,4_254_,4_254_706
525,4,343166,011,11,1,1,255,,707,5,TI,I,CARABANCHEL ALTO,28,079,MADRID,A,Avda de Carabanchel Alto N 40,20101008,20101005,,1195.689,26.52,4,93_161,,,4__11_____1_IT_1_4_255__707_TI_I_5,,,,4__11___,4__11_____1_IT_1,4_255,4_255_,4_255_707
526,4,343167,011,11,2,1,255,,708,3,TI,I,CARABANCHEL ALTO,28,079,MADRID,A,Avda de Carabanchel Alto N 40,20101008,20101005,,946.331,26.52,4,93_161,,,4__11_____2_IT_1_4_255__708_TI_I_3,,,,4__11___,4__11_____2_IT_1,4_255,4_255_,4_255_708
527,4,343167,011,11,2,1,256,,710,2,TI,I,LA PESETA,28,079,MADRID,A,Calle de Salvador Allende N 3,20101008,20101005,,2346.2778,26.52,4,93_250,,,4__11_____2_IT_1_4_256__710_TI_I_2,,,,4__11___,4__11_____2_IT_1,4_256,4_256_,4_256_710
528,4,343166,011,11,1,1,256,,709,6,TI,I,LA PESETA,28,079,MADRID,A,Calle de Salvador Allende N 3,20101008,20101005,,944.833,26.52,4,93_250,,,4__11_____1_IT_1_4_256__709_TI_I_6,,,,4__11___,4__11_____1_IT_1,4_256,4_256_,4_256_709
529,4,336230,003,3,1,1,267,,731,7,TI,I,ALMENDRALES,28,079,MADRID,A,Avda de Córdoba N 21,20070419,20070421,,1040.756,24.99,4,93_130,,,4__3_____1_IT_1_4_267__731_TI_I_7,,,,4__3___,4__3_____1_IT_1,4_267,4_267_,4_267_731
530,4,336231,003,3,2,1,267,,732,12,TI,I,ALMENDRALES,28,079,MADRID,A,Avda de Córdoba N 21,20070419,20070421,,1063.577,24.99,4,93_130,,,4__3_____2_IT_1_4_267__732_TI_I_12,,,,4__3___,4__3_____2_IT_1,4_267,4_267_,4_267_732
531,4,336230,003,3,1,1,268,,733,6,TI,I,HOSPITAL 12 DE OCTUBRE,28,079,MADRID,A,Avda de Córdoba N 49,20070419,20070421,,607.3871,24.99,4,92_229,,,4__3_____1_IT_1_4_268__733_TI_I_6,,,,4__3___,4__3_____1_IT_1,4_268,4_268_,4_268_733
532,4,336231,003,3,2,1,268,,734,13,TI,I,HOSPITAL 12 DE OCTUBRE,28,079,MADRID,A,Avda de Córdoba N 49,20070419,20070421,,1042.2132,24.99,4,92_229,,,4__3_____2_IT_1_4_268__734_TI_I_13,,,,4__3___,4__3_____2_IT_1,4_268,4_268_,4_268_734
533,4,336230,003,3,1,1,269,,735,5,TI,I,SAN FERMIN-ORCASUR,28,079,MADRID,A,Avda de Andalucía N 9,20070419,20070421,,1137.5782,24.99,4,93_331,,,4__3_____1_IT_1_4_269__735_TI_I_5,,,,4__3___,4__3_____1_IT_1,4_269,4_269_,4_269_735
534,4,336231,003,3,2,1,269,,736,14,TI,I,SAN FERMIN-ORCASUR,28,079,MADRID,A,Avda de Andalucía N 9,20070419,20070421,,607.7765,24.99,4,93_331,,,4__3_____2_IT_1_4_269__736_TI_I_14,,,,4__3___,4__3_____2_IT_1,4_269,4_269_,4_269_736
535,4,336230,003,3,1,1,270,,737,4,TI,I,CIUDAD DE LOS ANGELES,28,079,MADRID,A,Avda de Andalucía N 38,20070419,20070421,,986.936,24.99,4,93_172,,,4__3_____1_IT_1_4_270__737_TI_I_4,,,,4__3___,4__3_____1_IT_1,4_270,4_270_,4_270_737
536,4,336231,003,3,2,1,270,,738,15,TI,I,CIUDAD DE LOS ANGELES,28,079,MADRID,A,Avda de Andalucía N 38,20070419,20070421,,1137.7585,24.99,4,93_172,,,4__3_____2_IT_1_4_270__738_TI_I_15,,,,4__3___,4__3_____2_IT_1,4_270,4_270_,4_270_738
537,4,336230,003,3,1,1,271,,739,3,TI,I,VILLAVERDE BAJO CRUCE,28,079,MADRID,A,Avda de Andalucía N 38,20070419,20070421,,1065.9677,24.99,4,91_38,,,4__3_____1_IT_1_4_271__739_TI_I_3,,,,4__3___,4__3_____1_IT_1,4_271,4_271_,4_271_739
538,4,336231,003,3,2,1,271,,740,16,TI,I,VILLAVERDE BAJO CRUCE,28,079,MADRID,A,Avda de Andalucía N 38,20070419,20070421,,987.2111,24.99,4,91_38,,,4__3_____2_IT_1_4_271__740_TI_I_16,,,,4__3___,4__3_____2_IT_1,4_271,4_271_,4_271_740
539,4,336230,003,3,1,1,272,,741,2,TI,I,SAN CRISTOBAL,28,079,MADRID,A,Avda de Andalucía N 81,20070419,20070421,,1632.3119,24.99,4,93_328,,,4__3_____1_IT_1_4_272__741_TI_I_2,,,,4__3___,4__3_____1_IT_1,4_272,4_272_,4_272_741
540,4,336231,003,3,2,1,272,,742,17,TI,I,SAN CRISTOBAL,28,079,MADRID,A,Avda de Andalucía N 81,20070419,20070421,,1068.8748,24.99,4,93_328,,,4__3_____2_IT_1_4_272__742_TI_I_17,,,,4__3___,4__3_____2_IT_1,4_272,4_272_,4_272_742
541,4,336230,003,3,1,1,273,,743,1,TI,C,VILLAVERDE ALTO,28,079,MADRID,A,Calle del Valle de Tobalina N 56,20070419,20070421,,0,0,4,91_82,,,4__3_____1_IT_1_4_273__743_TI_C_1,,,,4__3___,4__3_____1_IT_1,4_273,4_273_,4_273_743
542,4,336231,003,3,2,1,273,,744,18,TI,C,VILLAVERDE ALTO,28,079,MADRID,A,Calle del Valle de Tobalina N 56,20070419,20070421,,1637.5771,24.99,4,91_82,,,4__3_____2_IT_1_4_273__744_TI_C_18,,,,4__3___,4__3_____2_IT_1,4_273,4_273_,4_273_744
543,4,336414,001,1,1,1,293,,787,31,TI,I,LA GAVIA,28,079,MADRID,A,Avda del Ensanche de Vallecas N 16,20070516,20070516,,590.123126953579,22.96,4,93_246,,,4__1_____1_IT_1_4_293__787_TI_I_31,,,,4__1___,4__1_____1_IT_1,4_293,4_293_,4_293_787
544,4,336415,001,1,2,1,293,,788,3,TI,I,LA GAVIA,28,079,MADRID,A,Avda del Ensanche de Vallecas N 16,20070516,20070516,,1302.96738936887,22.96,4,93_246,,,4__1_____2_IT_1_4_293__788_TI_I_3,,,,4__1___,4__1_____2_IT_1,4_293,4_293_,4_293_788
545,4,336414,001,1,1,1,294,,789,32,TI,I,LAS SUERTES,28,079,MADRID,A,Calle de Cañada del Santísimo N 45,20070516,20070516,,1312.56438014,22.96,4,93_257,,,4__1_____1_IT_1_4_294__789_TI_I_32,,,,4__1___,4__1_____1_IT_1,4_294,4_294_,4_294_789
546,4,336415,001,1,2,1,294,,790,2,TI,I,LAS SUERTES,28,079,MADRID,A,Calle de Cañada del Santísimo N 45,20070516,20070516,,844.348636882582,22.96,4,93_257,,,4__1_____2_IT_1_4_294__790_TI_I_2,,,,4__1___,4__1_____2_IT_1,4_294,4_294_,4_294_790
547,4,283380,061,6-1,1,1,259,,715,8,TI,I,ARGANZUELA-PLANETARIO,28,079,MADRID,A,Calle del Bronce N 1A,19990701,19950508,,547.451,25.65,4,93_143,,,4__6_1____1_IT_1_4_259__715_TI_I_8,,,,4__6_1__,4__6_1____1_IT_1,4_259,4_259_,4_259_715
548,4,283587,062,6-2,1,1,259,,716,22,TI,I,ARGANZUELA-PLANETARIO,28,079,MADRID,A,Calle del Bronce N 1A,19990701,19950508,,900.927,25.57,4,93_143,,,4__6_2____1_IT_1_4_259__716_TI_I_22,,,,4__6_2__,4__6_2____1_IT_1,4_259,4_259_,4_259_716
549,4,344340,002,2,2,1,322,,1150,17,TI,I,LA ALMUDENA,28,079,MADRID,A,Calle de Arriaga N 75,20110311,20110316,,1152.519,24.22,4,93_243,,,4__2_____2_IT_1_4_322__1150_TI_I_17,,,,4__2___,4__2_____2_IT_1,4_322,4_322_,4_322_1150
550,4,344339,002,2,1,1,322,,1149,4,TI,I,LA ALMUDENA,28,079,MADRID,A,Calle de Arriaga N 75,20110311,20110316,,1381.1225,24.22,4,93_243,,,4__2_____1_IT_1_4_322__1149_TI_I_4,,,,4__2___,4__2_____1_IT_1,4_322,4_322_,4_322_1149
551,4,344339,002,2,1,1,323,,1151,3,TI,I,ALSACIA,28,079,MADRID,A,Plaza de Alsacia N S/N,20110311,20110316,,1088.4661,24.22,4,91_99,,,4__2_____1_IT_1_4_323__1151_TI_I_3,,,,4__2___,4__2_____1_IT_1,4_323,4_323_,4_323_1151
552,4,344340,002,2,2,1,323,,1152,18,TI,I,ALSACIA,28,079,MADRID,A,Plaza de Alsacia N S/N,20110311,20110316,,1376.0374,24.22,4,91_99,,,4__2_____2_IT_1_4_323__1152_TI_I_18,,,,4__2___,4__2_____2_IT_1,4_323,4_323_,4_323_1152
553,4,344340,002,2,2,1,324,,1154,19,TI,I,AVENIDA DE GUADALAJARA,28,079,MADRID,A,Avda de Guadalajara N 110,20110311,20110316,,1088.5085,24.22,4,93_148,,,4__2_____2_IT_1_4_324__1154_TI_I_19,,,,4__2___,4__2_____2_IT_1,4_324,4_324_,4_324_1154
554,4,344339,002,2,1,1,324,,1153,2,TI,I,AVENIDA DE GUADALAJARA,28,079,MADRID,A,Avda de Guadalajara N 110,20110311,20110316,,900.095,24.22,4,93_148,,,4__2_____1_IT_1_4_324__1153_TI_I_2,,,,4__2___,4__2_____1_IT_1,4_324,4_324_,4_324_1153
555,4,344340,002,2,2,1,325,,1156,20,TI,C,LAS ROSAS,28,079,MADRID,A,Paseo de Ginebra N 35,20110311,20110316,,909.1055,24.22,4,93_256,,,4__2_____2_IT_1_4_325__1156_TI_C_20,,,,4__2___,4__2_____2_IT_1,4_325,4_325_,4_325_1156
556,4,344339,002,2,1,1,325,,1155,1,TI,C,LAS ROSAS,28,079,MADRID,A,Paseo de Ginebra N 35,20110311,20110316,,0,0,4,93_256,,,4__2_____1_IT_1_4_325__1155_TI_C_1,,,,4__2___,4__2_____1_IT_1,4_325,4_325_,4_325_1155
557,4,354329,091,9A,1,1,326,,1157,2,TI,I,MIRASIERRA,28,079,MADRID,A,Avda del Ventisquero de la Condesa N 28,20150325,20150325,,1450.0727,26.81,4,93_275,,,4__9_A____1_IT_1_4_326__1157_TI_I_2,,,,4__9_A__,4__9_A____1_IT_1,4_326,4_326_,4_326_1157
558,4,354330,091,9A,2,1,326,,1158,23,TI,I,MIRASIERRA,28,079,MADRID,A,Avda del Ventisquero de la Condesa N 28,20150325,20150325,,1212.7404,26.81,4,93_275,,,4__9_A____2_IT_1_4_326__1158_TI_I_23,,,,4__9_A__,4__9_A____2_IT_1,4_326,4_326_,4_326_1158
559,4,354329,091,9A,1,1,345,,1208,1,TI,C,PACO DE LUCIA,28,079,MADRID,A,Calle de Monasterio de Las Huelgas N 5,20150325,20150325,,0,26.81,4,_,,,4__9_A____1_IT_1_4_345__1208_TI_C_1,,,,4__9_A__,4__9_A____1_IT_1,4_345,4_345_,4_345_1208
560,4,354330,091,9A,2,1,345,,1207,24,TI,C,PACO DE LUCIA,28,079,MADRID,A,Calle de Monasterio de Las Huelgas N 5,20150325,20150325,,1456.6996,26.81,4,_,,,4__9_A____2_IT_1_4_345__1207_TI_C_24,,,,4__9_A__,4__9_A____2_IT_1,4_345,4_345_,4_345_1207
561,4,332069,121,12-1,1,1,216,,449,8,TI,I,HOSPITAL DE MOSTOLES,28,092,MOSTOLES,B2,Calle del Río Sella N 10,20030613,20030411,,1031.324,40.53,4,92_231,,,4__12_1____1_IT_1_4_216__449_TI_I_8,,,,4__12_1__,4__12_1____1_IT_1,4_216,4_216_,4_216_449
562,4,332070,122,12-2,1,1,216,,450,22,TI,I,HOSPITAL DE MOSTOLES,28,092,MOSTOLES,B2,Calle del Río Sella N 10,20030613,20030411,,1608.336,40.59,4,92_231,,,4__12_2____1_IT_1_4_216__450_TI_I_22,,,,4__12_2__,4__12_2____1_IT_1,4_216,4_216_,4_216_450
563,4,332069,121,12-1,1,1,217,,451,9,TI,I,MANUELA MALASAÑA,28,092,MOSTOLES,B2,Plaza   Sol de 9001 SN SN,20030613,20030411,,1598.815,40.53,4,93_266,,,4__12_1____1_IT_1_4_217__451_TI_I_9,,,,4__12_1__,4__12_1____1_IT_1,4_217,4_217_,4_217_451
564,4,332070,122,12-2,1,1,217,,452,21,TI,I,MANUELA MALASAÑA,28,092,MOSTOLES,B2,Plaza   Sol de 9001 SN SN,20030613,20030411,,2903.303,40.59,4,93_266,,,4__12_2____1_IT_1_4_217__452_TI_I_21,,,,4__12_2__,4__12_2____1_IT_1,4_217,4_217_,4_217_452
565,4,332069,121,12-1,1,1,213,,443,5,TI,I,UNIVERSIDAD REY JUAN CARLOS,28,092,MOSTOLES,B2,Calle   Tulipán N 2,20030613,20030411,,2607.765,40.53,4,92_357,,,4__12_1____1_IT_1_4_213__443_TI_I_5,,,,4__12_1__,4__12_1____1_IT_1,4_213,4_213_,4_213_443
566,4,332070,122,12-2,1,1,213,,444,25,TI,I,UNIVERSIDAD REY JUAN CARLOS,28,092,MOSTOLES,B2,Calle   Tulipán N 2,20030613,20030411,,1307.271,40.59,4,92_357,,,4__12_2____1_IT_1_4_213__444_TI_I_25,,,,4__12_2__,4__12_2____1_IT_1,4_213,4_213_,4_213_444
567,4,332069,121,12-1,1,1,214,,445,6,TI,I,MOSTOLES CENTRAL,28,092,MOSTOLES,B2,Paseo de la Estación N 13,20030613,20030411,,1306.587,40.53,4,92_90,,,4__12_1____1_IT_1_4_214__445_TI_I_6,,,,4__12_1__,4__12_1____1_IT_1,4_214,4_214_,4_214_445
568,4,332070,122,12-2,1,1,214,,446,24,TI,I,MOSTOLES CENTRAL,28,092,MOSTOLES,B2,Paseo de la Estación N 13,20030613,20030411,,694.403,40.59,4,92_90,,,4__12_2____1_IT_1_4_214__446_TI_I_24,,,,4__12_2__,4__12_2____1_IT_1,4_214,4_214_,4_214_446
569,4,332070,122,12-2,1,1,215,,448,23,TI,I,PRADILLO,28,092,MOSTOLES,B2,Calle de Agustina de Aragón N 23,20030613,20030411,,1032.144,40.59,4,93_304,,,4__12_2____1_IT_1_4_215__448_TI_I_23,,,,4__12_2__,4__12_2____1_IT_1,4_215,4_215_,4_215_448
570,4,332069,121,12-1,1,1,215,,447,7,TI,I,PRADILLO,28,092,MOSTOLES,B2,Calle de Agustina de Aragón N 23,20030613,20030411,,698.708,40.53,4,93_304,,,4__12_1____1_IT_1_4_215__447_TI_I_7,,,,4__12_1__,4__12_1____1_IT_1,4_215,4_215_,4_215_447
571,4,330931,092,9B,1,1,183,,383,2,TI,I,RIVAS URBANIZACIONES,28,123,RIVAS-VACIAMADRID,B1,Plaza de Galicia N 5,20020220,20000107,,5749.903,54.34,4,92_318,,,4__9_B____1_IT_1_4_183__383_TI_I_2,,,,4__9_B__,4__9_B____1_IT_1,4_183,4_183_,4_183_383
572,4,330932,092,9B,2,1,183,,384,5,TI,I,RIVAS URBANIZACIONES,28,123,RIVAS-VACIAMADRID,B1,Plaza de Galicia N 5,20020220,20000107,,3613.233,54.34,4,92_318,,,4__9_B____2_IT_1_4_183__384_TI_I_5,,,,4__9_B__,4__9_B____2_IT_1,4_183,4_183_,4_183_384
573,4,330931,092,9B,1,1,184,,385,4,TI,I,RIVAS VACIAMADRID,28,123,RIVAS-VACIAMADRID,B2,Calle   Areneros N 6,20020220,20000107,,1521.842,54.34,4,93_319,,,4__9_B____1_IT_1_4_184__385_TI_I_4,,,,4__9_B__,4__9_B____1_IT_1,4_184,4_184_,4_184_385
574,4,330932,092,9B,2,1,184,,386,3,TI,I,RIVAS VACIAMADRID,28,123,RIVAS-VACIAMADRID,B2,Calle   Areneros N 6,20020220,20000107,,4377.886,54.34,4,93_319,,,4__9_B____2_IT_1_4_184__386_TI_I_3,,,,4__9_B__,4__9_B____2_IT_1,4_184,4_184_,4_184_386
575,4,330932,092,9B,2,1,300,,1032,4,TI,I,RIVAS FUTURA,28,123,RIVAS-VACIAMADRID,B2,Calle   Concepción Arenal N 1,20020220,20000107,,1520.461,54.34,4,93_317,,,4__9_B____2_IT_1_4_300__1032_TI_I_4,,,,4__9_B__,4__9_B____2_IT_1,4_300,4_300_,4_300_1032
576,4,330931,092,9B,1,1,300,,1031,3,TI,I,RIVAS FUTURA,28,123,RIVAS-VACIAMADRID,B2,Calle   Concepción Arenal N 1,20020220,20000107,,3614.712,54.34,4,93_317,,,4__9_B____1_IT_1_4_300__1031_TI_I_3,,,,4__9_B__,4__9_B____1_IT_1,4_300,4_300_,4_300_1031
577,4,337772,072,7b,1,1,290,,781,4,TI,I,SAN FERNANDO,28,130,SAN FERNANDO DE HENARES,B1,Calle de Gonzalo de Córdoba N 24,20080214,20080207,,1073.1361,33.38,4,93_332,,,4__7_B____1_IT_1_4_290__781_TI_I_4,,,,4__7_B__,4__7_B____1_IT_1,4_290,4_290_,4_290_781
578,4,337773,072,7b,2,1,290,,782,5,TI,I,SAN FERNANDO,28,130,SAN FERNANDO DE HENARES,B1,Calle de Gonzalo de Córdoba N 24,20080214,20080207,,1107.1723,33.38,4,93_332,,,4__7_B____2_IT_1_4_290__782_TI_I_5,,,,4__7_B__,4__7_B____2_IT_1,4_290,4_290_,4_290_782
579,4,337772,072,7b,1,1,291,,783,3,TI,I,JARAMA,28,130,SAN FERNANDO DE HENARES,B1,Plaza   Guernica N 1,20080214,20080207,,921.2163,33.38,4,93_239,,,4__7_B____1_IT_1_4_291__783_TI_I_3,,,,4__7_B__,4__7_B____1_IT_1,4_291,4_291_,4_291_783
580,4,337773,072,7b,2,1,291,,784,6,TI,I,JARAMA,28,130,SAN FERNANDO DE HENARES,B1,Plaza   Guernica N 1,20080214,20080207,,1080.0464,33.38,4,93_239,,,4__7_B____2_IT_1_4_291__784_TI_I_6,,,,4__7_B__,4__7_B____2_IT_1,4_291,4_291_,4_291_784
581,4,337772,072,7b,1,1,292,,785,2,TI,I,HENARES,28,130,SAN FERNANDO DE HENARES,B1,Avda de Algorta N 12,20080214,20080207,,686.9297,33.38,4,93_226,,,4__7_B____1_IT_1_4_292__785_TI_I_2,,,,4__7_B__,4__7_B____1_IT_1,4_292,4_292_,4_292_785
582,4,337773,072,7b,2,1,292,,786,7,TI,I,HENARES,28,130,SAN FERNANDO DE HENARES,B1,Avda de Algorta N 12,20080214,20080207,,928.9609,33.38,4,93_226,,,4__7_B____2_IT_1_4_292__786_TI_I_7,,,,4__7_B__,4__7_B____2_IT_1,4_292,4_292_,4_292_786
583,4,336284,102,10b,1,1,282,,763,3,TI,I,BAUNATAL,28,134,SAN SEBASTIAN DE LOS REYES,B1,Avda de las Lomas del Rey N 2,20070425,20070426,,1085.92207768013,37.18,4,93_159,,,4__10_B____1_IT_1_4_282__763_TI_I_3,,,,4__10_B__,4__10_B____1_IT_1,4_282,4_282_,4_282_763
584,4,336285,102,10b,2,1,282,,764,9,TI,I,BAUNATAL,28,134,SAN SEBASTIAN DE LOS REYES,B1,Avda de las Lomas del Rey N 2,20070425,20070426,,1112.44786208803,37.18,4,93_159,,,4__10_B____2_IT_1_4_282__764_TI_I_9,,,,4__10_B__,4__10_B____2_IT_1,4_282,4_282_,4_282_764
585,4,336284,102,10b,1,1,283,,765,2,TI,I,REYES CATOLICOS,28,134,SAN SEBASTIAN DE LOS REYES,B1,Avda de la Plaza de Toros N 7,20070425,20070426,,1556.36005210617,37.18,4,93_315,,,4__10_B____1_IT_1_4_283__765_TI_I_2,,,,4__10_B__,4__10_B____1_IT_1,4_283,4_283_,4_283_765
586,4,336285,102,10b,2,1,283,,766,10,TI,I,REYES CATOLICOS,28,134,SAN SEBASTIAN DE LOS REYES,B1,Avda de la Plaza de Toros N 7,20070425,20070426,,1086.7442615135,37.18,4,93_315,,,4__10_B____2_IT_1_4_283__766_TI_I_10,,,,4__10_B__,4__10_B____2_IT_1,4_283,4_283_,4_283_766
587,4,336284,102,10b,1,1,284,,767,1,TI,C,HOSPITAL INFANTA SOFIA,28,134,SAN SEBASTIAN DE LOS REYES,B1,Paseo   Europa N 11,20070425,20070426,,0,0,4,92_233,,,4__10_B____1_IT_1_4_284__767_TI_C_1,,,,4__10_B__,4__10_B____1_IT_1,4_284,4_284_,4_284_767
588,4,336285,102,10b,2,1,284,,768,11,TI,C,HOSPITAL INFANTA SOFIA,28,134,SAN SEBASTIAN DE LOS REYES,B1,Paseo   Europa N 11,20070425,20070426,,1548.46471267871,37.18,4,92_233,,,4__10_B____2_IT_1_4_284__768_TI_C_11,,,,4__10_B__,4__10_B____2_IT_1,4_284,4_284_,4_284_768
