OBJECTID,NUMEROLINEAUSUARIO,SENTIDO,DENOMINACION,CODIGOMUNICIPIO,MUNICIPIO,CORONATARIFARIA,DIRECCION,LONGITUDTRAMOANTERIOR,VELOCIDADTRAMOANTERIOR
270,10a,2,FUENCARRAL,79,MADRID,A,Calle de la Fuente Chica N 21,1427.681,31.12
271,10a,1,BEGOÑA,79,MADRID,A,Paseo de la Castellana N 261,1426.99357283185,31.12
272,10a,2,BEGOÑA,79,MADRID,A,Paseo de la Castellana N 261,1028.301,31.12
273,10a,1,CHAMARTIN,79,MADRID,A,Calle de Agustín de Foxá N 40,1032.49338775444,31.12
274,10a,2,CHAMARTIN,79,MADRID,A,Calle de Agustín de Foxá N 40,838.479,31.12
275,10a,1,CUZCO,79,MADRID,A,Paseo de la Castellana N 162,914.896410323932,31.12
276,10a,2,CUZCO,79,MADRID,A,Paseo de la Castellana N 162,795.975,31.12
277,10a,1,SANTIAGO BERNABEU,79,MADRID,A,Paseo de la Castellana N 97,796.313120967398,31.12
278,10a,2,SANTIAGO BERNABEU,79,MADRID,A,Paseo de la Castellana N 97,792.513,31.12
279,6-1,1,GUZMAN EL BUENO,79,MADRID,A,Calle de Guzmán el Bueno N 118,744.435,25.65
280,6-2,1,GUZMAN EL BUENO,79,MADRID,A,Calle de Guzmán el Bueno N 118,635.697,25.57
281,6-1,1,CUATRO CAMINOS,79,MADRID,A,Gta de Cuatro Caminos N 9,760.84,25.65
282,6-2,1,CUATRO CAMINOS,79,MADRID,A,Gta de Cuatro Caminos N 9,747.424,25.57
283,6-1,1,METROPOLITANO,79,MADRID,A,Avda de Gregorio del Amo N 4,637.731,25.65
284,6-2,1,METROPOLITANO,79,MADRID,A,Avda de Gregorio del Amo N 4,695.387,25.57
285,6-1,1,MONCLOA,79,MADRID,A,Paseo de Moret N 1,1310.347,25.65
286,6-2,1,MONCLOA,79,MADRID,A,Paseo de Moret N 1,551.606,25.57
287,6-1,1,ARGÜELLES,79,MADRID,A,Calle de Alberto Aguilera N 72,553.161,25.65
288,6-2,1,ARGÜELLES,79,MADRID,A,Calle de Alberto Aguilera N 72,1353.567,25.57
289,6-1,1,PRINCIPE PIO,79,MADRID,A,Paseo de la Florida N 2,1354.014,25.65
290,6-2,1,PRINCIPE PIO,79,MADRID,A,Paseo de la Florida N 2,1132.651,25.57
291,6-1,1,PUERTA DEL ANGEL,79,MADRID,A,Paseo de Extremadura N 26,1140.39,25.65
292,6-2,1,PUERTA DEL ANGEL,79,MADRID,A,Paseo de Extremadura N 26,1034.391,25.57
293,6-1,1,ALTO DE EXTREMADURA,79,MADRID,A,Paseo de Extremadura N 154,1032.064,25.65
294,6-2,1,ALTO DE EXTREMADURA,79,MADRID,A,Paseo de Extremadura N 154,941.598,25.57
295,6-1,1,LUCERO,79,MADRID,A,Calle de las Higueras N 47,937.219,25.65
296,6-2,1,LUCERO,79,MADRID,A,Calle de las Higueras N 47,784.884,25.57
297,7a,1,LAS MUSAS,79,MADRID,A,Avda de Niza N 61,1053.3618,27.77
298,7a,2,LAS MUSAS,79,MADRID,A,Avda de Niza N 61,866.723,27.77
299,7a,1,SAN BLAS,79,MADRID,A,Calle de Pobladura del Valle N 27,869.567,27.77
300,7a,2,SAN BLAS,79,MADRID,A,Calle de Pobladura del Valle N 27,839.048,27.77
301,7a,1,SIMANCAS,79,MADRID,A,Calle del Castillo de Madrigal de las Altas Torres N 15,843.958,27.77
302,7a,2,SIMANCAS,79,MADRID,A,Calle del Castillo de Madrigal de las Altas Torres N 15,813.718,27.77
303,7a,1,ASCAO,79,MADRID,A,Calle de Ascao N 29,788.088,27.77
304,7a,2,ASCAO,79,MADRID,A,Calle de Ascao N 29,706.655,27.77
305,7a,1,PUEBLO NUEVO,79,MADRID,A,Calle de Alcalá N 372,706.009,27.77
306,7a,2,PUEBLO NUEVO,79,MADRID,A,Calle de Alcalá N 372,983.841,27.77
307,7a,1,PARQUE DE LAS AVENIDAS,79,MADRID,A,Avda de Bruselas N 56,925.965,27.77
308,7a,2,PARQUE DE LAS AVENIDAS,79,MADRID,A,Avda de Bruselas N 56,725.644,27.77
309,7a,1,CARTAGENA,79,MADRID,A,Avda de América N 35,720.828,27.77
310,7a,2,CARTAGENA,79,MADRID,A,Avda de América N 35,709.802,27.77
311,7a,1,AVENIDA DE AMERICA,79,MADRID,A,Avda de América N 9A,718.249,27.77
312,7a,2,AVENIDA DE AMERICA,79,MADRID,A,Avda de América N 9A,1103.585,27.77
313,7a,1,CANAL,79,MADRID,A,Calle de Cea Bermúdez N 1,479.786,27.77
314,7a,2,CANAL,79,MADRID,A,Calle de Cea Bermúdez N 1,750.381,27.77
315,8,1,CAMPO DE LAS NACIONES,79,MADRID,A,Avda del Partenón N 5,2214.535,43.29
316,8,2,CAMPO DE LAS NACIONES,79,MADRID,A,Avda del Partenón N 5,4064.644,43.29
317,9A,1,HERRERA ORIA,79,MADRID,A,Calle de Valencia de Don Juan N 1,1213.2967,26.81
318,9A,2,HERRERA ORIA,79,MADRID,A,Calle de Valencia de Don Juan N 1,962.976,26.81
319,5,1,OPERA,79,MADRID,A,Plaza de Isabel II N 9,496.399,23.38
320,5,2,OPERA,79,MADRID,A,Plaza de Isabel II N 9,752.544,23.38
321,5,1,PUERTA DE TOLEDO,79,MADRID,A,Gta de Puerta de Toledo N 1,597.455,23.38
322,5,2,PUERTA DE TOLEDO,79,MADRID,A,Gta de Puerta de Toledo N 1,881.582,23.38
323,6-1,1,LAGUNA,79,MADRID,A,Calle de Cuart de Poblet N 1,0,0
324,6-1,1,LAGUNA,79,MADRID,A,Calle de Cuart de Poblet N 1,783.114,25.65
325,6-2,1,LAGUNA,79,MADRID,A,Calle de Cuart de Poblet N 1,0,0
326,6-2,1,LAGUNA,79,MADRID,A,Calle de Cuart de Poblet N 1,691.095,25.57
327,6-1,1,CARPETANA,79,MADRID,A,Calle   Vía Carpetana N 141,688.044,25.65
328,6-2,1,CARPETANA,79,MADRID,A,Calle   Vía Carpetana N 141,896.849,25.57
329,6-1,1,OPAÑEL,79,MADRID,A,Calle del Valle de Oro N 50A,765.092,25.65
330,6-2,1,OPAÑEL,79,MADRID,A,Calle del Valle de Oro N 50A,689.24,25.57
331,6-1,1,PLAZA ELIPTICA,79,MADRID,A,Plaza de Fernández Ladreda N 2,687.474,25.65
332,6-2,1,PLAZA ELIPTICA,79,MADRID,A,Plaza de Fernández Ladreda N 2,961.72,25.57
333,6-1,1,LEGAZPI,79,MADRID,A,Plaza de Legazpi N 2B,989.922,25.65
334,6-2,1,LEGAZPI,79,MADRID,A,Plaza de Legazpi N 2B,546.851,25.57
335,6-1,1,MENDEZ ALVARO,79,MADRID,A,Calle del Ombu N 16,900.391,25.65
336,6-2,1,MENDEZ ALVARO,79,MADRID,A,Calle del Ombu N 16,863.781,25.57
337,6-1,1,PACIFICO,79,MADRID,A,Calle de Andalucía N 2,860.972,25.65
338,6-2,1,PACIFICO,79,MADRID,A,Calle de Andalucía N 2,738.214,25.57
339,6-1,1,CONDE DE CASAL,79,MADRID,A,Plaza del Conde de Casal N 3,734.787,25.65
340,6-2,1,CONDE DE CASAL,79,MADRID,A,Plaza del Conde de Casal N 3,829.025,25.57
341,5,1,PIRAMIDES,79,MADRID,A,Paseo del Doctor Vallejo Nágera N 37,552.653,23.38
342,5,2,PIRAMIDES,79,MADRID,A,Paseo del Doctor Vallejo Nágera N 37,757.87,23.38
343,5,1,MARQUES DE VADILLO,79,MADRID,A,Gta del Marqués de Vadillo N 4,758.424,23.38
344,5,2,MARQUES DE VADILLO,79,MADRID,A,Gta del Marqués de Vadillo N 4,764.067,23.38
345,5,1,URGEL,79,MADRID,A,Calle del Camino Viejo de Leganés N 1,764.61,23.38
346,5,2,URGEL,79,MADRID,A,Calle del Camino Viejo de Leganés N 1,658.915,23.38
347,5,1,OPORTO,79,MADRID,A,Gta del Valle de Oro N 13,658.234,23.38
348,5,2,OPORTO,79,MADRID,A,Gta del Valle de Oro N 13,729.981,23.38
349,5,1,VISTA ALEGRE,79,MADRID,A,Calle de la Oca N 74,731.653,23.38
350,5,2,VISTA ALEGRE,79,MADRID,A,Calle de la Oca N 74,625.196,23.38
351,5,1,CARABANCHEL,79,MADRID,A,Gta del Ejército N 1,623.79,23.38
352,5,2,CARABANCHEL,79,MADRID,A,Gta del Ejército N 1,590.696,23.38
353,6-1,1,O'DONNELL,79,MADRID,A,Calle del Doctor Esquerdo N 47,759.713,25.65
354,6-2,1,O'DONNELL,79,MADRID,A,Calle del Doctor Esquerdo N 47,616.142,25.57
355,6-1,1,MANUEL BECERRA,79,MADRID,A,Plaza de Manuel Becerra N 1,615.636,25.65
356,6-2,1,MANUEL BECERRA,79,MADRID,A,Plaza de Manuel Becerra N 1,741.857,25.57
357,6-1,1,DIEGO DE LEON,79,MADRID,A,Calle de Francisco Silvela N 47,737.324,25.65
358,6-2,1,DIEGO DE LEON,79,MADRID,A,Calle de Francisco Silvela N 47,698.742,25.57
359,6-1,1,AVENIDA DE AMERICA,79,MADRID,A,Avda de América N 9A,698.133,25.65
360,6-2,1,AVENIDA DE AMERICA,79,MADRID,A,Avda de América N 9A,878.476,25.57
361,6-1,1,REPUBLICA ARGENTINA,79,MADRID,A,Calle de Joaquín Costa N 24,879.521,25.65
362,6-2,1,REPUBLICA ARGENTINA,79,MADRID,A,Calle de Joaquín Costa N 24,957.069,25.57
363,6-1,1,NUEVOS MINISTERIOS,79,MADRID,A,Calle de Raimundo Fernández Villaverde N 67,952.678,25.65
364,6-2,1,NUEVOS MINISTERIOS,79,MADRID,A,Calle de Raimundo Fernández Villaverde N 67,760.719,25.57
365,4,1,GOYA,79,MADRID,A,Calle de Goya N 68,488.21,22.42
366,4,2,GOYA,79,MADRID,A,Calle de Goya N 68,575.028,22.42
367,4,1,VELAZQUEZ,79,MADRID,A,Calle de Núñez de Balboa N 33,362.51,22.42
368,4,2,VELAZQUEZ,79,MADRID,A,Calle de Núñez de Balboa N 33,487.732,22.42
369,4,1,LISTA,79,MADRID,A,Calle del Conde de Peñalver N 45,558.569,22.42
370,4,2,LISTA,79,MADRID,A,Calle del Conde de Peñalver N 45,559.377,22.42
371,4,1,DIEGO DE LEON,79,MADRID,A,Calle de Diego de León N 69,559.484,22.42
372,4,2,DIEGO DE LEON,79,MADRID,A,Calle de Diego de León N 69,515.609,22.42
373,4,1,AVENIDA DE AMERICA,79,MADRID,A,Avda de América N 9A,512.458,22.42
374,4,2,AVENIDA DE AMERICA,79,MADRID,A,Avda de América N 9A,779.382,22.42
375,4,1,PROSPERIDAD,79,MADRID,A,Plaza de la Prosperidad N 4,785.926,22.42
376,4,2,PROSPERIDAD,79,MADRID,A,Plaza de la Prosperidad N 4,853.481,22.42
377,4,1,ALFONSO XIII,79,MADRID,A,Calle de López de Hoyos N 190,854.036,22.42
378,4,2,ALFONSO XIII,79,MADRID,A,Calle de López de Hoyos N 190,636.071,22.42
379,4,1,ARTURO SORIA,79,MADRID,A,Calle de Arturo Soria N 172,756.004,22.42
380,4,2,ARTURO SORIA,79,MADRID,A,Calle de Arturo Soria N 172,829.154,22.42
381,4,1,ESPERANZA,79,MADRID,A,Calle de Andorra N 51,832.943,22.42
382,4,2,ESPERANZA,79,MADRID,A,Calle de Andorra N 51,1287.101,22.42
383,4,1,CANILLAS,79,MADRID,A,Avda de Machupichu N 64,1279.047,22.42
384,4,2,CANILLAS,79,MADRID,A,Avda de Machupichu N 64,638.828,22.42
385,4,1,MAR DE CRISTAL,79,MADRID,A,Gta del Mar de Cristal N 1B,638.119,22.42
386,4,2,MAR DE CRISTAL,79,MADRID,A,Gta del Mar de Cristal N 1B,473.475,22.42
387,4,1,SAN LORENZO,79,MADRID,A,Avda de la Barranquilla N 9,475.162328033171,22.42
388,4,2,SAN LORENZO,79,MADRID,A,Avda de la Barranquilla N 9,695.369,22.42
389,4,1,PARQUE DE SANTA MARIA,79,MADRID,A,Calle de Santa Virgilia N 1,688.716995836895,22.42
390,4,2,PARQUE DE SANTA MARIA,79,MADRID,A,Calle de Santa Virgilia N 1,776.977425687897,22.42
391,3,1,LAVAPIES,79,MADRID,A,Plaza de Lavapiés N 7,456.290867837189,24.99
392,3,2,LAVAPIES,79,MADRID,A,Plaza de Lavapiés N 7,951.423314994689,24.99
393,3,1,PLAZA DE ESPAÑA,79,MADRID,A,Plaza de España N 1,566.674148102291,24.99
394,3,2,PLAZA DE ESPAÑA,79,MADRID,A,Plaza de España N 1,460.924788090876,24.99
395,4,1,SAN BERNARDO,79,MADRID,A,Gta de Ruiz Jiménez N 5,814.147899981132,22.42
396,4,2,SAN BERNARDO,79,MADRID,A,Gta de Ruiz Jiménez N 5,389.8528,22.42
397,4,1,COLON,79,MADRID,A,Plaza de Colón N 2,369.364,22.42
398,4,2,COLON,79,MADRID,A,Plaza de Colón N 2,500.779,22.42
399,1,1,NUEVA NUMANCIA,79,MADRID,A,Avda de la Albufera N 70,471.776320047248,22.96
400,1,2,NUEVA NUMANCIA,79,MADRID,A,Avda de la Albufera N 70,579.662268205629,22.96
401,1,1,ALTO DEL ARENAL,79,MADRID,A,Calle de Santillana del Mar N 21,654.793467862784,22.96
402,1,2,ALTO DEL ARENAL,79,MADRID,A,Calle de Santillana del Mar N 21,627.63554515778,22.96
403,2,1,SANTO DOMINGO,79,MADRID,A,Calle de San Bernardo N 11,436.102,24.22
404,2,2,SANTO DOMINGO,79,MADRID,A,Calle de San Bernardo N 11,403.827,24.22
405,2,1,QUEVEDO,79,MADRID,A,Gta de Quevedo N 1,296.626,24.22
406,2,2,QUEVEDO,79,MADRID,A,Gta de Quevedo N 1,707.45,24.22
407,2,1,CUATRO CAMINOS,79,MADRID,A,Gta de Cuatro Caminos N 10,748.273,24.22
408,2,2,CUATRO CAMINOS,79,MADRID,A,Gta de Cuatro Caminos N 10,0,0
409,2,1,GOYA,79,MADRID,A,Calle de Alcalá N 96,631.042,24.22
410,2,2,GOYA,79,MADRID,A,Calle de Alcalá N 96,408.935,24.22
411,2,1,BANCO DE ESPAÑA,79,MADRID,A,Calle de Alcalá N 49,747.072,24.22
412,2,2,BANCO DE ESPAÑA,79,MADRID,A,Calle de Alcalá N 49,450.957,24.22
413,2,1,SEVILLA,79,MADRID,A,Calle de Alcalá N 23,450.157,24.22
414,2,2,SEVILLA,79,MADRID,A,Calle de Alcalá N 23,339.367,24.22
415,R,1,OPERA,79,MADRID,A,Plaza de Isabel II N 9,0,0
416,R,2,OPERA,79,MADRID,A,Plaza de Isabel II N 9,980.626,19.001
417,1,2,TETUAN,79,MADRID,A,Calle de Bravo Murillo N 264,756.859637435045,22.96
418,1,1,TETUAN,79,MADRID,A,Calle de Bravo Murillo N 264,560.104415828306,22.96
419,1,2,ALVARADO,79,MADRID,A,Calle de Bravo Murillo N 138,450.806719380189,22.96
420,1,1,ALVARADO,79,MADRID,A,Calle de Bravo Murillo N 138,537.532393180297,22.96
421,1,1,IGLESIA,79,MADRID,A,Gta del Pintor Sorolla N 2,744.950392363964,22.96
422,1,2,IGLESIA,79,MADRID,A,Gta del Pintor Sorolla N 2,711.176805071924,22.96
423,8,1,AEROPUERTO T1 T2 T3,79,MADRID,A,Avda de la Hispanidad N SN,4057.627,43.29
424,8,2,AEROPUERTO T1 T2 T3,79,MADRID,A,Avda de la Hispanidad N SN,1434.89,43.29
425,8,1,BARAJAS,79,MADRID,A,Cmno  Viejo de Hortaleza N 10,1430.526,43.29
426,8,2,BARAJAS,79,MADRID,A,Cmno  Viejo de Hortaleza N 10,2088.516,43.29
427,5,1,EUGENIA DE MONTIJO,79,MADRID,A,Calle de Ocaña N 86,589.297,23.38
428,5,2,EUGENIA DE MONTIJO,79,MADRID,A,Calle de Ocaña N 86,923.604,23.38
429,1,1,PORTAZGO,79,MADRID,A,Avda de la Albufera N 131,579.104597017921,22.96
430,1,2,PORTAZGO,79,MADRID,A,Avda de la Albufera N 131,560.578807090878,22.96
431,3,1,ARGÜELLES,79,MADRID,A,Calle de Alberto Aguilera N 72,459.764248973149,24.99
432,3,2,ARGÜELLES,79,MADRID,A,Calle de Alberto Aguilera N 72,626.814230740029,24.99
433,4,1,AVENIDA DE LA PAZ,79,MADRID,A,Avda de Ramón y Cajal N 107,636.081,22.42
434,4,2,AVENIDA DE LA PAZ,79,MADRID,A,Avda de Ramón y Cajal N 107,756.615,22.42
435,5,1,DIEGO DE LEON,79,MADRID,A,Calle de Juan Bravo N 58,874.875,23.38
436,5,2,DIEGO DE LEON,79,MADRID,A,Calle de Juan Bravo N 58,669.789,23.38
437,5,1,CALLAO,79,MADRID,A,Plaza del Callao N 3,342.86,23.38
438,5,2,CALLAO,79,MADRID,A,Plaza del Callao N 3,503.235,23.38
439,6-1,1,SAINZ DE BARANDA,79,MADRID,A,Calle del Doctor Esquerdo N 103,829.986,25.65
440,6-2,1,SAINZ DE BARANDA,79,MADRID,A,Calle del Doctor Esquerdo N 103,760.218,25.57
441,6-1,1,CIUDAD UNIVERSITARIA,79,MADRID,A,Avda  Complutense N 1,684.284,25.65
442,6-2,1,CIUDAD UNIVERSITARIA,79,MADRID,A,Avda  Complutense N 1,1309.177,25.57
443,7a,1,ALONSO CANO,79,MADRID,A,Calle de José Abascal N 18,624.335,27.77
444,7a,2,ALONSO CANO,79,MADRID,A,Calle de José Abascal N 18,479.918,27.77
445,9A,1,NUÑEZ DE BALBOA,79,MADRID,A,Plaza del Marqués de Salamanca N 9,728.078,26.81
446,9A,2,NUÑEZ DE BALBOA,79,MADRID,A,Plaza del Marqués de Salamanca N 9,825.708,26.81
447,10a,1,PLAZA DE CASTILLA,79,MADRID,A,Paseo de la Castellana N 216,840.409633712516,31.12
448,10a,2,PLAZA DE CASTILLA,79,MADRID,A,Paseo de la Castellana N 216,918.812,31.12
449,7a,1,GARCIA NOBLEJAS,79,MADRID,A,Calle de Luis del Campo N 1,809.035,27.77
450,7a,2,GARCIA NOBLEJAS,79,MADRID,A,Calle de Luis del Campo N 1,780.644,27.77
451,7a,1,BARRIO DE LA CONCEPCION,79,MADRID,A,Calle de Martínez Villergas N 1,976.707,27.77
452,7a,2,BARRIO DE LA CONCEPCION,79,MADRID,A,Calle de Martínez Villergas N 1,919.932,27.77
453,7a,1,GREGORIO MARAÑON,79,MADRID,A,Calle de José Abascal N 65,1100.617,27.77
454,7a,2,GREGORIO MARAÑON,79,MADRID,A,Calle de José Abascal N 65,624.625,27.77
455,8,1,MAR DE CRISTAL,79,MADRID,A,Gta de Mar de Cristal N 1,912.945,43.29
456,8,2,MAR DE CRISTAL,79,MADRID,A,Gta de Mar de Cristal N 1,2220.128,43.29
457,5,1,ALUCHE,79,MADRID,A,Calle de Valmojado N 293,933.505,23.38
458,5,2,ALUCHE,79,MADRID,A,Calle de Valmojado N 293,675.907,23.38
459,5,1,LA LATINA,79,MADRID,A,Calle de San Millán N 5,754.561,23.38
460,5,2,LA LATINA,79,MADRID,A,Calle de San Millán N 5,600.524,23.38
461,5,1,ACACIAS,79,MADRID,A,Paseo de las Acacias N 20,888.667,23.38
462,5,2,ACACIAS,79,MADRID,A,Paseo de las Acacias N 20,555.009,23.38
463,6-1,1,OPORTO,79,MADRID,A,Gta del Valle de Oro N 2,894.247,25.65
464,6-2,1,OPORTO,79,MADRID,A,Gta del Valle de Oro N 2,765.195,25.57
465,6-1,1,USERA,79,MADRID,A,Calle de Amparo Usera N 44,958.909,25.65
466,6-2,1,USERA,79,MADRID,A,Calle de Amparo Usera N 44,988.769,25.57
467,7a,1,AVDA. DE LA ILUSTRACION,79,MADRID,A,Calle de las Islas Cíes N 23,549.275,27.77
468,7a,2,AVDA. DE LA ILUSTRACION,79,MADRID,A,Calle de las Islas Cíes N 23,678.63,27.77
469,8,1,COLOMBIA,79,MADRID,A,Calle del Príncipe de Vergara N 258,2216.288,43.29
470,8,2,COLOMBIA,79,MADRID,A,Calle del Príncipe de Vergara N 258,2872.835,43.29
471,7a,1,VALDEZARZA,79,MADRID,A,Calle de San Restituto N 70,1201.128,27.77
472,7a,2,VALDEZARZA,79,MADRID,A,Calle de San Restituto N 70,874.341,27.77
473,8,1,NUEVOS MINISTERIOS,79,MADRID,A,Paseo de la Castellana N 65,0,0
474,8,2,NUEVOS MINISTERIOS,79,MADRID,A,Paseo de la Castellana N 65,2209.32,43.29
475,5,1,EMPALME,79,MADRID,A,Calle de Tembleque N 105,675.791,23.38
476,5,2,EMPALME,79,MADRID,A,Calle de Tembleque N 105,443.781715471665,23.38
477,5,1,CAMPAMENTO,79,MADRID,A,Avda del Padre Piquer N 7,445.038,23.38
478,5,2,CAMPAMENTO,79,MADRID,A,Avda del Padre Piquer N 7,1218.384,23.38
479,5,1,CASA DE CAMPO,79,MADRID,A,Ctra del Zoo N 1,1222.688,23.38
480,5,2,CASA DE CAMPO,79,MADRID,A,Ctra del Zoo N 1,0,0
481,10a,1,CUATRO VIENTOS,79,MADRID,A,Col   Militar de Cuatro Vientos N 6B,1160.6965001513,31.12
482,10a,2,CUATRO VIENTOS,79,MADRID,A,Col   Militar de Cuatro Vientos N 6B,3285.825,31.12
483,1,1,VALDECARROS,79,MADRID,A,Avda del Ensanche de Vallecas N 120A,841.767764235967,22.96
484,1,2,VALDECARROS,79,MADRID,A,Avda del Ensanche de Vallecas N 120A,0,0
485,8,1,PINAR DEL REY,79,MADRID,A,Avda de la Gran Vía de Hortaleza N 47,2871.017,43.29
486,8,2,PINAR DEL REY,79,MADRID,A,Avda de la Gran Vía de Hortaleza N 47,911.096,43.29
487,1,2,BAMBU,79,MADRID,A,Calle del Bambú N 14,770.2919,22.96
488,1,1,BAMBU,79,MADRID,A,Calle del Bambú N 14,1061.40368889086,22.96
489,1,2,PINAR DE CHAMARTIN,79,MADRID,A,Calle de Arturo Soria N 330,1073.59349498377,22.96
490,1,1,PINAR DE CHAMARTIN,79,MADRID,A,Calle de Arturo Soria N 330,0,0
491,2,1,LA ELIPA,79,MADRID,A,Avda del Marqués de Corbera N 58,1155.7413,24.22
492,2,2,LA ELIPA,79,MADRID,A,Avda del Marqués de Corbera N 58,1282.211,24.22
493,4,1,HORTALEZA,79,MADRID,A,Calle del Capitán Cortés BLQ 4,777.265731323808,22.42
494,4,2,HORTALEZA,79,MADRID,A,Calle del Capitán Cortés BLQ 4,928.554250763727,22.42
495,4,1,MANOTERAS,79,MADRID,A,Calle de Bacares N 24,933.000007571617,22.42
496,4,2,MANOTERAS,79,MADRID,A,Calle de Bacares N 24,506.130162942413,22.42
497,4,1,PINAR DE CHAMARTIN,79,MADRID,A,Calle de Arturo Soria N 330,505.839937485183,22.42
498,4,2,PINAR DE CHAMARTIN,79,MADRID,A,Calle de Arturo Soria N 330,0,0
499,7a,1,ESTADIO OLIMPICO,79,MADRID,A,Avda de Arcentales N 28,0,0
500,7a,2,ESTADIO OLIMPICO,79,MADRID,A,Avda de Arcentales N 28,1067.5647,27.77
501,7b,1,ESTADIO OLIMPICO,79,MADRID,A,Avda de Arcentales N 28,2964.9735,33.38
502,7b,2,ESTADIO OLIMPICO,79,MADRID,A,Avda de Arcentales N 28,0,0
503,10a,1,TRES OLIVOS,79,MADRID,A,Acces   M-607 SN SN,0,0
504,10a,2,TRES OLIVOS,79,MADRID,A,Acces   M-607 SN SN,775.982854743205,31.12
505,10b,1,TRES OLIVOS,79,MADRID,A,Acces   M-607 SN SN,585.909661227336,37.18
506,10b,2,TRES OLIVOS,79,MADRID,A,Acces   M-607 SN SN,0,0
507,10b,1,MONTECARMELO,79,MADRID,A,Avda de Monasterio de Silos N 63A,3081.81098261633,37.18
508,10b,2,MONTECARMELO,79,MADRID,A,Avda de Monasterio de Silos N 63A,578.503221119685,37.18
509,10b,1,LAS TABLAS,79,MADRID,A,Calle de Palas de Rey N 30,963.718593705577,37.18
510,10b,2,LAS TABLAS,79,MADRID,A,Calle de Palas de Rey N 30,3088.49036527692,37.18
511,10b,1,RONDA DE LA COMUNICACION,79,MADRID,A,Ronda de la Comunicación N 22,1498.27975513436,37.18
512,10b,2,RONDA DE LA COMUNICACION,79,MADRID,A,Ronda de la Comunicación N 22,960.563447411493,37.18
513,10a,1,AVIACION ESPAÑOLA,79,MADRID,A,Paseo de Extremadura N 463,1722.89144784398,31.12
514,10a,2,AVIACION ESPAÑOLA,79,MADRID,A,Paseo de Extremadura N 463,1165.246,31.12
515,8,1,AEROPUERTO T4,79,MADRID,A,Ctra de Alcobendas a Barajas SN SN,2090.505,43.29
516,8,2,AEROPUERTO T4,79,MADRID,A,Ctra de Alcobendas a Barajas SN SN,0,0
517,1,2,CHAMARTIN,79,MADRID,A,Calle de Agustín de Foxá N 40,1202.6298,22.96
518,1,1,CHAMARTIN,79,MADRID,A,Calle de Agustín de Foxá N 40,782.3669,22.96
519,5,1,ALAMEDA DE OSUNA,79,MADRID,A,Calle de la Corbeta N 14,0,0
520,5,2,ALAMEDA DE OSUNA,79,MADRID,A,Calle de la Corbeta N 14,735.7284,23.38
521,5,1,EL CAPRICHO,79,MADRID,A,Calle de Pinos de Osuna N 15,736.7145,23.38
522,5,2,EL CAPRICHO,79,MADRID,A,Calle de Pinos de Osuna N 15,1421.3281,23.38
523,11,1,SAN FRANCISCO,79,MADRID,A,Avda de los Poblados N 102,588.626,26.52
524,11,2,SAN FRANCISCO,79,MADRID,A,Avda de los Poblados N 102,1200.182,26.52
525,11,1,CARABANCHEL ALTO,79,MADRID,A,Avda de Carabanchel Alto N 40,1195.689,26.52
526,11,2,CARABANCHEL ALTO,79,MADRID,A,Avda de Carabanchel Alto N 40,946.331,26.52
527,11,2,LA PESETA,79,MADRID,A,Calle de Salvador Allende N 3,2346.2778,26.52
528,11,1,LA PESETA,79,MADRID,A,Calle de Salvador Allende N 3,944.833,26.52
529,3,1,ALMENDRALES,79,MADRID,A,Avda de Córdoba N 21,1040.756,24.99
530,3,2,ALMENDRALES,79,MADRID,A,Avda de Córdoba N 21,1063.577,24.99
531,3,1,HOSPITAL 12 DE OCTUBRE,79,MADRID,A,Avda de Córdoba N 49,607.3871,24.99
532,3,2,HOSPITAL 12 DE OCTUBRE,79,MADRID,A,Avda de Córdoba N 49,1042.2132,24.99
533,3,1,SAN FERMIN-ORCASUR,79,MADRID,A,Avda de Andalucía N 9,1137.5782,24.99
534,3,2,SAN FERMIN-ORCASUR,79,MADRID,A,Avda de Andalucía N 9,607.7765,24.99
535,3,1,CIUDAD DE LOS ANGELES,79,MADRID,A,Avda de Andalucía N 38,986.936,24.99
536,3,2,CIUDAD DE LOS ANGELES,79,MADRID,A,Avda de Andalucía N 38,1137.7585,24.99
537,3,1,VILLAVERDE BAJO CRUCE,79,MADRID,A,Avda de Andalucía N 38,1065.9677,24.99
538,3,2,VILLAVERDE BAJO CRUCE,79,MADRID,A,Avda de Andalucía N 38,987.2111,24.99
539,3,1,SAN CRISTOBAL,79,MADRID,A,Avda de Andalucía N 81,1632.3119,24.99
540,3,2,SAN CRISTOBAL,79,MADRID,A,Avda de Andalucía N 81,1068.8748,24.99
541,3,1,VILLAVERDE ALTO,79,MADRID,A,Calle del Valle de Tobalina N 56,0,0
542,3,2,VILLAVERDE ALTO,79,MADRID,A,Calle del Valle de Tobalina N 56,1637.5771,24.99
543,1,1,LA GAVIA,79,MADRID,A,Avda del Ensanche de Vallecas N 16,590.123126953579,22.96
544,1,2,LA GAVIA,79,MADRID,A,Avda del Ensanche de Vallecas N 16,1302.96738936887,22.96
545,1,1,LAS SUERTES,79,MADRID,A,Calle de Cañada del Santísimo N 45,1312.56438014,22.96
546,1,2,LAS SUERTES,79,MADRID,A,Calle de Cañada del Santísimo N 45,844.348636882582,22.96
547,6-1,1,ARGANZUELA-PLANETARIO,79,MADRID,A,Calle del Bronce N 1A,547.451,25.65
